,GS,IP,H,R,ER,BB,SO,HR,HBP,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Date,Team,Home_Away
0,5.0,41.2,37.0,20.0,19.0,10.0,48.0,7.0,4.0,165.0,8.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,179.0,2022-08-28,WSN,0
0,7.0,58.2,57.0,22.0,22.0,18.0,54.0,4.0,5.0,223.0,17.0,0.0,0.0,8.0,4.0,1.0,2.0,1.0,250.0,2022-08-29,MIN,0
0,6.0,53.5,48.0,26.0,24.0,21.0,49.0,3.0,3.0,212.0,9.0,1.0,2.0,4.0,1.0,2.0,3.0,2.0,237.0,2022-08-28,OAK,0
0,6.0,49.699999999999996,45.0,19.0,17.0,12.0,53.0,6.0,6.0,198.0,7.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,221.0,2022-08-29,NYA,0
0,6.0,49.39999999999999,48.0,15.0,14.0,15.0,38.0,3.0,4.0,205.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,225.0,2022-08-28,BAL,0
0,7.0,62.8,79.0,36.0,34.0,22.0,74.0,10.0,4.0,271.0,10.0,2.0,4.0,6.0,1.0,7.0,1.0,0.0,298.0,2022-08-29,TOR,0
0,6.0,50.800000000000004,35.0,18.0,15.0,18.0,53.0,4.0,3.0,201.0,8.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,222.0,2022-08-29,LAN,0
0,7.0,60.0,49.0,29.0,19.0,30.0,59.0,6.0,2.0,234.0,13.0,2.0,3.0,6.0,1.0,2.0,1.0,0.0,268.0,2022-08-29,LAA,0
0,6.0,51.9,61.0,25.0,23.0,10.0,62.0,9.0,0.0,216.0,10.0,2.0,0.0,4.0,2.0,0.0,1.0,0.0,229.0,2022-08-28,TBA,0
0,6.0,53.900000000000006,41.0,12.0,12.0,9.0,54.0,3.0,0.0,199.0,9.0,0.0,1.0,3.0,3.0,3.0,4.0,1.0,212.0,2022-08-28,SEA,0
0,8.0,66.5,90.0,46.0,43.0,32.0,54.0,14.0,4.0,298.0,15.0,3.0,2.0,4.0,1.0,2.0,3.0,0.0,336.0,2022-08-29,CHN,0
0,7.0,57.800000000000004,58.0,33.0,27.0,18.0,69.0,6.0,2.0,235.0,15.0,4.0,0.0,4.0,1.0,1.0,3.0,1.0,260.0,2022-08-29,PHI,0
0,6.0,51.199999999999996,38.0,32.0,27.0,20.0,47.0,8.0,3.0,193.0,6.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,219.0,2022-08-28,CHA,0
0,5.0,42.6,43.0,21.0,21.0,16.0,42.0,9.0,2.0,167.0,3.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,185.0,2022-08-28,DET,0
0,6.0,49.0,50.0,33.0,26.0,24.0,52.0,5.0,2.0,198.0,11.0,0.0,1.0,5.0,1.0,2.0,0.0,0.0,226.0,2022-08-29,SFN,0
0,5.0,42.6,37.0,12.0,12.0,10.0,47.0,2.0,3.0,163.0,5.0,0.0,1.0,3.0,1.0,3.0,0.0,1.0,178.0,2022-08-28,NYN,0
0,6.0,48.8,43.0,24.0,24.0,18.0,40.0,5.0,2.0,189.0,9.0,2.0,0.0,7.0,3.0,3.0,1.0,0.0,215.0,2022-08-29,ARI,0
0,6.0,49.1,55.0,35.0,33.0,19.0,46.0,7.0,4.0,206.0,12.0,3.0,0.0,1.0,0.0,4.0,1.0,0.0,229.0,2022-08-28,COL,0
0,7.0,60.5,75.0,43.0,39.0,29.0,64.0,6.0,2.0,257.0,17.0,2.0,0.0,5.0,3.0,4.0,1.0,2.0,291.0,2022-08-29,BOS,0
0,5.0,40.3,34.0,19.0,16.0,14.0,39.0,8.0,4.0,161.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,181.0,2022-08-28,ATL,0
0,6.0,54.0,55.0,28.0,25.0,20.0,50.0,6.0,1.0,215.0,12.0,0.0,0.0,5.0,3.0,2.0,0.0,1.0,240.0,2022-08-29,MIA,0
0,8.0,65.8,72.0,38.0,34.0,20.0,50.0,6.0,1.0,274.0,15.0,0.0,1.0,8.0,1.0,2.0,0.0,0.0,296.0,2022-08-29,SLN,0
0,7.0,54.900000000000006,66.0,39.0,37.0,20.0,50.0,10.0,4.0,236.0,11.0,2.0,0.0,4.0,1.0,3.0,2.0,0.0,261.0,2022-08-29,CIN,0
0,5.0,40.800000000000004,58.0,34.0,33.0,20.0,37.0,9.0,1.0,184.0,9.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,210.0,2022-08-28,KCR,0
0,6.0,52.599999999999994,37.0,14.0,13.0,19.0,65.0,4.0,0.0,189.0,8.0,1.0,0.0,4.0,2.0,5.0,2.0,0.0,210.0,2022-08-28,HOU,0
0,6.0,50.2,52.0,38.0,33.0,25.0,51.0,8.0,3.0,206.0,15.0,0.0,0.0,4.0,3.0,2.0,1.0,2.0,237.0,2022-08-29,MIL,0
0,6.0,50.9,31.0,14.0,12.0,15.0,59.0,6.0,1.0,184.0,5.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,204.0,2022-08-28,CLE,0
0,5.0,41.89999999999999,59.0,37.0,34.0,12.0,42.0,6.0,3.0,184.0,13.0,1.0,0.0,2.0,4.0,0.0,3.0,0.0,203.0,2022-08-28,TEX,0
0,6.0,48.80000000000001,64.0,38.0,32.0,18.0,48.0,9.0,3.0,218.0,6.0,0.0,0.0,3.0,3.0,7.0,0.0,2.0,242.0,2022-08-29,SDN,0
0,5.0,41.2,37.0,20.0,19.0,10.0,48.0,7.0,4.0,165.0,8.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,179.0,2022-08-28,WSN,0
0,6.0,48.2,57.0,40.0,33.0,22.0,53.0,6.0,3.0,208.0,10.0,0.0,2.0,4.0,1.0,4.0,0.0,0.0,235.0,2022-08-29,PIT,0
0,6.0,54.7,61.0,32.0,27.0,19.0,55.0,8.0,2.0,224.0,13.0,0.0,0.0,4.0,2.0,4.0,0.0,1.0,248.0,2022-08-30,MIA,0
0,5.0,42.9,55.0,34.0,33.0,18.0,44.0,5.0,2.0,182.0,12.0,1.0,0.0,4.0,5.0,0.0,1.0,0.0,207.0,2022-08-30,TEX,0
0,6.0,51.2,63.0,26.0,24.0,10.0,63.0,8.0,1.0,215.0,12.0,2.0,0.0,5.0,2.0,0.0,2.0,0.0,229.0,2022-08-30,TBA,0
0,6.0,53.5,51.0,27.0,25.0,21.0,49.0,4.0,5.0,213.0,8.0,1.0,2.0,4.0,2.0,2.0,4.0,3.0,241.0,2022-08-30,OAK,0
0,5.0,41.5,44.0,26.0,25.0,14.0,49.0,7.0,4.0,174.0,11.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,192.0,2022-08-30,WSN,0
0,7.0,61.7,44.0,25.0,16.0,29.0,57.0,7.0,2.0,233.0,9.0,2.0,3.0,5.0,1.0,2.0,1.0,0.0,266.0,2022-08-30,LAA,0
0,6.0,50.2,42.0,24.0,24.0,17.0,44.0,5.0,2.0,189.0,9.0,0.0,0.0,8.0,2.0,3.0,1.0,0.0,212.0,2022-08-30,ARI,0
0,6.0,51.900000000000006,48.0,32.0,30.0,27.0,57.0,8.0,2.0,201.0,12.0,0.0,1.0,5.0,3.0,1.0,1.0,2.0,234.0,2022-08-30,MIL,0
0,7.0,57.49999999999999,64.0,39.0,34.0,15.0,66.0,7.0,3.0,238.0,15.0,4.0,0.0,4.0,2.0,1.0,3.0,1.0,262.0,2022-08-30,PHI,0
0,7.0,62.1,77.0,36.0,34.0,21.0,75.0,12.0,4.0,267.0,10.0,2.0,4.0,7.0,1.0,7.0,2.0,0.0,293.0,2022-08-30,TOR,0
0,6.0,51.599999999999994,26.0,14.0,12.0,15.0,52.0,6.0,0.0,178.0,4.0,0.0,1.0,4.0,3.0,1.0,1.0,0.0,198.0,2022-08-30,CLE,0
0,6.0,53.3,38.0,14.0,13.0,17.0,59.0,6.0,0.0,189.0,7.0,1.0,0.0,4.0,2.0,6.0,2.0,0.0,208.0,2022-08-30,HOU,0
0,7.0,56.8,71.0,38.0,34.0,16.0,44.0,7.0,1.0,243.0,13.0,0.0,1.0,10.0,1.0,1.0,0.0,0.0,261.0,2022-08-30,SLN,0
0,5.0,40.3,42.0,21.0,17.0,14.0,35.0,7.0,4.0,170.0,8.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,190.0,2022-08-30,ATL,0
0,5.0,41.900000000000006,49.0,27.0,27.0,13.0,41.0,11.0,2.0,174.0,4.0,0.0,0.0,7.0,1.0,4.0,0.0,0.0,190.0,2022-08-30,DET,0
0,6.0,47.6,52.0,36.0,26.0,26.0,48.0,6.0,2.0,202.0,13.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,233.0,2022-08-30,SFN,0
0,7.0,56.5,63.0,33.0,32.0,18.0,48.0,10.0,4.0,234.0,9.0,1.0,0.0,5.0,1.0,3.0,2.0,0.0,257.0,2022-08-30,CIN,0
0,7.0,57.19999999999999,75.0,38.0,35.0,26.0,46.0,13.0,2.0,255.0,10.0,2.0,2.0,3.0,1.0,2.0,3.0,0.0,285.0,2022-08-30,CHN,0
0,6.0,48.2,54.0,36.0,29.0,23.0,51.0,6.0,3.0,205.0,10.0,0.0,2.0,5.0,0.0,4.0,0.0,0.0,232.0,2022-08-30,PIT,0
0,7.0,59.5,71.0,44.0,39.0,30.0,65.0,9.0,3.0,251.0,15.0,0.0,0.0,4.0,3.0,4.0,1.0,2.0,287.0,2022-08-30,BOS,0
0,6.0,48.8,67.0,38.0,31.0,20.0,52.0,8.0,4.0,221.0,7.0,0.0,0.0,3.0,3.0,7.0,1.0,1.0,248.0,2022-08-30,SDN,0
0,6.0,49.1,46.0,17.0,16.0,13.0,38.0,3.0,3.0,199.0,7.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,217.0,2022-08-30,BAL,0
0,6.0,49.1,53.0,31.0,29.0,21.0,45.0,5.0,4.0,206.0,13.0,2.0,0.0,1.0,0.0,5.0,1.0,0.0,231.0,2022-08-30,COL,0
0,7.0,58.5,52.0,23.0,23.0,22.0,54.0,3.0,4.0,221.0,16.0,0.0,0.0,7.0,5.0,1.0,2.0,1.0,252.0,2022-08-30,MIN,0
0,5.0,41.5,57.0,34.0,33.0,13.0,44.0,12.0,2.0,186.0,6.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,204.0,2022-08-30,KCR,0
0,6.0,54.6,43.0,13.0,13.0,8.0,52.0,2.0,0.0,202.0,9.0,2.0,1.0,3.0,4.0,2.0,3.0,0.0,215.0,2022-08-30,SEA,0
0,6.0,52.2,46.0,36.0,31.0,20.0,51.0,11.0,3.0,204.0,9.0,0.0,0.0,3.0,2.0,3.0,1.0,0.0,230.0,2022-08-30,CHA,0
0,6.0,51.5,41.0,20.0,16.0,17.0,58.0,6.0,4.0,206.0,8.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,227.0,2022-08-30,LAN,0
0,5.0,42.9,36.0,12.0,12.0,14.0,44.0,1.0,4.0,167.0,8.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,186.0,2022-08-30,NYN,0
0,6.0,49.0,43.0,21.0,19.0,8.0,57.0,8.0,5.0,200.0,6.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,215.0,2022-08-30,NYA,0
0,6.0,51.9,39.0,13.0,13.0,15.0,56.0,2.0,4.0,197.0,8.0,0.0,1.0,2.0,1.0,3.0,0.0,2.0,217.0,2022-08-31,NYN,0
0,7.0,61.099999999999994,76.0,34.0,31.0,21.0,49.0,6.0,1.0,260.0,12.0,0.0,3.0,11.0,0.0,1.0,1.0,1.0,283.0,2022-08-31,SLN,0
0,7.0,57.5,62.0,36.0,31.0,13.0,63.0,6.0,3.0,236.0,13.0,4.0,0.0,4.0,1.0,1.0,3.0,1.0,257.0,2022-08-31,PHI,0
0,7.0,57.2,73.0,42.0,39.0,28.0,41.0,14.0,3.0,253.0,10.0,2.0,2.0,3.0,1.0,2.0,3.0,0.0,286.0,2022-08-31,CHN,0
0,6.0,51.5,55.0,30.0,25.0,21.0,39.0,4.0,4.0,211.0,11.0,1.0,2.0,5.0,2.0,1.0,4.0,3.0,238.0,2022-08-31,OAK,0
0,6.0,53.3,40.0,14.0,14.0,15.0,61.0,7.0,0.0,192.0,7.0,1.0,0.0,4.0,1.0,7.0,2.0,0.0,208.0,2022-08-31,HOU,0
0,6.0,54.6,41.0,13.0,13.0,10.0,48.0,1.0,2.0,202.0,8.0,2.0,1.0,2.0,4.0,2.0,2.0,0.0,218.0,2022-08-31,SEA,0
0,7.0,60.400000000000006,78.0,41.0,39.0,18.0,77.0,12.0,4.0,265.0,13.0,3.0,2.0,4.0,1.0,7.0,3.0,0.0,288.0,2022-08-31,TOR,0
0,7.0,61.50000000000001,55.0,31.0,29.0,20.0,50.0,11.0,4.0,240.0,9.0,0.0,0.0,6.0,2.0,5.0,2.0,0.0,266.0,2022-08-31,CIN,0
0,7.0,59.5,59.0,24.0,24.0,20.0,66.0,3.0,4.0,237.0,16.0,0.0,0.0,5.0,3.0,3.0,2.0,1.0,264.0,2022-08-31,MIN,0
0,6.0,50.900000000000006,28.0,18.0,16.0,17.0,55.0,8.0,0.0,179.0,2.0,0.0,1.0,4.0,3.0,1.0,1.0,0.0,201.0,2022-08-31,CLE,0
0,6.0,50.900000000000006,61.0,24.0,24.0,9.0,55.0,8.0,1.0,210.0,10.0,2.0,0.0,5.0,2.0,1.0,2.0,0.0,222.0,2022-08-31,TBA,0
0,6.0,52.9,46.0,35.0,30.0,17.0,55.0,11.0,4.0,205.0,7.0,1.0,0.0,3.0,2.0,3.0,1.0,0.0,229.0,2022-08-31,CHA,0
0,7.0,57.0,49.0,24.0,21.0,9.0,63.0,9.0,5.0,229.0,6.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,245.0,2022-08-31,NYA,0
0,7.0,60.599999999999994,42.0,23.0,17.0,29.0,59.0,7.0,2.0,226.0,9.0,2.0,2.0,4.0,1.0,2.0,1.0,0.0,259.0,2022-08-31,LAA,0
0,6.0,49.80000000000001,39.0,12.0,11.0,10.0,33.0,3.0,2.0,191.0,8.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,205.0,2022-08-31,BAL,0
0,7.0,58.5,70.0,46.0,42.0,32.0,64.0,10.0,3.0,246.0,17.0,0.0,0.0,4.0,4.0,4.0,1.0,2.0,285.0,2022-08-31,BOS,0
0,6.0,48.099999999999994,40.0,18.0,16.0,20.0,48.0,5.0,4.0,188.0,9.0,1.0,0.0,1.0,0.0,5.0,2.0,0.0,212.0,2022-08-31,COL,0
0,6.0,55.6,67.0,31.0,26.0,19.0,57.0,8.0,2.0,232.0,15.0,0.0,1.0,6.0,1.0,5.0,0.0,1.0,254.0,2022-08-31,MIA,0
0,5.0,43.6,57.0,35.0,34.0,24.0,44.0,5.0,2.0,185.0,13.0,1.0,0.0,4.0,4.0,0.0,1.0,0.0,216.0,2022-08-31,TEX,0
0,6.0,53.599999999999994,40.0,21.0,19.0,21.0,60.0,8.0,2.0,199.0,7.0,0.0,1.0,4.0,1.0,1.0,1.0,2.0,224.0,2022-08-31,MIL,0
0,6.0,47.2,48.0,28.0,24.0,24.0,48.0,4.0,2.0,198.0,9.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,225.0,2022-08-31,PIT,0
0,6.0,51.2,40.0,16.0,12.0,14.0,48.0,5.0,2.0,201.0,8.0,1.0,0.0,2.0,0.0,3.0,2.0,1.0,217.0,2022-08-31,LAN,0
0,5.0,42.900000000000006,44.0,26.0,25.0,14.0,47.0,7.0,4.0,173.0,10.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,192.0,2022-08-31,WSN,0
0,6.0,48.8,60.0,35.0,28.0,20.0,57.0,5.0,6.0,215.0,9.0,0.0,0.0,4.0,2.0,6.0,1.0,1.0,243.0,2022-08-31,SDN,0
0,6.0,51.2,59.0,37.0,37.0,22.0,40.0,4.0,2.0,209.0,14.0,1.0,0.0,10.0,2.0,1.0,1.0,0.0,235.0,2022-08-31,ARI,0
0,5.0,40.5,61.0,35.0,34.0,18.0,41.0,12.0,2.0,186.0,6.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,208.0,2022-08-31,KCR,0
0,5.0,40.3,42.0,21.0,17.0,15.0,35.0,7.0,4.0,170.0,6.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,190.0,2022-08-31,ATL,0
0,6.0,48.60000000000001,54.0,35.0,31.0,26.0,43.0,6.0,3.0,202.0,14.0,0.0,1.0,4.0,2.0,1.0,1.0,0.0,236.0,2022-08-31,SFN,0
0,5.0,41.2,49.0,31.0,31.0,15.0,36.0,13.0,1.0,174.0,4.0,1.0,0.0,7.0,1.0,3.0,0.0,0.0,191.0,2022-08-31,DET,0
0,6.0,55.6,67.0,31.0,26.0,19.0,57.0,8.0,2.0,232.0,15.0,0.0,1.0,6.0,1.0,5.0,0.0,1.0,254.0,2022-08-31,MIA,0
0,6.0,51.0,70.0,44.0,43.0,31.0,55.0,6.0,2.0,222.0,16.0,1.0,1.0,5.0,4.0,0.0,1.0,0.0,260.0,2022-09-01,TEX,0
0,6.0,51.5,48.0,18.0,18.0,17.0,59.0,2.0,4.0,205.0,13.0,0.0,0.0,4.0,3.0,3.0,1.0,1.0,229.0,2022-08-31,MIN,0
0,6.0,52.8,68.0,31.0,28.0,19.0,42.0,6.0,1.0,226.0,10.0,0.0,3.0,10.0,0.0,0.0,1.0,1.0,247.0,2022-08-31,SLN,0
0,7.0,60.89999999999999,50.0,26.0,24.0,23.0,64.0,9.0,3.0,233.0,10.0,0.0,1.0,5.0,1.0,2.0,1.0,2.0,261.0,2022-09-01,MIL,0
0,6.0,48.699999999999996,41.0,20.0,17.0,7.0,57.0,8.0,2.0,194.0,5.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,205.0,2022-08-31,NYA,0
0,6.0,47.2,48.0,28.0,24.0,24.0,48.0,4.0,2.0,198.0,9.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,225.0,2022-08-31,PIT,0
0,7.0,59.2,46.0,21.0,17.0,18.0,56.0,5.0,2.0,230.0,11.0,1.0,0.0,2.0,1.0,5.0,2.0,1.0,251.0,2022-09-01,LAN,0
0,5.0,42.6,51.0,21.0,21.0,8.0,42.0,7.0,1.0,174.0,8.0,1.0,0.0,4.0,2.0,1.0,2.0,0.0,185.0,2022-08-31,TBA,0
0,6.0,52.2,55.0,31.0,29.0,18.0,59.0,8.0,5.0,211.0,11.0,2.0,0.0,5.0,0.0,1.0,1.0,1.0,236.0,2022-09-01,WSN,0
0,6.0,48.2,57.0,34.0,31.0,26.0,35.0,12.0,3.0,212.0,9.0,0.0,2.0,3.0,0.0,1.0,2.0,0.0,242.0,2022-08-31,CHN,0
0,6.0,47.800000000000004,30.0,9.0,9.0,14.0,37.0,2.0,2.0,179.0,6.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,197.0,2022-09-01,BAL,0
0,6.0,51.10000000000001,63.0,36.0,35.0,16.0,63.0,12.0,3.0,223.0,10.0,2.0,1.0,2.0,0.0,4.0,3.0,0.0,242.0,2022-08-31,TOR,0
0,6.0,48.8,60.0,35.0,28.0,20.0,57.0,5.0,6.0,215.0,9.0,0.0,0.0,4.0,2.0,6.0,1.0,1.0,243.0,2022-08-31,SDN,0
0,6.0,55.3,39.0,12.0,12.0,10.0,52.0,1.0,2.0,201.0,7.0,2.0,1.0,2.0,4.0,2.0,1.0,0.0,217.0,2022-09-01,SEA,0
0,7.0,60.2,63.0,37.0,37.0,22.0,51.0,4.0,2.0,239.0,14.0,1.0,0.0,11.0,2.0,1.0,1.0,0.0,265.0,2022-09-01,ARI,0
0,6.0,47.1,72.0,42.0,41.0,21.0,53.0,14.0,2.0,221.0,8.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,246.0,2022-09-01,KCR,0
0,6.0,49.3,44.0,21.0,17.0,15.0,51.0,7.0,4.0,200.0,7.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,220.0,2022-09-01,ATL,0
0,5.0,44.3,33.0,11.0,11.0,14.0,51.0,6.0,0.0,161.0,6.0,0.0,0.0,3.0,0.0,7.0,2.0,0.0,175.0,2022-08-31,HOU,0
0,6.0,52.6,35.0,15.0,13.0,25.0,51.0,6.0,0.0,194.0,8.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,221.0,2022-08-31,LAA,0
0,6.0,48.60000000000001,54.0,35.0,31.0,26.0,43.0,6.0,3.0,202.0,14.0,0.0,1.0,4.0,2.0,1.0,1.0,0.0,236.0,2022-08-31,SFN,0
0,6.0,48.5,57.0,36.0,31.0,13.0,52.0,6.0,2.0,204.0,12.0,4.0,0.0,4.0,1.0,1.0,3.0,1.0,224.0,2022-08-31,PHI,0
0,7.0,58.9,70.0,48.0,45.0,32.0,60.0,10.0,3.0,244.0,16.0,0.0,0.0,2.0,5.0,5.0,1.0,2.0,284.0,2022-09-01,BOS,0
0,6.0,54.2,48.0,27.0,25.0,18.0,42.0,10.0,4.0,211.0,8.0,0.0,0.0,6.0,1.0,4.0,1.0,0.0,234.0,2022-08-31,CIN,0
0,6.0,50.5,47.0,32.0,30.0,18.0,54.0,9.0,3.0,204.0,9.0,1.0,0.0,3.0,2.0,3.0,0.0,0.0,229.0,2022-09-01,CHA,0
0,6.0,51.900000000000006,31.0,18.0,16.0,13.0,61.0,10.0,0.0,186.0,2.0,0.0,1.0,3.0,3.0,3.0,1.0,0.0,204.0,2022-09-01,CLE,0
0,6.0,52.400000000000006,46.0,24.0,18.0,21.0,45.0,5.0,5.0,205.0,8.0,2.0,2.0,5.0,1.0,4.0,4.0,3.0,232.0,2022-09-01,OAK,0
0,6.0,48.8,37.0,18.0,16.0,16.0,56.0,6.0,4.0,186.0,9.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,206.0,2022-09-01,COL,0
0,6.0,50.2,59.0,38.0,37.0,20.0,44.0,15.0,1.0,211.0,6.0,1.0,0.0,8.0,1.0,3.0,0.0,0.0,233.0,2022-09-01,DET,0
0,6.0,51.9,39.0,15.0,15.0,17.0,51.0,1.0,5.0,194.0,8.0,0.0,1.0,3.0,2.0,4.0,0.0,2.0,218.0,2022-09-01,NYN,0
0,6.0,51.900000000000006,56.0,31.0,29.0,20.0,50.0,10.0,2.0,206.0,10.0,2.0,1.0,5.0,2.0,1.0,0.0,1.0,232.0,2022-09-02,WSN,0
0,6.0,49.3,39.0,18.0,14.0,15.0,55.0,7.0,3.0,195.0,6.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,214.0,2022-09-02,ATL,0
0,6.0,50.7,55.0,22.0,22.0,15.0,56.0,3.0,5.0,213.0,13.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,236.0,2022-09-02,MIN,0
0,7.0,59.5,66.0,36.0,36.0,23.0,60.0,3.0,1.0,243.0,12.0,1.0,0.0,9.0,2.0,1.0,1.0,1.0,269.0,2022-09-02,ARI,0
0,6.0,51.9,36.0,19.0,17.0,23.0,51.0,6.0,0.0,194.0,9.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,220.0,2022-09-02,LAA,0
0,6.0,53.5,59.0,20.0,19.0,15.0,46.0,6.0,0.0,219.0,5.0,0.0,3.0,9.0,0.0,1.0,1.0,1.0,235.0,2022-09-02,SLN,0
0,6.0,54.0,39.0,11.0,11.0,8.0,52.0,1.0,3.0,197.0,4.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,210.0,2022-09-02,SEA,0
0,6.0,46.800000000000004,61.0,45.0,40.0,22.0,53.0,4.0,3.0,207.0,13.0,5.0,0.0,2.0,2.0,0.0,3.0,2.0,237.0,2022-09-02,PHI,0
0,6.0,51.9,38.0,12.0,12.0,18.0,59.0,1.0,3.0,196.0,7.0,1.0,1.0,1.0,2.0,4.0,0.0,3.0,219.0,2022-09-02,NYN,0
0,6.0,50.5,56.0,35.0,33.0,19.0,44.0,13.0,2.0,212.0,6.0,1.0,0.0,7.0,1.0,1.0,0.0,0.0,234.0,2022-09-02,DET,0
0,6.0,49.3,76.0,47.0,46.0,33.0,52.0,6.0,1.0,223.0,19.0,0.0,1.0,6.0,4.0,0.0,1.0,0.0,262.0,2022-09-02,TEX,0
0,5.0,43.599999999999994,33.0,11.0,11.0,15.0,57.0,5.0,0.0,161.0,6.0,0.0,0.0,2.0,1.0,6.0,2.0,0.0,177.0,2022-09-02,HOU,0
0,6.0,49.5,53.0,31.0,27.0,21.0,60.0,4.0,7.0,209.0,9.0,0.0,0.0,3.0,1.0,6.0,1.0,1.0,238.0,2022-09-02,SDN,0
0,6.0,50.5,49.0,28.0,25.0,19.0,52.0,7.0,3.0,205.0,10.0,1.0,0.0,4.0,1.0,3.0,1.0,0.0,230.0,2022-09-02,CHA,0
0,6.0,47.7,47.0,27.0,23.0,10.0,46.0,8.0,3.0,196.0,5.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,210.0,2022-09-02,NYA,0
0,6.0,50.400000000000006,55.0,24.0,23.0,13.0,61.0,8.0,2.0,213.0,10.0,1.0,1.0,2.0,0.0,3.0,3.0,0.0,228.0,2022-09-02,TOR,0
0,6.0,46.800000000000004,61.0,34.0,33.0,21.0,51.0,13.0,4.0,207.0,4.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,234.0,2022-09-02,KCR,0
0,6.0,50.7,46.0,26.0,20.0,19.0,48.0,4.0,4.0,203.0,12.0,1.0,2.0,4.0,1.0,4.0,3.0,2.0,228.0,2022-09-02,OAK,0
0,7.0,59.6,45.0,22.0,20.0,22.0,58.0,7.0,4.0,222.0,9.0,1.0,0.0,3.0,1.0,4.0,2.0,1.0,249.0,2022-09-02,LAN,0
0,6.0,48.2,46.0,25.0,23.0,31.0,52.0,5.0,3.0,196.0,9.0,0.0,4.0,3.0,0.0,4.0,1.0,0.0,231.0,2022-09-02,PIT,0
0,6.0,49.599999999999994,50.0,27.0,23.0,24.0,44.0,3.0,1.0,201.0,14.0,0.0,1.0,5.0,1.0,1.0,1.0,0.0,230.0,2022-09-02,SFN,0
0,7.0,58.19999999999999,54.0,24.0,24.0,22.0,62.0,7.0,3.0,228.0,12.0,0.0,1.0,7.0,1.0,2.0,0.0,2.0,256.0,2022-09-02,MIL,0
0,6.0,47.6,59.0,39.0,37.0,25.0,30.0,12.0,3.0,209.0,9.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,238.0,2022-09-02,CHN,0
0,5.0,43.599999999999994,40.0,12.0,12.0,9.0,45.0,5.0,1.0,167.0,6.0,0.0,0.0,4.0,1.0,1.0,2.0,0.0,179.0,2022-09-02,TBA,0
0,7.0,58.900000000000006,67.0,41.0,38.0,33.0,56.0,7.0,1.0,242.0,15.0,0.0,0.0,1.0,4.0,5.0,1.0,2.0,280.0,2022-09-02,BOS,0
0,6.0,50.900000000000006,30.0,21.0,20.0,16.0,52.0,12.0,0.0,188.0,4.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,205.0,2022-09-02,CLE,0
0,6.0,47.99999999999999,38.0,14.0,14.0,16.0,58.0,7.0,2.0,185.0,8.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,203.0,2022-09-02,COL,0
0,6.0,54.2,46.0,26.0,24.0,19.0,44.0,10.0,4.0,207.0,8.0,0.0,0.0,6.0,1.0,3.0,1.0,0.0,231.0,2022-09-02,CIN,0
0,6.0,47.8,32.0,11.0,11.0,13.0,38.0,2.0,1.0,180.0,7.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,196.0,2022-09-02,BAL,0
0,6.0,54.3,62.0,29.0,25.0,17.0,57.0,11.0,3.0,221.0,12.0,0.0,1.0,5.0,0.0,5.0,1.0,1.0,241.0,2022-09-02,MIA,0
