,Date,Team,Opp,Home_Away,PA_Bat,AB_Bat,R_Bat,H_Bat,2B_Bat,3B_Bat,HR_Bat,RBI_Bat,BB_Bat,IBB_Bat,SO_Bat,HBP_Bat,SH_Bat,SF_Bat,GDP_Bat,SB_Bat,CS_Bat
0,"Jul 7, 2022",BAL,LAA,0,37,32,4,8,2,0,1,4,4,0,5,0,0,1,0,2,0
0,"Jul 7, 2022",SLN,ATL,1,45,39,3,8,2,0,0,3,4,1,19,0,0,2,0,1,0
0,"Jul 7, 2022",DET,CHA,1,36,32,2,5,0,0,1,2,4,0,9,0,0,0,0,1,0
0,"Jul 7, 2022",SFN,SDN,1,39,32,1,2,1,0,0,1,5,1,12,2,0,0,0,1,0
0,"Jul 7, 2022",LAN,CHN,0,32,30,5,7,2,0,4,5,0,0,6,2,0,0,0,0,0
0,"Jul 7, 2022",KCR,HOU,1,37,34,2,8,0,0,0,2,2,0,13,0,0,1,0,0,0
0,"Jul 7, 2022",TOR,SEA,1,37,35,3,10,1,0,0,2,0,0,1,2,0,0,1,0,0
0,"Jul 7, 2022",COL,ARI,1,37,36,4,10,5,0,0,4,1,1,6,0,0,0,1,1,0
0,"Jul 7, 2022",BOS,NYA,0,35,31,5,5,1,0,2,5,4,0,11,0,0,0,1,0,0
0,"Jul 7, 2022",NYA,BOS,1,39,34,6,7,1,1,2,6,5,0,7,0,0,0,0,1,0
0,"Jul 7, 2022",PHI,WSN,0,35,31,5,8,3,1,1,5,3,0,10,0,0,1,0,0,0
0,"Jul 7, 2022",PIT,CIN,1,71,64,5,12,5,0,1,5,5,1,23,2,0,0,0,1,2
0,"Jul 7, 2022",SEA,TOR,0,34,32,8,10,1,0,3,8,2,0,7,0,0,0,1,0,0
0,"Jul 7, 2022",CHN,LAN,1,33,32,3,6,1,0,1,3,1,0,7,0,0,0,0,0,1
0,"Jul 7, 2022",LAA,BAL,1,35,32,1,6,2,0,0,1,2,0,8,0,0,1,0,1,0
0,"Jul 8, 2022",SDN,SFN,0,40,33,6,9,1,0,1,6,7,0,8,0,0,0,0,0,0
0,"Jul 8, 2022",CHA,DET,0,40,37,5,11,2,0,1,5,2,0,11,1,0,0,0,0,0
0,"Jul 8, 2022",ATL,WSN,0,42,38,12,15,3,0,4,12,4,0,5,0,0,0,1,1,0
0,"Jul 8, 2022",MIL,PIT,0,35,29,4,9,0,1,1,4,6,0,10,0,0,0,2,2,1
0,"Jul 8, 2022",MIA,NYN,1,37,34,5,10,4,0,1,5,1,0,3,0,1,1,1,1,0
0,"Jul 8, 2022",ARI,COL,0,38,32,5,9,1,0,2,5,5,0,8,0,1,0,2,1,1
0,"Jul 8, 2022",OAK,HOU,0,32,30,3,4,1,0,1,3,1,0,4,0,0,1,1,0,0
0,"Jul 8, 2022",CIN,TBA,0,35,29,2,4,1,0,1,1,4,0,12,1,1,0,2,0,0
0,"Jul 8, 2022",NYN,MIA,0,39,32,2,5,3,0,2,2,5,0,9,2,0,0,1,0,0
0,"Jul 8, 2022",HOU,OAK,1,44,41,8,14,5,0,2,8,3,0,13,0,0,0,1,0,0
0,"Jul 8, 2022",BAL,LAA,0,38,36,5,10,2,0,0,5,2,0,13,0,0,0,0,1,0
0,"Jul 8, 2022",SLN,PHI,0,34,33,0,6,0,0,0,0,1,0,5,0,0,0,0,0,0
0,"Jul 8, 2022",TBA,CIN,1,38,34,1,5,1,0,0,1,4,0,11,0,0,0,0,1,0
0,"Jul 8, 2022",MIN,TEX,1,41,39,5,11,3,0,2,5,1,0,9,1,0,0,1,0,0
0,"Jul 8, 2022",BOS,NYA,0,44,40,5,13,2,0,2,5,3,0,14,1,0,0,0,0,0
0,"Jul 8, 2022",DET,CHA,1,38,35,7,8,1,0,1,6,3,0,11,0,0,0,1,1,0
0,"Jul 8, 2022",SFN,SDN,1,36,32,3,5,0,0,2,3,4,0,14,0,0,0,1,0,0
0,"Jul 8, 2022",WSN,ATL,1,33,30,2,5,1,0,1,2,3,0,7,0,0,0,1,0,0
0,"Jul 8, 2022",LAN,CHN,0,40,33,4,6,1,1,1,3,5,1,11,1,0,1,0,1,0
0,"Jul 8, 2022",KCR,CLE,0,35,35,4,10,1,0,1,4,0,0,7,0,0,0,0,1,0
0,"Jul 8, 2022",TOR,SEA,1,46,43,2,12,2,0,0,2,3,0,12,0,0,0,1,4,0
0,"Jul 8, 2022",COL,ARI,1,40,35,6,9,4,0,2,6,4,0,9,1,0,0,1,0,1
0,"Jul 8, 2022",PHI,SLN,1,31,31,2,5,0,0,2,2,0,0,3,0,0,0,1,0,0
0,"Jul 8, 2022",CHN,LAN,1,35,34,3,5,1,0,1,3,0,0,5,0,1,0,0,0,0
0,"Jul 8, 2022",TEX,MIN,0,35,30,6,8,0,1,1,6,3,0,7,1,0,1,1,0,0
0,"Jul 8, 2022",NYA,BOS,1,49,40,12,14,4,1,2,11,7,0,8,1,1,0,0,4,0
0,"Jul 8, 2022",PIT,MIL,1,36,32,3,6,1,0,1,3,4,0,8,0,0,0,0,0,0
0,"Jul 8, 2022",SEA,TOR,0,41,37,5,9,3,0,1,5,4,2,11,0,0,0,0,0,0
0,"Jul 8, 2022",CLE,KCR,1,37,33,3,9,2,0,1,3,1,0,6,2,1,0,1,0,0
0,"Jul 8, 2022",LAA,BAL,1,40,38,4,12,0,0,2,4,2,0,9,0,0,0,0,2,1
0,"Jul 9, 2022",SDN,SFN,0,32,30,1,3,0,0,0,1,2,0,12,0,0,0,1,0,0
0,"Jul 9, 2022",CHA,DET,0,38,35,8,11,4,0,1,7,2,0,5,1,0,0,0,0,0
0,"Jul 9, 2022",ATL,WSN,0,32,30,4,9,0,0,1,3,2,0,6,0,0,0,2,0,1
0,"Jul 9, 2022",MIL,PIT,0,39,35,3,9,2,0,1,2,3,0,9,1,0,0,1,0,0
0,"Jul 9, 2022",WSN,ATL,1,39,37,3,12,2,0,2,3,2,0,8,0,0,0,2,0,0
0,"Jul 9, 2022",MIA,NYN,1,39,36,4,10,3,0,1,2,2,0,8,0,0,0,2,2,0
0,"Jul 9, 2022",ARI,COL,0,39,34,9,12,3,0,1,9,4,0,6,0,0,1,0,0,1
0,"Jul 9, 2022",OAK,HOU,0,30,27,3,4,1,0,0,1,2,0,3,1,0,0,1,0,0
0,"Jul 9, 2022",NYN,MIA,0,37,33,5,5,2,0,2,4,3,0,9,0,1,0,0,0,1
0,"Jul 9, 2022",HOU,OAK,1,35,31,2,5,1,0,0,2,2,0,5,1,1,0,1,0,0
0,"Jul 9, 2022",SLN,PHI,0,33,30,0,2,1,0,0,0,3,1,7,0,0,0,0,1,0
0,"Jul 9, 2022",TBA,CIN,1,42,35,4,8,3,0,0,4,7,0,10,0,0,0,3,1,0
0,"Jul 9, 2022",MIN,TEX,1,39,35,7,9,3,0,2,7,3,0,6,1,0,0,1,0,0
0,"Jul 9, 2022",DET,CHA,1,31,31,0,6,1,0,0,0,0,0,6,0,0,0,2,0,0
0,"Jul 9, 2022",LAN,CHN,0,35,34,4,10,1,0,1,4,1,0,5,0,0,0,0,0,1
0,"Jul 9, 2022",SFN,SDN,1,38,33,3,7,2,0,1,3,3,0,7,1,0,1,0,1,0
0,"Jul 9, 2022",KCR,CLE,0,37,31,1,7,0,0,0,1,6,0,7,0,0,0,3,0,0
0,"Jul 9, 2022",TOR,SEA,1,34,31,1,5,0,0,1,1,3,1,10,0,0,0,0,0,1
0,"Jul 9, 2022",COL,ARI,1,36,34,2,7,3,0,1,2,2,0,9,0,0,0,0,0,0
0,"Jul 9, 2022",BOS,NYA,0,41,39,6,10,1,0,1,6,2,0,7,0,0,0,0,0,0
0,"Jul 9, 2022",PHI,SLN,1,35,30,1,5,1,0,0,1,4,0,8,0,0,1,0,0,0
0,"Jul 9, 2022",TEX,MIN,0,40,33,9,12,1,1,3,9,6,1,7,0,1,0,1,0,1
0,"Jul 9, 2022",NYA,BOS,1,40,37,5,10,3,0,1,5,3,0,12,0,0,0,0,0,2
0,"Jul 9, 2022",PIT,MIL,1,36,32,4,5,2,0,1,3,4,0,15,0,0,0,0,0,0
0,"Jul 9, 2022",CLE,KCR,1,54,48,13,23,6,0,3,13,5,0,11,1,0,0,2,0,0
0,"Jul 9, 2022",CHN,LAN,1,33,31,2,5,2,0,0,1,1,0,12,0,0,1,1,1,0
0,"Jul 9, 2022",SEA,TOR,0,30,26,2,3,1,0,1,2,4,0,8,0,0,0,1,0,0
0,"Jul 9, 2022",CIN,TBA,0,45,40,5,13,2,0,0,4,3,0,13,2,0,0,0,0,0
0,"Jul 9, 2022",BAL,LAA,0,31,28,1,5,0,0,0,1,3,0,12,0,0,0,1,0,0
0,"Jul 9, 2022",LAA,BAL,1,35,29,0,5,1,0,0,0,3,0,12,2,1,0,1,2,0
0,"Jul 10, 2022",SDN,SFN,0,34,32,0,6,1,0,0,0,2,0,12,0,0,0,0,0,0
0,"Jul 10, 2022",CHA,DET,0,34,32,4,7,0,0,1,4,2,1,4,0,0,0,0,0,0
0,"Jul 10, 2022",ATL,WSN,0,49,43,4,12,1,0,1,4,5,1,10,0,0,1,0,1,0
0,"Jul 10, 2022",MIL,PIT,0,39,35,6,9,3,0,1,6,3,0,11,0,0,1,0,1,0
0,"Jul 10, 2022",WSN,ATL,1,45,38,3,5,0,0,1,3,6,1,9,0,1,0,2,1,0
0,"Jul 10, 2022",MIA,NYN,1,36,34,2,6,0,0,0,1,1,0,12,1,0,0,2,2,0
0,"Jul 10, 2022",LAN,CHN,0,45,37,11,14,3,0,1,9,7,0,8,0,0,1,1,1,0
0,"Jul 10, 2022",ARI,COL,0,33,31,2,4,0,0,1,2,2,0,8,0,0,0,0,0,0
0,"Jul 10, 2022",OAK,HOU,0,32,31,1,5,1,0,1,1,1,0,10,0,0,0,0,1,0
0,"Jul 10, 2022",CIN,TBA,0,40,39,10,14,3,1,3,9,0,0,8,1,0,0,0,0,0
0,"Jul 10, 2022",NYN,MIA,0,39,37,0,7,0,0,0,0,2,0,6,0,0,0,2,0,0
0,"Jul 10, 2022",HOU,OAK,1,38,34,6,9,4,0,1,6,3,0,4,0,0,1,1,1,0
0,"Jul 10, 2022",TBA,CIN,1,41,38,5,12,2,0,3,5,1,0,14,2,0,0,0,0,0
0,"Jul 10, 2022",SLN,PHI,0,38,30,4,8,1,0,1,4,6,0,5,1,0,1,1,1,0
0,"Jul 10, 2022",MIN,TEX,1,40,33,6,10,1,0,2,5,6,0,7,1,0,0,3,0,1
0,"Jul 10, 2022",DET,CHA,1,34,30,2,5,1,0,1,2,3,0,8,1,0,0,1,0,1
0,"Jul 10, 2022",SFN,SDN,1,48,44,12,17,2,1,3,12,4,0,10,0,0,0,0,0,0
0,"Jul 10, 2022",KCR,CLE,0,37,35,5,11,3,0,0,5,2,0,9,0,0,0,0,1,0
0,"Jul 10, 2022",TOR,SEA,1,37,37,5,10,2,0,3,5,0,0,10,0,0,0,0,0,0
0,"Jul 10, 2022",COL,ARI,1,36,35,3,6,2,0,0,3,1,0,3,0,0,0,0,0,0
0,"Jul 10, 2022",BOS,NYA,0,41,35,11,11,2,0,3,10,4,0,7,0,1,1,0,0,0
0,"Jul 10, 2022",PHI,SLN,1,37,36,3,11,1,0,1,3,1,0,7,0,0,0,2,1,0
0,"Jul 10, 2022",CHN,LAN,1,41,33,9,8,3,0,3,9,4,0,10,3,1,0,1,1,0
0,"Jul 10, 2022",TEX,MIN,0,37,33,5,8,2,0,1,5,3,0,6,0,0,1,0,0,1
0,"Jul 10, 2022",NYA,BOS,1,38,36,6,11,1,0,2,6,2,0,8,0,0,0,2,0,0
0,"Jul 10, 2022",PIT,MIL,1,42,39,8,13,3,0,4,7,3,0,13,0,0,0,0,0,1
0,"Jul 10, 2022",CLE,KCR,1,35,32,1,5,1,0,0,0,3,0,9,0,0,0,0,1,0
0,"Jul 10, 2022",SEA,TOR,0,34,30,6,7,0,0,2,5,2,0,6,1,0,1,1,1,0
0,"Jul 10, 2022",LAA,BAL,1,36,34,5,8,0,0,2,5,2,0,10,0,0,0,1,0,0
0,"Jul 10, 2022",BAL,LAA,0,38,34,9,11,3,1,0,7,3,0,4,1,0,0,1,0,0
0,"Jul 11, 2022",SDN,COL,1,41,35,6,10,1,0,3,6,5,0,6,0,0,1,1,0,0
0,"Jul 11, 2022",CHA,CLE,1,34,33,4,8,1,0,1,4,1,0,6,0,0,0,2,1,0
0,"Jul 11, 2022",ATL,NYN,0,32,32,1,5,2,0,1,1,0,0,13,0,0,0,0,0,0
0,"Jul 11, 2022",MIA,PIT,0,35,31,1,5,1,0,0,1,2,0,9,1,0,0,1,0,0
0,"Jul 11, 2022",ARI,SFN,1,42,35,4,10,2,0,0,4,7,1,6,0,0,0,1,1,0
0,"Jul 11, 2022",OAK,TEX,1,42,39,8,12,1,0,3,8,1,0,5,2,0,0,1,0,0
0,"Jul 11, 2022",NYN,ATL,1,41,34,4,9,3,0,1,4,6,0,8,1,0,0,2,0,0
0,"Jul 11, 2022",TBA,BOS,0,41,35,10,14,3,0,0,10,3,0,7,2,0,1,2,0,1
0,"Jul 11, 2022",DET,KCR,1,71,69,4,15,3,0,0,3,2,0,14,0,0,0,1,1,0
0,"Jul 11, 2022",SFN,ARI,0,38,34,3,8,3,0,0,3,4,0,5,0,0,0,1,1,0
0,"Jul 11, 2022",KCR,DET,0,74,66,10,20,4,0,1,8,6,0,9,0,1,1,1,3,1
0,"Jul 11, 2022",COL,SDN,0,39,36,5,10,4,1,1,5,2,0,9,0,0,1,0,1,0
0,"Jul 11, 2022",BOS,TBA,1,38,35,5,9,4,0,0,5,3,0,10,0,0,0,0,3,0
0,"Jul 11, 2022",PHI,SLN,1,32,32,1,8,0,0,1,1,0,0,7,0,0,0,2,0,0
0,"Jul 11, 2022",TEX,OAK,0,40,33,10,9,3,0,2,8,6,0,7,0,0,1,0,1,0
0,"Jul 11, 2022",CLE,CHA,0,39,34,8,12,1,0,0,8,2,0,6,3,0,0,1,1,1
0,"Jul 11, 2022",SLN,PHI,0,33,33,6,9,2,0,2,6,0,0,9,0,0,0,0,0,0
0,"Jul 11, 2022",PIT,MIA,1,41,37,5,11,4,0,1,5,4,0,10,0,0,0,1,2,0
0,"Jul 12, 2022",CHA,CLE,1,71,66,8,12,0,0,3,7,3,0,16,2,0,0,2,0,0
0,"Jul 12, 2022",ATL,NYN,0,33,29,4,5,0,0,2,4,4,0,13,0,0,0,0,0,0
0,"Jul 12, 2022",MIL,MIN,1,35,33,6,7,0,0,2,6,2,0,7,0,0,0,0,1,1
0,"Jul 12, 2022",MIA,PIT,0,32,31,2,5,1,0,0,2,0,0,7,0,0,1,0,2,0
0,"Jul 12, 2022",LAN,SLN,1,43,36,6,10,2,0,2,6,6,0,7,0,0,0,1,0,0
0,"Jul 12, 2022",ARI,SFN,1,37,35,0,8,3,0,0,0,2,0,10,0,0,0,0,0,0
0,"Jul 12, 2022",SDN,COL,1,39,35,3,10,2,0,0,3,3,0,5,1,0,0,0,0,1
0,"Jul 12, 2022",OAK,TEX,1,54,47,14,13,3,0,1,13,6,1,10,0,0,1,0,1,1
0,"Jul 12, 2022",NYN,ATL,1,36,32,1,5,1,1,0,1,4,1,13,0,0,0,0,0,0
0,"Jul 12, 2022",HOU,LAA,1,43,36,6,8,2,0,1,5,7,1,9,0,0,0,0,2,0
0,"Jul 12, 2022",TBA,BOS,0,33,30,3,6,1,0,0,1,3,0,9,0,0,0,0,0,0
0,"Jul 12, 2022",SLN,LAN,0,39,36,7,13,3,0,2,6,3,0,5,0,0,0,1,0,0
0,"Jul 12, 2022",MIN,MIL,0,37,32,3,6,1,0,1,3,3,0,6,2,0,0,1,0,0
0,"Jul 12, 2022",DET,KCR,1,43,39,7,11,4,0,0,5,3,0,6,0,0,1,1,2,0
0,"Jul 12, 2022",SFN,ARI,0,41,38,13,14,3,1,4,12,3,0,10,0,0,0,0,0,0
0,"Jul 12, 2022",KCR,DET,0,39,34,5,9,4,1,0,5,2,0,8,2,0,1,1,0,0
0,"Jul 12, 2022",TOR,PHI,0,35,33,4,14,4,0,0,4,2,0,9,0,0,0,1,1,1
0,"Jul 12, 2022",COL,SDN,0,34,31,5,7,1,1,1,5,1,0,5,2,0,0,1,0,0
0,"Jul 12, 2022",BOS,TBA,1,34,30,2,6,1,1,0,2,3,0,11,0,1,0,1,0,0
0,"Jul 12, 2022",CHN,BAL,0,33,32,2,7,1,0,1,2,1,0,6,0,0,0,1,2,0
0,"Jul 12, 2022",TEX,OAK,0,49,45,7,9,4,0,2,7,4,2,15,0,0,0,0,2,0
0,"Jul 12, 2022",CLE,CHA,0,70,64,4,16,3,0,0,4,6,1,18,0,0,0,1,1,0
0,"Jul 12, 2022",PHI,TOR,1,35,35,3,7,0,0,1,3,0,0,14,0,0,0,0,1,0
0,"Jul 12, 2022",PIT,MIA,1,33,32,3,7,0,1,1,3,1,0,6,0,0,0,2,0,0
0,"Jul 12, 2022",NYA,CIN,0,38,33,3,9,2,0,0,3,5,0,6,0,0,0,2,0,0
0,"Jul 12, 2022",CIN,NYA,1,38,34,4,7,2,0,0,4,2,0,13,2,0,0,0,1,0
0,"Jul 12, 2022",LAA,HOU,0,38,31,5,2,0,0,0,4,6,0,12,1,0,0,0,1,0
0,"Jul 12, 2022",BAL,CHN,1,40,34,4,8,0,0,2,4,5,1,5,1,0,0,2,3,0
0,"Jul 13, 2022",SDN,COL,1,43,35,6,11,1,1,1,6,8,0,5,0,0,0,2,0,0
0,"Jul 13, 2022",CHA,CLE,1,36,34,2,8,3,0,0,2,2,0,9,0,0,0,0,0,0
0,"Jul 13, 2022",ATL,NYN,0,36,34,3,8,1,0,3,3,2,0,13,0,0,0,0,1,1
0,"Jul 13, 2022",MIL,MIN,1,34,29,1,4,1,0,1,1,4,0,7,0,1,0,1,0,0
0,"Jul 13, 2022",LAA,HOU,0,42,36,7,12,0,1,0,7,6,0,17,0,0,0,0,1,0
0,"Jul 13, 2022",WSN,SEA,0,74,64,5,16,3,0,2,5,8,1,9,1,0,1,3,0,1
0,"Jul 13, 2022",MIA,PIT,0,41,34,5,7,1,0,0,4,4,1,11,3,0,0,1,0,0
0,"Jul 13, 2022",LAN,SLN,1,46,37,7,12,3,0,1,7,6,0,11,2,0,1,0,0,0
0,"Jul 13, 2022",ARI,SFN,1,38,33,3,8,2,1,1,3,5,0,6,0,0,0,1,0,1
0,"Jul 13, 2022",OAK,TEX,1,32,31,2,4,1,0,2,2,1,0,12,0,0,0,0,0,0
0,"Jul 13, 2022",NYN,ATL,1,39,36,7,8,1,0,3,6,3,0,10,0,0,0,0,0,0
0,"Jul 13, 2022",HOU,LAA,1,34,31,1,4,1,0,0,1,3,0,15,0,0,0,0,2,1
0,"Jul 13, 2022",TBA,BOS,0,34,29,4,5,0,0,1,4,5,0,6,0,0,0,0,0,0
0,"Jul 13, 2022",SLN,LAN,0,38,36,6,9,3,0,1,6,2,0,9,0,0,0,0,0,0
0,"Jul 13, 2022",MIN,MIL,0,41,34,4,10,1,0,1,4,6,1,9,1,0,0,0,0,0
0,"Jul 13, 2022",DET,KCR,1,39,31,2,8,2,0,0,2,6,0,10,1,0,1,2,0,1
0,"Jul 13, 2022",SFN,ARI,0,35,30,4,9,3,0,2,4,3,0,8,1,0,1,3,0,0
0,"Jul 13, 2022",KCR,DET,0,34,33,5,8,1,1,0,4,0,0,6,0,0,1,0,0,0
0,"Jul 13, 2022",TOR,PHI,0,35,32,8,11,0,0,3,8,2,0,7,0,0,1,2,2,0
0,"Jul 13, 2022",COL,SDN,0,44,41,10,18,4,0,1,9,1,0,7,1,0,1,1,1,0
0,"Jul 13, 2022",BOS,TBA,1,30,30,1,5,2,0,0,0,0,0,8,0,0,0,1,1,0
0,"Jul 13, 2022",TEX,OAK,0,32,27,5,4,0,0,0,5,5,0,5,0,0,0,0,3,0
0,"Jul 13, 2022",NYA,CIN,0,39,35,7,6,2,0,1,6,4,1,16,0,0,0,0,1,0
0,"Jul 13, 2022",PHI,TOR,1,30,30,2,2,1,0,1,2,0,0,9,0,0,0,0,0,0
0,"Jul 13, 2022",PIT,MIA,1,39,32,4,6,1,0,0,4,7,0,9,0,0,0,1,1,1
0,"Jul 13, 2022",CHN,BAL,0,36,32,1,6,1,1,0,1,3,0,10,0,0,1,0,0,0
0,"Jul 13, 2022",SEA,WSN,1,73,65,8,15,1,0,5,8,6,0,18,1,0,1,3,1,0
0,"Jul 13, 2022",CIN,NYA,1,43,37,6,10,2,0,3,6,5,0,11,0,0,1,1,0,1
0,"Jul 13, 2022",CLE,CHA,0,33,32,1,5,2,0,0,0,1,0,9,0,0,0,0,0,0
0,"Jul 13, 2022",BAL,CHN,1,42,38,7,12,4,0,0,5,3,0,8,1,0,0,0,0,0
0,"Jul 14, 2022",CHA,MIN,1,49,44,12,17,2,0,3,12,3,0,5,1,0,1,0,0,0
0,"Jul 14, 2022",ATL,WSN,1,33,31,5,6,0,0,3,5,2,0,8,0,0,0,2,1,0
0,"Jul 14, 2022",MIL,SFN,1,46,41,3,13,1,0,0,3,4,0,11,0,0,1,1,2,0
0,"Jul 14, 2022",LAA,HOU,0,45,38,2,8,0,0,0,1,5,1,13,1,1,0,0,1,0
0,"Jul 14, 2022",MIA,PIT,0,41,36,3,9,1,1,0,3,5,0,4,0,0,0,2,1,1
0,"Jul 14, 2022",SDN,COL,1,37,32,5,8,2,0,1,5,3,0,7,0,0,2,0,2,0
0,"Jul 14, 2022",NYN,CHN,1,44,38,8,12,3,0,2,8,5,0,7,1,0,0,1,0,0
0,"Jul 14, 2022",HOU,LAA,1,40,34,3,7,0,0,0,3,4,0,10,2,0,0,2,0,1
0,"Jul 14, 2022",TBA,BOS,0,33,31,5,9,5,0,0,5,0,0,9,1,1,0,0,0,0
0,"Jul 14, 2022",SLN,LAN,0,33,30,0,5,2,0,0,0,3,0,7,0,0,0,1,0,0
0,"Jul 14, 2022",MIN,CHA,0,39,37,2,11,1,1,1,2,2,0,8,0,0,0,0,0,0
0,"Jul 14, 2022",DET,CLE,1,32,32,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0
0,"Jul 14, 2022",SFN,MIL,0,37,33,2,4,1,0,0,1,3,0,13,1,0,0,1,2,0
0,"Jul 14, 2022",WSN,ATL,0,38,37,4,11,1,0,2,4,1,0,7,0,0,0,0,2,0
0,"Jul 14, 2022",LAN,SLN,1,36,31,4,8,3,0,1,4,2,0,3,3,0,0,1,0,1
0,"Jul 14, 2022",TOR,KCR,0,35,32,1,7,1,0,1,1,3,0,7,0,0,0,2,1,0
0,"Jul 14, 2022",BOS,TBA,1,36,34,4,7,3,0,1,3,2,0,10,0,0,0,0,1,0
0,"Jul 14, 2022",CHN,NYN,0,35,33,0,8,0,0,0,0,2,0,10,0,0,0,2,0,0
0,"Jul 14, 2022",COL,SDN,0,41,31,8,9,4,0,0,8,9,0,10,0,0,1,1,2,0
0,"Jul 14, 2022",TEX,SEA,0,39,35,5,12,4,0,0,5,3,1,8,0,0,1,2,0,1
0,"Jul 14, 2022",CLE,DET,0,38,33,4,10,3,0,2,4,5,1,5,0,0,0,1,0,0
0,"Jul 14, 2022",NYA,CIN,0,46,36,6,6,1,0,3,6,8,0,11,2,0,0,0,2,0
0,"Jul 14, 2022",PIT,MIA,1,45,37,2,6,2,1,0,1,6,1,16,2,0,0,0,1,2
0,"Jul 14, 2022",CIN,NYA,1,44,40,7,11,2,0,0,7,1,0,7,2,0,1,0,0,0
0,"Jul 14, 2022",KCR,TOR,1,36,33,3,12,1,0,2,3,2,0,8,0,1,0,0,1,2
0,"Jul 14, 2022",SEA,TEX,1,44,38,6,11,1,0,1,6,5,0,15,1,0,0,0,0,0
0,"Jul 15, 2022",SDN,ARI,0,35,31,5,8,1,0,0,4,4,0,4,0,0,0,1,1,0
0,"Jul 15, 2022",CHA,MIN,1,38,35,6,8,1,0,2,6,3,0,9,0,0,0,0,0,0
0,"Jul 15, 2022",ATL,WSN,1,42,40,8,12,1,0,3,8,2,0,12,0,0,0,0,1,0
0,"Jul 15, 2022",MIL,SFN,1,43,35,5,6,1,0,0,4,6,0,13,2,0,0,0,0,0
0,"Jul 15, 2022",LAA,LAN,0,29,29,1,2,1,0,1,1,0,0,7,0,0,0,0,0,0
0,"Jul 15, 2022",WSN,ATL,0,41,34,4,8,3,0,0,3,6,0,9,1,0,0,1,0,0
0,"Jul 15, 2022",MIA,PHI,0,35,30,1,4,2,0,0,1,4,0,10,0,0,1,0,2,0
0,"Jul 15, 2022",LAN,LAA,1,45,38,9,13,1,2,0,9,6,0,7,0,0,1,0,0,0
0,"Jul 15, 2022",ARI,SDN,1,35,33,3,6,0,0,2,3,2,0,10,0,0,0,0,0,0
0,"Jul 15, 2022",OAK,HOU,1,36,36,5,9,3,0,1,5,0,0,9,0,0,0,0,0,0
0,"Jul 15, 2022",SLN,CIN,0,37,27,7,8,2,0,1,7,8,0,9,0,0,2,2,0,0
0,"Jul 15, 2022",TBA,BAL,0,34,32,5,8,5,0,1,5,2,0,8,0,0,0,0,0,0
0,"Jul 15, 2022",MIN,CHA,0,36,32,2,7,1,0,0,2,4,0,5,0,0,0,2,0,0
0,"Jul 15, 2022",DET,CLE,1,37,36,5,8,3,0,1,5,0,0,7,1,0,0,1,0,0
0,"Jul 15, 2022",SFN,MIL,0,42,35,8,11,0,1,3,8,5,0,5,2,0,0,1,1,0
0,"Jul 15, 2022",TOR,KCR,0,40,39,8,16,3,0,2,8,1,0,5,0,0,0,1,0,0
0,"Jul 15, 2022",COL,PIT,0,42,37,13,17,4,0,2,13,4,0,5,0,0,1,2,1,0
0,"Jul 15, 2022",BOS,NYA,1,43,41,5,9,1,0,3,4,2,1,11,0,0,0,1,0,0
0,"Jul 15, 2022",HOU,OAK,0,33,29,1,4,1,0,0,1,3,0,8,0,0,1,1,0,0
0,"Jul 15, 2022",TEX,SEA,0,33,33,3,6,1,0,2,3,0,0,17,0,0,0,0,1,0
0,"Jul 15, 2022",CLE,DET,0,36,28,6,9,1,1,0,6,5,1,5,1,1,1,3,0,0
0,"Jul 15, 2022",NYA,BOS,0,44,39,4,9,2,0,1,3,4,2,10,1,0,0,4,0,0
0,"Jul 15, 2022",PHI,MIA,1,33,30,2,5,2,0,0,2,3,0,14,0,0,0,1,2,0
0,"Jul 15, 2022",PIT,COL,1,33,32,2,6,3,0,0,2,0,0,4,0,0,1,0,0,0
0,"Jul 15, 2022",CIN,SLN,1,38,35,3,10,1,0,0,3,3,0,10,0,0,0,1,0,0
0,"Jul 15, 2022",KCR,TOR,1,34,32,1,5,1,0,0,1,0,0,10,2,0,0,0,1,0
0,"Jul 15, 2022",SEA,TEX,1,42,35,8,10,2,0,1,7,6,0,13,0,0,1,1,0,0
0,"Jul 15, 2022",BAL,TBA,1,39,37,4,10,2,0,3,4,1,0,6,1,0,0,0,0,0
0,"Jul 16, 2022",CHA,MIN,1,37,35,3,9,2,0,0,3,2,0,7,0,0,0,1,0,0
0,"Jul 16, 2022",MIL,SFN,1,32,30,1,5,1,0,0,1,1,0,7,0,0,1,0,1,1
0,"Jul 16, 2022",LAA,LAN,0,35,35,1,7,0,0,1,1,0,0,10,0,0,0,0,0,0
0,"Jul 16, 2022",MIA,PHI,0,31,31,0,5,1,0,0,0,0,0,9,0,0,0,1,0,0
0,"Jul 16, 2022",LAN,LAA,1,37,33,7,7,1,0,4,7,4,0,11,0,0,0,0,0,0
0,"Jul 16, 2022",SDN,ARI,0,34,32,4,8,3,0,1,4,1,0,4,1,0,0,0,1,0
0,"Jul 16, 2022",OAK,HOU,1,34,33,0,7,1,0,0,0,1,0,16,0,0,0,1,1,0
0,"Jul 16, 2022",NYN,CHN,1,84,72,6,11,2,0,1,5,9,1,25,2,0,1,2,1,1
