,Date,Team,Opp,Home_Away,PA_Bat,AB_Bat,R_Bat,H_Bat,2B_Bat,3B_Bat,HR_Bat,RBI_Bat,BB_Bat,IBB_Bat,SO_Bat,HBP_Bat,SH_Bat,SF_Bat,GDP_Bat,SB_Bat,CS_Bat
0,"May 20, 2022",WSN,MIL,1,33,32,0,6,1,1,0,0,0,0,8,1,0,0,0,0,0
0,"May 20, 2022",MIA,ATL,0,39,36,3,10,4,0,1,3,1,0,9,2,0,0,1,0,0
0,"May 20, 2022",LAN,PHI,1,41,33,4,9,2,0,0,4,7,0,9,0,0,1,2,2,0
0,"May 20, 2022",SDN,SFN,1,42,40,8,11,3,0,1,7,1,0,6,1,0,0,1,3,0
0,"May 20, 2022",HOU,TEX,0,32,30,0,8,0,0,0,0,1,0,5,0,1,0,3,0,0
0,"May 20, 2022",OAK,LAA,1,38,34,4,8,2,0,2,4,2,0,10,1,0,1,0,1,1
0,"May 20, 2022",SLN,PIT,1,40,37,5,10,0,0,0,4,3,0,3,0,0,0,0,0,0
0,"May 20, 2022",TBA,BAL,1,51,48,6,10,2,0,1,6,3,1,9,0,0,0,0,0,0
0,"May 20, 2022",MIN,KCR,1,41,33,6,7,2,0,0,6,6,0,6,0,0,2,0,0,1
0,"May 20, 2022",BOS,SEA,0,34,32,7,8,1,0,2,7,2,0,9,0,0,0,0,1,0
0,"May 20, 2022",DET,CLE,1,31,29,1,3,1,0,0,1,1,0,7,0,0,1,0,1,0
0,"May 20, 2022",SFN,SDN,0,45,39,7,10,2,0,2,7,5,0,9,0,0,1,0,0,0
0,"May 20, 2022",BAL,TBA,0,53,47,8,11,2,0,1,6,4,1,11,1,1,0,1,0,0
0,"May 20, 2022",KCR,MIN,0,38,34,4,11,1,1,2,4,2,0,5,0,0,2,1,1,0
0,"May 20, 2022",TOR,CIN,0,33,32,2,9,4,0,0,2,0,0,6,1,0,0,1,0,1
0,"May 20, 2022",PHI,LAN,0,35,34,1,7,3,0,0,1,1,0,10,0,0,0,0,0,0
0,"May 20, 2022",TEX,HOU,1,34,31,3,5,1,0,1,2,3,0,11,0,0,0,1,0,0
0,"May 20, 2022",PIT,SLN,0,36,33,3,7,0,0,1,3,3,0,8,0,0,0,1,1,1
0,"May 20, 2022",CLE,DET,0,32,31,6,10,3,1,1,6,0,0,8,0,0,1,1,0,1
0,"May 20, 2022",CHN,ARI,0,40,34,6,8,1,0,4,6,5,0,9,0,0,1,0,0,0
0,"May 20, 2022",SEA,BOS,1,36,32,3,5,2,0,1,3,4,0,9,0,0,0,1,0,0
0,"May 20, 2022",LAA,OAK,0,36,33,2,6,3,0,0,2,3,0,13,0,0,0,0,1,0
0,"May 20, 2022",CIN,TOR,1,35,34,1,8,5,0,0,1,0,0,7,1,0,0,1,1,0
0,"May 20, 2022",ARI,CHN,1,42,37,10,12,1,0,7,10,4,0,7,0,1,0,0,0,0
0,"May 20, 2022",MIL,WSN,0,37,31,7,9,2,0,2,7,6,0,5,0,0,0,0,0,0
0,"May 21, 2022",CHA,NYA,1,41,39,5,11,4,0,1,5,1,0,14,1,0,0,0,0,0
0,"May 21, 2022",ATL,MIA,1,38,34,4,9,1,0,2,4,4,1,7,0,0,0,0,2,1
0,"May 21, 2022",WSN,MIL,1,36,33,1,9,0,0,1,1,2,0,7,0,0,0,2,0,1
0,"May 21, 2022",MIA,ATL,0,39,34,3,8,2,1,0,3,5,0,12,0,0,0,0,0,0
0,"May 21, 2022",SDN,SFN,1,40,32,2,6,1,0,1,2,6,0,10,1,1,0,0,2,1
0,"May 21, 2022",OAK,LAA,1,37,33,3,7,2,0,0,2,3,0,8,1,0,0,1,0,0
0,"May 21, 2022",NYN,COL,1,78,73,8,21,4,0,1,8,4,0,13,0,0,1,0,0,1
0,"May 21, 2022",HOU,TEX,0,31,29,2,6,1,1,0,1,2,0,5,0,0,0,1,2,0
0,"May 21, 2022",SLN,PIT,1,40,38,5,10,4,0,0,4,2,0,12,0,0,0,0,0,0
0,"May 21, 2022",TBA,BAL,1,36,33,6,9,0,0,3,6,2,0,7,0,0,1,2,0,0
0,"May 21, 2022",MIN,KCR,1,41,31,9,9,3,0,0,8,6,0,5,0,2,2,1,1,0
0,"May 21, 2022",LAN,PHI,1,43,39,7,13,2,0,3,6,4,1,12,0,0,0,0,0,1
0,"May 21, 2022",SFN,SDN,0,35,32,1,6,3,0,1,1,3,0,6,0,0,0,1,0,0
0,"May 21, 2022",KCR,MIN,0,37,34,2,7,4,0,1,2,3,0,8,0,0,0,0,0,0
0,"May 21, 2022",TOR,CIN,0,33,30,3,7,0,0,2,3,3,0,7,0,0,0,0,0,1
0,"May 21, 2022",COL,NYN,0,77,72,12,21,3,0,3,11,1,1,13,3,0,0,0,0,0
0,"May 21, 2022",BOS,SEA,0,37,33,6,11,2,1,2,6,3,0,5,0,0,1,1,0,0
0,"May 21, 2022",PHI,LAN,0,35,31,4,6,1,0,2,4,2,0,8,1,1,0,1,1,0
0,"May 21, 2022",MIL,WSN,0,39,35,5,12,1,0,2,5,2,0,5,1,0,1,0,1,0
0,"May 21, 2022",TEX,HOU,1,36,36,1,10,2,0,0,1,0,0,10,0,0,0,0,0,1
0,"May 21, 2022",PIT,SLN,0,37,33,4,7,4,0,1,3,3,0,7,1,0,0,1,0,0
0,"May 21, 2022",CHN,ARI,0,39,39,6,10,2,0,2,6,0,0,11,0,0,0,0,2,1
0,"May 21, 2022",SEA,BOS,1,38,38,5,12,3,0,0,5,0,0,11,0,0,0,1,1,0
0,"May 21, 2022",NYA,CHA,0,37,30,7,8,0,0,1,7,6,1,3,0,0,1,1,0,0
0,"May 21, 2022",CIN,TOR,1,32,32,1,7,3,0,0,1,0,0,7,0,0,0,0,0,1
0,"May 21, 2022",BAL,TBA,0,36,32,1,6,0,2,0,1,4,0,11,0,0,0,1,0,0
0,"May 21, 2022",ARI,CHN,1,44,39,7,11,2,0,1,6,5,0,15,0,0,0,1,1,0
0,"May 21, 2022",LAA,OAK,0,34,31,5,8,1,0,2,5,3,0,7,0,0,0,1,0,0
0,"May 22, 2022",CHA,NYA,1,78,74,8,21,4,0,2,8,2,0,15,2,0,0,1,0,0
0,"May 22, 2022",ATL,MIA,1,35,33,3,6,3,0,0,3,2,0,7,0,0,0,0,1,1
0,"May 22, 2022",WSN,MIL,1,41,40,8,14,3,0,0,8,1,0,6,0,0,0,2,0,0
0,"May 22, 2022",MIA,ATL,0,37,30,4,8,3,0,0,4,4,0,9,1,0,2,0,1,0
0,"May 22, 2022",SDN,SFN,1,48,44,10,17,8,1,0,10,3,1,6,0,0,1,0,0,0
0,"May 22, 2022",NYN,COL,1,32,32,2,7,1,0,0,2,0,0,4,0,0,0,2,0,0
0,"May 22, 2022",HOU,TEX,0,36,31,5,8,4,0,1,5,5,0,5,0,0,0,0,0,0
0,"May 22, 2022",OAK,LAA,1,32,31,1,4,1,0,0,1,1,0,12,0,0,0,1,0,0
0,"May 22, 2022",CIN,TOR,1,37,32,3,6,1,0,1,3,4,0,11,1,0,0,0,1,0
0,"May 22, 2022",SLN,PIT,1,52,47,18,20,5,0,3,18,4,0,4,0,0,1,0,1,0
0,"May 22, 2022",TBA,BAL,1,49,46,6,12,3,0,1,6,3,1,12,0,0,0,0,3,0
0,"May 22, 2022",MIN,KCR,1,44,35,7,12,1,1,1,7,7,0,6,0,0,2,2,0,0
0,"May 22, 2022",BOS,SEA,0,41,37,8,10,3,0,3,8,3,2,7,0,0,1,0,0,0
0,"May 22, 2022",DET,CLE,1,35,33,4,7,2,0,1,3,2,0,12,0,0,0,0,2,0
0,"May 22, 2022",LAN,PHI,1,42,37,3,6,1,0,2,3,5,2,14,0,0,0,1,1,0
0,"May 22, 2022",SFN,SDN,0,33,29,1,4,1,0,0,1,3,0,9,0,0,1,1,0,0
0,"May 22, 2022",KCR,MIN,0,39,36,6,8,2,0,0,6,3,0,8,0,0,0,1,1,0
0,"May 22, 2022",TOR,CIN,0,36,32,2,4,1,0,0,2,3,0,8,1,0,0,0,0,0
0,"May 22, 2022",PHI,LAN,0,38,33,4,8,1,0,1,2,3,1,12,1,1,0,3,0,0
0,"May 22, 2022",NYA,CHA,0,68,63,1,11,3,0,1,1,5,1,16,0,0,0,0,0,0
0,"May 22, 2022",MIL,WSN,0,35,31,2,8,0,0,1,2,3,0,5,0,1,0,3,0,0
0,"May 22, 2022",COL,NYN,0,36,32,0,6,0,0,0,0,4,0,9,0,0,0,1,0,0
0,"May 22, 2022",TEX,HOU,1,37,35,2,9,0,0,1,2,1,0,13,1,0,0,1,0,0
0,"May 22, 2022",PIT,SLN,0,39,35,4,8,2,0,2,4,4,0,6,0,0,0,1,1,0
0,"May 22, 2022",BAL,TBA,0,52,44,7,10,2,0,1,6,6,1,7,1,1,0,0,1,0
0,"May 22, 2022",SEA,BOS,1,39,38,4,9,1,0,2,4,1,0,14,0,0,0,1,0,0
0,"May 22, 2022",LAA,OAK,0,38,33,4,10,1,0,2,4,3,0,5,1,1,0,0,1,0
0,"May 22, 2022",ARI,CHN,1,36,34,4,8,1,0,0,4,2,0,7,0,0,0,1,0,0
0,"May 22, 2022",CLE,DET,0,34,29,2,6,0,0,1,2,3,0,6,2,0,0,3,1,0
0,"May 22, 2022",CHN,ARI,0,37,31,5,8,1,1,2,5,6,0,5,0,0,0,1,1,0
0,"May 23, 2022",ATL,PHI,0,37,36,3,11,2,0,0,3,1,0,12,0,0,0,1,0,0
0,"May 23, 2022",LAN,WSN,1,45,39,10,12,4,1,0,10,5,0,8,1,0,0,0,1,0
0,"May 23, 2022",SDN,MIL,0,43,37,3,9,2,0,0,3,6,2,6,0,0,0,1,0,0
0,"May 23, 2022",CIN,CHN,0,37,32,4,5,1,0,3,4,4,0,10,1,0,0,0,0,0
0,"May 23, 2022",NYN,SFN,1,45,44,13,18,5,0,3,13,1,0,8,0,0,0,1,1,0
0,"May 23, 2022",HOU,CLE,0,32,30,1,4,1,0,1,1,2,0,4,0,0,0,1,0,0
0,"May 23, 2022",OAK,SEA,1,40,37,6,12,2,0,1,6,2,0,7,0,0,1,1,0,0
0,"May 23, 2022",SLN,TOR,0,39,35,7,10,2,0,2,7,4,1,9,0,0,0,3,0,1
0,"May 23, 2022",MIN,DET,0,35,31,5,7,0,0,1,5,4,0,8,0,0,0,1,0,0
0,"May 23, 2022",DET,MIN,1,40,37,4,10,3,0,1,4,2,0,10,1,0,0,0,0,0
0,"May 23, 2022",SFN,NYN,0,35,33,3,7,1,0,1,3,1,0,8,1,0,0,1,0,0
0,"May 23, 2022",WSN,LAN,0,33,33,1,7,2,0,0,1,0,0,8,0,0,0,1,0,0
0,"May 23, 2022",KCR,ARI,1,45,39,5,12,0,0,3,4,5,0,8,1,0,0,1,1,0
0,"May 23, 2022",TOR,SLN,1,41,34,3,4,1,0,1,3,6,1,6,1,0,0,0,0,0
0,"May 23, 2022",COL,PIT,1,37,33,1,7,0,0,0,0,4,0,5,0,0,0,3,0,0
0,"May 23, 2022",PHI,ATL,1,44,36,7,10,2,1,0,7,8,0,11,0,0,0,1,1,0
0,"May 23, 2022",MIL,SDN,1,41,36,2,8,1,0,0,2,5,0,9,0,0,0,2,0,0
0,"May 23, 2022",PIT,COL,0,34,30,2,9,3,1,0,2,4,0,4,0,0,0,2,1,1
0,"May 23, 2022",BAL,NYA,1,37,36,6,10,2,0,1,6,0,0,11,0,0,1,0,1,0
0,"May 23, 2022",SEA,OAK,0,37,31,7,8,1,0,3,7,5,0,11,1,0,0,1,0,0
0,"May 23, 2022",ARI,KCR,0,39,34,9,10,2,0,2,9,5,0,8,0,0,0,0,0,0
0,"May 23, 2022",NYA,BAL,0,36,31,4,5,0,0,2,4,4,0,9,1,0,0,2,0,0
0,"May 23, 2022",CLE,HOU,1,41,37,6,9,2,0,1,4,4,0,6,0,0,0,0,1,0
0,"May 23, 2022",CHN,CIN,1,39,34,7,8,2,0,2,7,5,0,13,0,0,0,0,2,0
0,"May 24, 2022",CHA,BOS,0,37,33,3,6,3,0,1,3,4,0,9,0,0,0,0,0,0
0,"May 24, 2022",ATL,PHI,0,38,34,6,14,1,0,1,6,2,0,13,0,0,2,1,0,2
0,"May 24, 2022",MIA,TBA,1,32,29,0,5,0,0,0,0,3,0,10,0,0,0,2,0,0
0,"May 24, 2022",NYN,SFN,1,47,42,12,18,2,2,1,12,1,0,7,1,0,3,0,1,0
0,"May 24, 2022",HOU,CLE,0,35,33,7,9,2,0,1,7,1,0,9,1,0,0,0,0,0
0,"May 24, 2022",OAK,SEA,1,41,39,7,13,4,0,2,6,2,0,11,0,0,0,1,2,0
0,"May 24, 2022",NYA,BAL,0,45,40,7,11,0,0,4,7,4,1,12,1,0,0,2,0,0
0,"May 24, 2022",CIN,CHN,0,38,35,4,8,0,0,1,4,3,0,10,0,0,0,0,0,0
0,"May 24, 2022",SLN,TOR,0,37,34,1,6,2,0,0,1,3,0,12,0,0,0,0,0,0
0,"May 24, 2022",TBA,MIA,0,34,33,4,10,3,0,3,4,1,0,9,0,0,0,1,0,0
0,"May 24, 2022",MIN,DET,0,34,30,2,8,2,0,0,2,4,0,8,0,0,0,1,0,0
0,"May 24, 2022",DET,MIN,1,33,31,0,5,1,0,0,0,1,0,12,1,0,0,1,0,0
0,"May 24, 2022",SFN,NYN,0,50,44,13,19,2,0,4,13,6,0,10,0,0,0,1,0,0
0,"May 24, 2022",WSN,LAN,0,40,36,4,10,1,0,0,3,4,0,6,0,0,0,1,2,0
0,"May 24, 2022",KCR,ARI,1,37,34,6,9,3,0,1,6,3,0,7,0,0,0,0,0,1
0,"May 24, 2022",LAN,WSN,1,44,36,9,9,0,0,4,9,7,0,9,1,0,0,0,0,0
0,"May 24, 2022",TOR,SLN,1,47,38,8,12,2,1,3,8,8,0,4,0,0,1,0,0,0
0,"May 24, 2022",COL,PIT,1,39,37,2,7,1,0,0,2,2,0,9,0,0,0,1,1,0
0,"May 24, 2022",BOS,CHA,1,51,45,16,19,5,0,4,16,5,0,12,0,0,1,0,0,0
0,"May 24, 2022",PHI,ATL,1,41,36,5,10,2,0,1,5,4,1,9,0,0,1,0,0,0
0,"May 24, 2022",MIL,SDN,1,34,32,4,5,0,0,2,4,2,0,9,0,0,0,0,1,1
0,"May 24, 2022",TEX,LAA,1,33,32,3,6,1,0,2,3,1,0,7,0,0,0,1,0,0
0,"May 24, 2022",SDN,MIL,0,35,33,1,8,0,0,0,0,2,0,8,0,0,0,2,0,1
0,"May 24, 2022",PIT,COL,0,39,35,1,5,1,0,0,1,3,0,12,1,0,0,0,1,0
0,"May 24, 2022",CLE,HOU,1,35,34,3,7,2,0,1,3,1,0,5,0,0,0,0,0,0
0,"May 24, 2022",SEA,OAK,0,40,35,5,9,1,0,1,5,4,0,9,1,0,0,0,0,1
0,"May 24, 2022",LAA,TEX,0,35,32,5,12,2,0,1,4,1,0,8,1,0,1,3,1,0
0,"May 24, 2022",ARI,KCR,0,38,30,8,9,2,0,4,7,8,0,11,0,0,0,2,0,0
0,"May 24, 2022",CHN,CIN,1,48,41,11,15,0,1,2,11,3,0,10,2,0,2,0,1,0
0,"May 24, 2022",BAL,NYA,1,41,40,6,7,1,0,2,6,1,0,8,0,0,0,0,1,0
0,"May 25, 2022",CHA,BOS,0,32,29,3,5,1,0,1,3,3,0,4,0,0,0,1,0,0
0,"May 25, 2022",WSN,LAN,0,30,27,1,6,2,0,0,1,3,0,5,0,0,0,0,0,1
0,"May 25, 2022",MIA,TBA,1,38,34,4,9,2,0,1,4,4,0,12,0,0,0,2,0,0
0,"May 25, 2022",LAN,WSN,1,36,32,0,6,2,0,0,0,4,1,9,0,0,0,1,2,0
0,"May 25, 2022",ATL,PHI,0,41,34,8,13,2,0,3,7,7,0,12,0,0,0,2,0,0
0,"May 25, 2022",NYN,SFN,1,36,32,3,5,2,1,1,3,4,0,7,0,0,0,0,0,0
0,"May 25, 2022",HOU,CLE,0,33,27,2,7,1,0,0,2,4,0,7,0,0,2,1,1,0
0,"May 25, 2022",OAK,SEA,1,37,35,4,9,3,0,2,4,2,0,12,0,0,0,0,3,0
0,"May 25, 2022",NYA,BAL,0,30,30,2,6,1,0,0,1,0,0,5,0,0,0,0,1,0
0,"May 25, 2022",CIN,CHN,0,33,31,4,7,0,1,1,4,2,0,8,0,0,0,0,1,0
0,"May 25, 2022",TBA,MIA,0,33,29,5,6,3,0,1,5,4,0,9,0,0,0,1,0,0
0,"May 25, 2022",MIN,DET,0,41,38,2,7,1,0,1,2,2,0,13,1,0,0,0,0,0
0,"May 25, 2022",SDN,MIL,0,36,33,1,5,0,0,0,1,3,0,8,0,0,0,0,0,0
0,"May 25, 2022",DET,MIN,1,43,37,4,8,0,0,3,4,6,0,9,0,0,0,1,1,0
0,"May 25, 2022",SFN,NYN,0,35,30,9,8,4,0,4,9,5,0,10,0,0,0,1,0,1
0,"May 25, 2022",COL,PIT,1,40,37,5,13,2,0,1,5,3,0,8,0,0,0,2,0,0
0,"May 25, 2022",BOS,CHA,1,40,33,1,7,0,0,0,1,7,0,10,0,0,0,1,0,0
0,"May 25, 2022",PHI,ATL,1,41,37,4,11,2,0,1,4,3,0,9,1,0,0,0,0,0
0,"May 25, 2022",MIL,SDN,1,32,27,2,4,1,0,0,2,4,0,10,0,0,1,2,1,1
0,"May 25, 2022",TEX,LAA,1,39,35,7,10,1,1,2,7,2,0,6,0,0,2,0,4,0
0,"May 25, 2022",PIT,COL,0,39,33,10,9,2,0,2,10,5,0,11,1,0,0,0,1,0
0,"May 25, 2022",CLE,HOU,1,34,31,1,4,1,0,0,0,3,0,12,0,0,0,0,0,0
0,"May 25, 2022",CHN,CIN,1,37,32,3,5,2,0,0,3,4,0,8,1,0,0,0,1,0
0,"May 25, 2022",SEA,OAK,0,35,28,2,5,0,0,0,1,6,0,5,1,0,0,4,1,0
0,"May 25, 2022",LAA,TEX,0,34,32,2,6,1,0,0,2,2,0,10,0,0,0,1,1,0
0,"May 25, 2022",BAL,NYA,1,36,33,0,5,0,0,0,0,3,0,11,0,0,0,0,1,0
0,"May 26, 2022",CHA,BOS,0,42,36,7,10,2,0,1,7,5,0,7,0,0,1,0,0,0
0,"May 26, 2022",LAN,ARI,1,54,50,14,24,7,1,2,14,4,0,2,0,0,0,1,0,0
0,"May 26, 2022",ATL,PHI,0,34,32,1,5,2,0,0,0,1,0,11,1,0,0,0,0,0
0,"May 26, 2022",CIN,CHN,0,49,38,20,20,3,1,2,20,7,1,4,0,1,3,0,0,1
0,"May 26, 2022",OAK,TEX,0,34,31,1,5,2,0,0,0,3,0,6,0,0,0,1,1,0
0,"May 26, 2022",NYA,TBA,1,39,32,7,6,1,0,0,4,5,0,6,1,0,1,0,1,0
0,"May 26, 2022",SLN,MIL,0,41,33,3,7,1,0,1,3,6,0,4,1,0,1,0,0,0
0,"May 26, 2022",TBA,NYA,0,34,33,2,6,1,0,0,2,1,0,6,0,0,0,1,0,0
0,"May 26, 2022",MIN,KCR,0,41,39,2,12,1,0,0,2,2,0,10,0,0,0,0,0,0
0,"May 26, 2022",BOS,CHA,1,51,46,16,19,4,0,3,14,5,0,12,0,0,0,1,1,0
0,"May 26, 2022",DET,CLE,0,39,33,4,9,2,0,0,4,4,0,10,1,0,1,0,0,0
0,"May 26, 2022",WSN,COL,0,38,31,7,9,3,1,0,7,5,0,3,0,1,1,1,1,0
0,"May 26, 2022",KCR,MIN,1,35,32,3,6,2,0,0,3,3,0,7,0,0,0,1,0,0
0,"May 26, 2022",TOR,LAA,1,36,33,6,7,1,0,3,6,3,0,15,0,0,0,0,0,1
0,"May 26, 2022",COL,WSN,1,36,34,3,8,2,1,0,3,2,0,4,0,0,0,3,1,0
0,"May 26, 2022",PHI,ATL,1,35,32,4,6,2,0,1,4,2,0,7,1,0,0,1,0,0
0,"May 26, 2022",MIL,SLN,1,40,39,4,12,3,0,1,4,1,0,5,0,0,0,1,0,0
0,"May 26, 2022",TEX,OAK,1,36,34,4,7,2,0,1,4,2,0,15,0,0,0,0,0,0
0,"May 26, 2022",CLE,DET,1,35,34,3,8,2,0,0,3,1,0,6,0,0,0,0,0,0
0,"May 26, 2022",CHN,CIN,1,38,35,5,8,2,0,3,5,2,0,8,1,0,0,1,2,0
0,"May 26, 2022",LAA,TOR,0,36,35,3,10,1,0,0,3,1,0,5,0,0,0,2,0,0
0,"May 26, 2022",ARI,LAN,0,36,34,1,8,1,0,1,1,2,0,5,0,0,0,1,0,0
0,"May 27, 2022",ATL,MIA,0,33,30,6,6,4,0,1,6,3,0,7,0,0,0,0,0,0
0,"May 27, 2022",MIA,ATL,1,35,32,4,5,0,0,2,4,3,0,10,0,0,0,1,1,0
0,"May 27, 2022",LAN,ARI,1,37,34,6,8,0,1,3,6,3,0,4,0,0,0,1,1,0
0,"May 27, 2022",SDN,PIT,0,34,29,4,8,0,0,1,4,4,0,7,0,1,0,1,0,0
0,"May 27, 2022",CIN,SFN,0,38,32,5,9,2,0,1,5,4,0,6,1,0,0,1,1,0
0,"May 27, 2022",NYN,PHI,0,38,30,8,9,2,0,1,8,5,1,9,1,0,2,2,2,0
0,"May 27, 2022",HOU,SEA,1,37,35,1,9,1,0,0,1,2,0,8,0,0,0,1,1,0
0,"May 27, 2022",OAK,TEX,0,34,31,5,5,1,0,2,4,3,0,9,0,0,0,1,1,0
0,"May 27, 2022",NYA,TBA,1,34,33,2,6,1,0,2,2,1,0,10,0,0,0,0,0,0
0,"May 27, 2022",SLN,MIL,0,31,30,4,5,0,1,1,4,1,0,7,0,0,0,0,2,0
0,"May 27, 2022",TBA,NYA,0,28,28,0,2,1,0,0,0,0,0,7,0,0,0,0,0,1
0,"May 27, 2022",MIN,KCR,0,47,38,10,15,1,1,2,10,7,1,4,0,1,1,0,0,0
0,"May 27, 2022",BOS,BAL,0,46,40,8,14,5,0,1,7,3,0,4,3,0,0,1,0,0
0,"May 27, 2022",SFN,CIN,1,35,31,1,6,0,0,0,1,3,0,3,1,0,0,1,0,0
0,"May 27, 2022",KCR,MIN,1,45,37,7,13,1,1,2,7,8,0,10,0,0,0,3,2,0
0,"May 27, 2022",TOR,LAA,1,37,34,4,11,3,0,0,2,2,0,7,0,1,0,3,1,0
0,"May 27, 2022",PHI,NYN,1,40,36,6,9,2,0,1,6,3,0,12,1,0,0,0,0,0
0,"May 27, 2022",MIL,SLN,1,37,33,2,8,0,0,1,2,4,0,8,0,0,0,1,0,1
0,"May 27, 2022",TEX,OAK,1,38,37,8,13,2,0,0,8,1,0,8,0,0,0,2,2,0
0,"May 27, 2022",PIT,SDN,1,34,30,3,4,2,0,1,3,3,0,6,0,1,0,0,0,0
0,"May 27, 2022",SEA,HOU,0,37,34,6,10,1,0,4,6,2,0,6,1,0,0,0,0,0
0,"May 27, 2022",BAL,BOS,1,45,40,12,15,1,0,3,10,4,0,6,0,0,1,1,0,0
0,"May 27, 2022",ARI,LAN,0,41,33,4,9,2,0,0,4,4,0,7,3,0,1,2,0,0
0,"May 27, 2022",LAA,TOR,0,35,35,3,7,1,0,2,3,0,0,14,0,0,0,0,1,0
0,"May 28, 2022",CHA,CHN,0,35,32,1,7,1,0,1,1,3,0,8,0,0,0,1,0,0
0,"May 28, 2022",ATL,MIA,0,31,29,1,5,1,0,0,1,1,0,16,1,0,0,1,1,0
0,"May 28, 2022",WSN,COL,0,81,72,15,22,11,0,3,15,8,0,17,1,0,0,1,3,0
0,"May 28, 2022",MIA,ATL,1,40,33,4,8,1,0,1,4,6,0,6,0,0,1,1,2,0
0,"May 28, 2022",LAN,ARI,1,36,32,3,10,3,0,1,3,3,0,9,0,0,1,0,1,1
0,"May 28, 2022",SDN,PIT,0,45,36,2,10,3,0,0,2,7,1,8,0,1,1,0,0,0
0,"May 28, 2022",CIN,SFN,0,30,29,3,5,0,0,1,3,1,0,10,0,0,0,0,0,0
0,"May 28, 2022",NYN,PHI,0,36,30,8,10,1,1,1,8,4,0,5,0,0,2,1,0,0
0,"May 28, 2022",HOU,SEA,1,34,32,0,5,1,0,0,0,1,0,6,1,0,0,0,0,0
0,"May 28, 2022",OAK,TEX,0,39,37,4,10,2,0,1,4,2,0,8,0,0,0,0,1,0
0,"May 28, 2022",NYA,TBA,1,29,28,1,4,1,0,0,1,0,0,9,0,0,1,1,0,0
0,"May 28, 2022",SLN,MIL,0,37,36,8,12,1,0,2,8,1,0,4,0,0,0,0,0,1
0,"May 28, 2022",TBA,NYA,0,33,30,3,7,1,1,0,3,3,0,10,0,0,0,1,0,0
0,"May 28, 2022",MIN,KCR,0,41,38,3,11,1,0,1,3,3,0,10,0,0,0,0,0,0
0,"May 28, 2022",BOS,BAL,0,76,72,7,22,7,0,1,7,4,0,11,0,0,0,1,0,0
0,"May 28, 2022",DET,CLE,0,36,34,1,10,1,0,0,1,1,0,7,0,0,1,2,0,0
0,"May 28, 2022",SFN,CIN,1,40,38,2,12,4,0,1,2,2,0,9,0,0,0,0,0,0
0,"May 28, 2022",KCR,MIN,1,42,39,7,11,5,0,0,7,2,0,7,1,0,0,0,1,0
0,"May 28, 2022",TOR,LAA,1,41,36,6,10,5,0,0,6,5,1,5,0,0,0,1,0,0
0,"May 28, 2022",COL,WSN,1,82,74,10,22,1,0,1,10,5,0,12,1,1,1,0,1,0
0,"May 28, 2022",PHI,NYN,1,38,34,2,7,1,0,0,2,3,0,5,1,0,0,1,0,0
0,"May 28, 2022",MIL,SLN,1,37,34,3,7,0,0,2,3,3,0,9,0,0,0,1,0,0
0,"May 28, 2022",TEX,OAK,1,49,44,11,18,4,1,3,11,4,1,3,1,0,0,1,1,0
0,"May 28, 2022",PIT,SDN,1,40,35,4,8,2,0,1,4,4,0,15,1,0,0,1,3,0
0,"May 28, 2022",BAL,BOS,1,71,66,7,14,2,0,2,7,5,0,13,0,0,0,4,3,0
0,"May 28, 2022",CLE,DET,1,42,37,8,11,3,1,1,8,4,0,4,0,1,0,0,2,0
0,"May 28, 2022",CHN,CHA,1,39,34,5,10,2,0,0,5,5,1,3,0,0,0,1,3,2
0,"May 28, 2022",SEA,HOU,0,43,37,6,13,4,0,1,6,4,0,9,1,0,1,0,1,0
0,"May 28, 2022",LAA,TOR,0,45,39,5,13,1,0,1,5,4,1,8,2,0,0,0,0,0
0,"May 28, 2022",ARI,LAN,0,33,32,2,5,2,2,0,2,1,0,12,0,0,0,0,0,0
0,"May 29, 2022",CHA,CHN,0,48,44,5,10,1,0,0,4,3,0,4,0,0,1,0,2,0
0,"May 29, 2022",ATL,MIA,0,35,35,6,11,6,0,3,6,0,0,6,0,0,0,0,2,0
0,"May 29, 2022",WSN,COL,0,37,33,6,9,2,0,2,5,4,0,4,0,0,0,0,2,0
0,"May 29, 2022",MIA,ATL,1,38,33,3,7,0,0,2,3,4,0,9,1,0,0,1,0,0
0,"May 29, 2022",LAN,ARI,1,32,30,3,4,0,0,1,3,2,0,5,0,0,0,0,0,0
0,"May 29, 2022",SDN,PIT,0,35,33,4,8,0,0,2,4,2,0,7,0,0,0,1,0,0
0,"May 29, 2022",CIN,SFN,0,36,32,4,8,1,0,1,4,4,0,9,0,0,0,2,0,0
0,"May 29, 2022",NYN,PHI,0,41,36,5,7,2,1,1,5,4,2,10,1,0,0,0,0,0
0,"May 29, 2022",HOU,SEA,1,35,32,2,6,1,0,1,2,3,1,3,0,0,0,1,1,0
0,"May 29, 2022",OAK,TEX,0,48,41,6,14,2,0,0,4,6,1,7,1,0,0,2,0,0
0,"May 29, 2022",NYA,TBA,1,36,36,2,9,0,0,2,2,0,0,9,0,0,0,1,1,0
0,"May 29, 2022",MIN,KCR,0,38,34,7,11,3,0,3,7,3,0,5,1,0,0,0,0,0
0,"May 29, 2022",BOS,BAL,0,43,38,12,15,5,0,5,12,5,0,8,0,0,0,1,0,0
