,Date,Tm,Home_Away,Opp,W/L
50,"Jun 3, 2022",KCR,Home,HOU,0
51,"Jun 4, 2022",KCR,Home,HOU,1
52,"Jun 5, 2022",KCR,Home,HOU,0
53,"Jun 6, 2022",KCR,Home,TOR,0
54,"Jun 7, 2022",KCR,Home,TOR,0
55,"Jun 8, 2022",KCR,Home,TOR,1
56,"Jun 9, 2022",KCR,Home,BAL,1
57,"Jun 10, 2022",KCR,Home,BAL,1
58,"Jun 11, 2022",KCR,Home,BAL,0
59,"Jun 12, 2022",KCR,Home,BAL,0
60,"Jun 13, 2022",KCR,@,SFN,0
61,"Jun 14, 2022",KCR,@,SFN,0
62,"Jun 15, 2022",KCR,@,SFN,1
63,"Jun 17, 2022",KCR,@,OAK,1
64,"Jun 18, 2022",KCR,@,OAK,1
65,"Jun 19, 2022",KCR,@,OAK,0
66,"Jun 20, 2022",KCR,@,LAA,1
67,"Jun 21, 2022",KCR,@,LAA,1
68,"Jun 22, 2022",KCR,@,LAA,0
69,"Jun 24, 2022",KCR,Home,OAK,1
70,"Jun 25, 2022",KCR,Home,OAK,0
71,"Jun 26, 2022",KCR,Home,OAK,0
72,"Jun 27, 2022",KCR,Home,TEX,0
73,"Jun 28, 2022",KCR,Home,TEX,0
74,"Jun 29, 2022",KCR,Home,TEX,1
75,"Jul 1, 2022",KCR,@,DET,1
76,"Jul 2, 2022",KCR,@,DET,0
77,"Jul 3, 2022",KCR,@,DET,1
78,"Jul 4, 2022",KCR,@,HOU,0
79,"Jul 5, 2022",KCR,@,HOU,0
80,"Jul 6, 2022",KCR,@,HOU,1
81,"Jul 7, 2022",KCR,@,HOU,0
82,"Jul 8, 2022",KCR,Home,CLE,1
83,"Jul 9, 2022",KCR,Home,CLE,0
84,"Jul 10, 2022",KCR,Home,CLE,1
85,"Jul 11, 2022",KCR,Home,DET,1
86,"Jul 11, 2022",KCR,Home,DET,1
87,"Jul 12, 2022",KCR,Home,DET,0
88,"Jul 13, 2022",KCR,Home,DET,1
89,"Jul 14, 2022",KCR,@,TOR,1
90,"Jul 15, 2022",KCR,@,TOR,0
91,"Jul 16, 2022",KCR,@,TOR,0
92,"Jul 17, 2022",KCR,@,TOR,0
93,"Jul 22, 2022",KCR,Home,TBA,0
94,"Jul 23, 2022",KCR,Home,TBA,1
95,"Jul 24, 2022",KCR,Home,TBA,1
96,"Jul 25, 2022",KCR,Home,LAA,1
97,"Jul 26, 2022",KCR,Home,LAA,0
98,"Jul 27, 2022",KCR,Home,LAA,0
99,"Jul 28, 2022",KCR,@,NYA,0
100,"Jul 29, 2022",KCR,@,NYA,0
101,"Jul 30, 2022",KCR,@,NYA,0
102,"Jul 31, 2022",KCR,@,NYA,1
103,"Aug 1, 2022",KCR,@,CHA,1
104,"Aug 2, 2022",KCR,@,CHA,0
105,"Aug 3, 2022",KCR,@,CHA,0
106,"Aug 4, 2022",KCR,Home,BOS,1
107,"Aug 5, 2022",KCR,Home,BOS,0
108,"Aug 6, 2022",KCR,Home,BOS,1
109,"Aug 7, 2022",KCR,Home,BOS,1
110,"Aug 9, 2022",KCR,Home,CHA,1
111,"Aug 9, 2022",KCR,Home,CHA,0
112,"Aug 10, 2022",KCR,Home,CHA,1
113,"Aug 11, 2022",KCR,Home,CHA,1
114,"Aug 12, 2022",KCR,Home,LAN,0
115,"Aug 13, 2022",KCR,Home,LAN,0
116,"Aug 14, 2022",KCR,Home,LAN,1
117,"Aug 15, 2022",KCR,@,MIN,0
118,"Aug 16, 2022",KCR,@,MIN,0
119,"Aug 17, 2022",KCR,@,MIN,0
120,"Aug 18, 2022",KCR,@,TBA,0
121,"Aug 19, 2022",KCR,@,TBA,1
122,"Aug 20, 2022",KCR,@,TBA,0
123,"Aug 21, 2022",KCR,@,TBA,0
124,"Aug 22, 2022",KCR,Home,CHA,1
125,"Aug 23, 2022",KCR,Home,ARI,0
126,"Aug 24, 2022",KCR,Home,ARI,1
127,"Aug 26, 2022",KCR,Home,SDN,0
128,"Aug 27, 2022",KCR,Home,SDN,0
129,"Aug 28, 2022",KCR,Home,SDN,1
130,"Aug 30, 2022",KCR,@,CHA,1
131,"Aug 31, 2022",KCR,@,CHA,0
132,"Sep 1, 2022",KCR,@,CHA,0
133,"Sep 2, 2022",KCR,@,DET,0
134,"Sep 3, 2022",KCR,@,DET,1
135,"Sep 4, 2022",KCR,@,DET,1
136,"Sep 5, 2022",KCR,Home,CLE,0
137,"Sep 6, 2022",KCR,Home,CLE,0
138,"Sep 7, 2022",KCR,Home,CLE,1
139,"Sep 9, 2022",KCR,Home,DET,0
140,"Sep 10, 2022",KCR,Home,DET,0
141,"Sep 11, 2022",KCR,Home,DET,1
142,"Sep 13, 2022",KCR,@,MIN,0
143,"Sep 14, 2022",KCR,@,MIN,0
144,"Sep 15, 2022",KCR,@,MIN,0
145,"Sep 16, 2022",KCR,@,BOS,0
146,"Sep 17, 2022",KCR,@,BOS,1
147,"Sep 18, 2022",KCR,@,BOS,0
148,"Sep 20, 2022",KCR,Home,MIN,1
149,"Sep 21, 2022",KCR,Home,MIN,1
150,"Sep 22, 2022",KCR,Home,MIN,1
151,"Sep 23, 2022",KCR,Home,SEA,1
152,"Sep 24, 2022",KCR,Home,SEA,0
153,"Sep 25, 2022",KCR,Home,SEA,1
154,"Sep 27, 2022",KCR,@,DET,0
155,"Sep 28, 2022",KCR,@,DET,0
156,"Sep 29, 2022",KCR,@,DET,0
157,"Sep 30, 2022",KCR,@,CLE,0
158,"Oct 1, 2022",KCR,@,CLE,1
159,"Oct 2, 2022",KCR,@,CLE,0
160,"Oct 3, 2022",KCR,@,CLE,1
161,"Oct 4, 2022",KCR,@,CLE,0
162,"Oct 5, 2022",KCR,@,CLE,0
1,"Apr 7, 2022",CLE,@,KCR,0
2,"Apr 9, 2022",CLE,@,KCR,0
3,"Apr 10, 2022",CLE,@,KCR,1
4,"Apr 11, 2022",CLE,@,KCR,1
5,"Apr 12, 2022",CLE,@,CIN,1
6,"Apr 13, 2022",CLE,@,CIN,1
7,"Apr 15, 2022",CLE,Home,SFN,0
8,"Apr 16, 2022",CLE,Home,SFN,0
9,"Apr 17, 2022",CLE,Home,SFN,0
10,"Apr 20, 2022",CLE,Home,CHA,1
11,"Apr 20, 2022",CLE,Home,CHA,1
12,"Apr 21, 2022",CLE,Home,CHA,1
13,"Apr 22, 2022",CLE,@,NYA,0
14,"Apr 23, 2022",CLE,@,NYA,0
15,"Apr 24, 2022",CLE,@,NYA,0
16,"Apr 25, 2022",CLE,@,LAA,0
17,"Apr 26, 2022",CLE,@,LAA,0
18,"Apr 27, 2022",CLE,@,LAA,0
19,"Apr 28, 2022",CLE,@,LAA,0
20,"Apr 29, 2022",CLE,@,OAK,1
21,"Apr 30, 2022",CLE,@,OAK,1
22,"May 1, 2022",CLE,@,OAK,1
23,"May 4, 2022",CLE,Home,SDN,0
24,"May 4, 2022",CLE,Home,SDN,1
25,"May 5, 2022",CLE,Home,TOR,1
26,"May 7, 2022",CLE,Home,TOR,0
27,"May 7, 2022",CLE,Home,TOR,1
28,"May 8, 2022",CLE,Home,TOR,1
29,"May 9, 2022",CLE,@,CHA,1
30,"May 10, 2022",CLE,@,CHA,0
31,"May 13, 2022",CLE,@,MIN,0
32,"May 14, 2022",CLE,@,MIN,1
33,"May 15, 2022",CLE,@,MIN,0
34,"May 17, 2022",CLE,Home,CIN,0
35,"May 19, 2022",CLE,Home,CIN,0
36,"May 20, 2022",CLE,Home,DET,1
37,"May 22, 2022",CLE,Home,DET,0
38,"May 23, 2022",CLE,@,HOU,1
39,"May 24, 2022",CLE,@,HOU,0
40,"May 25, 2022",CLE,@,HOU,0
41,"May 26, 2022",CLE,@,DET,0
42,"May 28, 2022",CLE,@,DET,1
43,"May 29, 2022",CLE,@,DET,0
44,"May 30, 2022",CLE,Home,KCR,1
45,"May 31, 2022",CLE,Home,KCR,1
46,"Jun 1, 2022",CLE,Home,KCR,1
47,"Jun 3, 2022",CLE,@,BAL,1
48,"Jun 4, 2022",CLE,@,BAL,0
49,"Jun 5, 2022",CLE,@,BAL,1
50,"Jun 7, 2022",CLE,Home,TEX,1
51,"Jun 7, 2022",CLE,Home,TEX,0
52,"Jun 8, 2022",CLE,Home,TEX,1
53,"Jun 9, 2022",CLE,Home,OAK,1
54,"Jun 10, 2022",CLE,Home,OAK,1
55,"Jun 11, 2022",CLE,Home,OAK,0
56,"Jun 12, 2022",CLE,Home,OAK,1
57,"Jun 14, 2022",CLE,@,COL,1
58,"Jun 15, 2022",CLE,@,COL,1
59,"Jun 16, 2022",CLE,@,COL,1
60,"Jun 17, 2022",CLE,@,LAN,1
61,"Jun 18, 2022",CLE,@,LAN,0
62,"Jun 19, 2022",CLE,@,LAN,1
63,"Jun 21, 2022",CLE,@,MIN,1
64,"Jun 22, 2022",CLE,@,MIN,1
65,"Jun 23, 2022",CLE,@,MIN,0
66,"Jun 24, 2022",CLE,Home,BOS,0
67,"Jun 25, 2022",CLE,Home,BOS,0
68,"Jun 26, 2022",CLE,Home,BOS,0
69,"Jun 27, 2022",CLE,Home,MIN,0
70,"Jun 28, 2022",CLE,Home,MIN,1
71,"Jun 28, 2022",CLE,Home,MIN,0
72,"Jun 29, 2022",CLE,Home,MIN,1
73,"Jun 30, 2022",CLE,Home,MIN,1
74,"Jul 2, 2022",CLE,Home,NYA,0
75,"Jul 2, 2022",CLE,Home,NYA,0
76,"Jul 3, 2022",CLE,Home,NYA,1
77,"Jul 4, 2022",CLE,@,DET,0
78,"Jul 4, 2022",CLE,@,DET,0
79,"Jul 5, 2022",CLE,@,DET,0
80,"Jul 6, 2022",CLE,@,DET,0
81,"Jul 8, 2022",CLE,@,KCR,0
82,"Jul 9, 2022",CLE,@,KCR,1
83,"Jul 10, 2022",CLE,@,KCR,0
84,"Jul 11, 2022",CLE,Home,CHA,1
85,"Jul 12, 2022",CLE,Home,CHA,1
86,"Jul 12, 2022",CLE,Home,CHA,0
87,"Jul 13, 2022",CLE,Home,CHA,0
88,"Jul 14, 2022",CLE,Home,DET,1
89,"Jul 15, 2022",CLE,Home,DET,1
90,"Jul 16, 2022",CLE,Home,DET,1
91,"Jul 22, 2022",CLE,@,CHA,1
92,"Jul 23, 2022",CLE,@,CHA,1
93,"Jul 23, 2022",CLE,@,CHA,0
94,"Jul 24, 2022",CLE,@,CHA,0
95,"Jul 25, 2022",CLE,@,BOS,0
96,"Jul 26, 2022",CLE,@,BOS,1
97,"Jul 27, 2022",CLE,@,BOS,1
98,"Jul 28, 2022",CLE,@,BOS,0
99,"Jul 29, 2022",CLE,@,TBA,1
100,"Jul 30, 2022",CLE,@,TBA,0
101,"Jul 31, 2022",CLE,@,TBA,1
102,"Aug 1, 2022",CLE,Home,ARI,1
103,"Aug 2, 2022",CLE,Home,ARI,0
104,"Aug 3, 2022",CLE,Home,ARI,1
105,"Aug 4, 2022",CLE,Home,HOU,0
106,"Aug 5, 2022",CLE,Home,HOU,0
107,"Aug 6, 2022",CLE,Home,HOU,1
108,"Aug 7, 2022",CLE,Home,HOU,1
109,"Aug 9, 2022",CLE,@,DET,1
110,"Aug 10, 2022",CLE,@,DET,1
111,"Aug 11, 2022",CLE,@,DET,1
112,"Aug 12, 2022",CLE,@,TOR,1
113,"Aug 13, 2022",CLE,@,TOR,0
114,"Aug 14, 2022",CLE,@,TOR,1
115,"Aug 15, 2022",CLE,Home,DET,1
116,"Aug 15, 2022",CLE,Home,DET,0
117,"Aug 16, 2022",CLE,Home,DET,0
118,"Aug 17, 2022",CLE,Home,DET,1
119,"Aug 19, 2022",CLE,Home,CHA,1
120,"Aug 20, 2022",CLE,Home,CHA,0
121,"Aug 23, 2022",CLE,@,SDN,1
122,"Aug 24, 2022",CLE,@,SDN,1
123,"Aug 25, 2022",CLE,@,SEA,0
124,"Aug 26, 2022",CLE,@,SEA,0
125,"Aug 27, 2022",CLE,@,SEA,1
126,"Aug 28, 2022",CLE,@,SEA,0
127,"Aug 30, 2022",CLE,Home,BAL,1
128,"Aug 31, 2022",CLE,Home,BAL,0
129,"Sep 1, 2022",CLE,Home,BAL,0
130,"Sep 2, 2022",CLE,Home,SEA,0
131,"Sep 3, 2022",CLE,Home,SEA,0
132,"Sep 4, 2022",CLE,Home,SEA,0
133,"Sep 5, 2022",CLE,@,KCR,1
134,"Sep 6, 2022",CLE,@,KCR,1
135,"Sep 7, 2022",CLE,@,KCR,0
136,"Sep 9, 2022",CLE,@,MIN,1
137,"Sep 10, 2022",CLE,@,MIN,1
138,"Sep 11, 2022",CLE,@,MIN,1
139,"Sep 12, 2022",CLE,Home,LAA,1
140,"Sep 13, 2022",CLE,Home,LAA,1
141,"Sep 14, 2022",CLE,Home,LAA,1
142,"Sep 15, 2022",CLE,Home,CHA,0
143,"Sep 16, 2022",CLE,Home,MIN,1
144,"Sep 17, 2022",CLE,Home,MIN,1
145,"Sep 17, 2022",CLE,Home,MIN,1
146,"Sep 18, 2022",CLE,Home,MIN,0
147,"Sep 19, 2022",CLE,Home,MIN,1
148,"Sep 20, 2022",CLE,@,CHA,1
149,"Sep 21, 2022",CLE,@,CHA,1
150,"Sep 22, 2022",CLE,@,CHA,1
151,"Sep 23, 2022",CLE,@,TEX,1
152,"Sep 24, 2022",CLE,@,TEX,1
153,"Sep 25, 2022",CLE,@,TEX,1
154,"Sep 27, 2022",CLE,Home,TBA,0
155,"Sep 28, 2022",CLE,Home,TBA,1
156,"Sep 29, 2022",CLE,Home,TBA,1
157,"Sep 30, 2022",CLE,Home,KCR,1
158,"Oct 1, 2022",CLE,Home,KCR,0
159,"Oct 2, 2022",CLE,Home,KCR,1
160,"Oct 3, 2022",CLE,Home,KCR,0
161,"Oct 4, 2022",CLE,Home,KCR,1
162,"Oct 5, 2022",CLE,Home,KCR,1
1,"Apr 7, 2022",PIT,@,SLN,0
2,"Apr 9, 2022",PIT,@,SLN,0
3,"Apr 10, 2022",PIT,@,SLN,1
4,"Apr 12, 2022",PIT,Home,CHN,0
5,"Apr 13, 2022",PIT,Home,CHN,1
6,"Apr 14, 2022",PIT,Home,WSN,1
7,"Apr 15, 2022",PIT,Home,WSN,0
8,"Apr 16, 2022",PIT,Home,WSN,1
9,"Apr 17, 2022",PIT,Home,WSN,1
10,"Apr 18, 2022",PIT,@,MIL,0
11,"Apr 19, 2022",PIT,@,MIL,0
12,"Apr 20, 2022",PIT,@,MIL,0
13,"Apr 21, 2022",PIT,@,CHN,1
14,"Apr 22, 2022",PIT,@,CHN,1
15,"Apr 23, 2022",PIT,@,CHN,0
16,"Apr 24, 2022",PIT,@,CHN,1
17,"Apr 26, 2022",PIT,Home,MIL,0
18,"Apr 27, 2022",PIT,Home,MIL,0
19,"Apr 28, 2022",PIT,Home,MIL,0
20,"Apr 29, 2022",PIT,Home,SDN,0
21,"Apr 30, 2022",PIT,Home,SDN,1
22,"May 1, 2022",PIT,Home,SDN,0
23,"May 4, 2022",PIT,@,DET,0
24,"May 4, 2022",PIT,@,DET,1
25,"May 7, 2022",PIT,@,CIN,0
26,"May 7, 2022",PIT,@,CIN,1
27,"May 8, 2022",PIT,@,CIN,0
28,"May 9, 2022",PIT,Home,LAN,1
29,"May 10, 2022",PIT,Home,LAN,0
30,"May 11, 2022",PIT,Home,LAN,1
31,"May 12, 2022",PIT,Home,CIN,0
32,"May 13, 2022",PIT,Home,CIN,0
33,"May 14, 2022",PIT,Home,CIN,1
34,"May 15, 2022",PIT,Home,CIN,1
35,"May 16, 2022",PIT,@,CHN,0
36,"May 17, 2022",PIT,@,CHN,0
37,"May 18, 2022",PIT,@,CHN,1
38,"May 20, 2022",PIT,Home,SLN,0
39,"May 21, 2022",PIT,Home,SLN,0
40,"May 22, 2022",PIT,Home,SLN,0
41,"May 23, 2022",PIT,Home,COL,1
42,"May 24, 2022",PIT,Home,COL,0
43,"May 25, 2022",PIT,Home,COL,1
44,"May 27, 2022",PIT,@,SDN,0
45,"May 28, 2022",PIT,@,SDN,1
46,"May 29, 2022",PIT,@,SDN,0
47,"May 30, 2022",PIT,@,LAN,1
48,"May 31, 2022",PIT,@,LAN,1
49,"Jun 1, 2022",PIT,@,LAN,1
50,"Jun 3, 2022",PIT,Home,ARI,0
51,"Jun 4, 2022",PIT,Home,ARI,1
52,"Jun 5, 2022",PIT,Home,ARI,1
53,"Jun 7, 2022",PIT,Home,DET,0
54,"Jun 8, 2022",PIT,Home,DET,0
55,"Jun 9, 2022",PIT,@,ATL,0
56,"Jun 10, 2022",PIT,@,ATL,0
57,"Jun 11, 2022",PIT,@,ATL,0
58,"Jun 12, 2022",PIT,@,ATL,0
59,"Jun 13, 2022",PIT,@,SLN,0
60,"Jun 14, 2022",PIT,@,SLN,0
61,"Jun 14, 2022",PIT,@,SLN,0
62,"Jun 15, 2022",PIT,@,SLN,1
63,"Jun 17, 2022",PIT,Home,SFN,0
64,"Jun 18, 2022",PIT,Home,SFN,0
65,"Jun 19, 2022",PIT,Home,SFN,1
66,"Jun 20, 2022",PIT,Home,CHN,1
67,"Jun 21, 2022",PIT,Home,CHN,1
68,"Jun 22, 2022",PIT,Home,CHN,0
69,"Jun 23, 2022",PIT,Home,CHN,1
70,"Jun 24, 2022",PIT,@,TBA,0
71,"Jun 25, 2022",PIT,@,TBA,0
72,"Jun 26, 2022",PIT,@,TBA,0
73,"Jun 27, 2022",PIT,@,WSN,0
74,"Jun 28, 2022",PIT,@,WSN,0
75,"Jun 29, 2022",PIT,@,WSN,1
76,"Jun 30, 2022",PIT,Home,MIL,1
77,"Jul 1, 2022",PIT,Home,MIL,0
78,"Jul 2, 2022",PIT,Home,MIL,1
79,"Jul 3, 2022",PIT,Home,MIL,0
80,"Jul 5, 2022",PIT,Home,NYA,1
81,"Jul 6, 2022",PIT,Home,NYA,0
82,"Jul 7, 2022",PIT,@,CIN,1
83,"Jul 7, 2022",PIT,@,CIN,0
84,"Jul 8, 2022",PIT,@,MIL,0
85,"Jul 9, 2022",PIT,@,MIL,1
86,"Jul 10, 2022",PIT,@,MIL,1
87,"Jul 11, 2022",PIT,@,MIA,1
88,"Jul 12, 2022",PIT,@,MIA,1
89,"Jul 13, 2022",PIT,@,MIA,0
90,"Jul 14, 2022",PIT,@,MIA,0
91,"Jul 15, 2022",PIT,@,COL,0
92,"Jul 16, 2022",PIT,@,COL,0
93,"Jul 17, 2022",PIT,@,COL,1
94,"Jul 22, 2022",PIT,Home,MIA,0
95,"Jul 23, 2022",PIT,Home,MIA,1
96,"Jul 24, 2022",PIT,Home,MIA,0
97,"Jul 25, 2022",PIT,@,CHN,0
98,"Jul 26, 2022",PIT,@,CHN,0
99,"Jul 28, 2022",PIT,Home,PHI,0
100,"Jul 29, 2022",PIT,Home,PHI,0
101,"Jul 30, 2022",PIT,Home,PHI,0
102,"Jul 31, 2022",PIT,Home,PHI,0
103,"Aug 2, 2022",PIT,Home,MIL,1
104,"Aug 3, 2022",PIT,Home,MIL,1
105,"Aug 4, 2022",PIT,Home,MIL,1
106,"Aug 5, 2022",PIT,@,BAL,0
107,"Aug 6, 2022",PIT,@,BAL,0
108,"Aug 7, 2022",PIT,@,BAL,1
109,"Aug 8, 2022",PIT,@,ARI,0
110,"Aug 9, 2022",PIT,@,ARI,0
111,"Aug 10, 2022",PIT,@,ARI,1
112,"Aug 11, 2022",PIT,@,ARI,0
113,"Aug 12, 2022",PIT,@,SFN,0
114,"Aug 13, 2022",PIT,@,SFN,0
115,"Aug 14, 2022",PIT,@,SFN,0
116,"Aug 16, 2022",PIT,Home,BOS,0
117,"Aug 17, 2022",PIT,Home,BOS,0
118,"Aug 18, 2022",PIT,Home,BOS,1
119,"Aug 19, 2022",PIT,Home,CIN,1
120,"Aug 20, 2022",PIT,Home,CIN,0
121,"Aug 21, 2022",PIT,Home,CIN,0
122,"Aug 22, 2022",PIT,Home,ATL,0
123,"Aug 23, 2022",PIT,Home,ATL,0
124,"Aug 24, 2022",PIT,Home,ATL,0
125,"Aug 26, 2022",PIT,@,PHI,0
126,"Aug 27, 2022",PIT,@,PHI,0
127,"Aug 28, 2022",PIT,@,PHI,1
128,"Aug 29, 2022",PIT,@,MIL,0
129,"Aug 30, 2022",PIT,@,MIL,1
130,"Aug 31, 2022",PIT,@,MIL,0
131,"Sep 2, 2022",PIT,Home,TOR,0
132,"Sep 3, 2022",PIT,Home,TOR,0
133,"Sep 4, 2022",PIT,Home,TOR,0
134,"Sep 6, 2022",PIT,Home,NYN,1
135,"Sep 7, 2022",PIT,Home,NYN,0
136,"Sep 7, 2022",PIT,Home,NYN,0
137,"Sep 9, 2022",PIT,Home,SLN,1
138,"Sep 10, 2022",PIT,Home,SLN,0
139,"Sep 11, 2022",PIT,Home,SLN,0
140,"Sep 12, 2022",PIT,@,CIN,1
141,"Sep 13, 2022",PIT,@,CIN,1
142,"Sep 13, 2022",PIT,@,CIN,1
143,"Sep 14, 2022",PIT,@,CIN,1
144,"Sep 15, 2022",PIT,@,NYN,0
145,"Sep 16, 2022",PIT,@,NYN,0
146,"Sep 17, 2022",PIT,@,NYN,0
147,"Sep 18, 2022",PIT,@,NYN,0
148,"Sep 20, 2022",PIT,@,NYA,0
149,"Sep 21, 2022",PIT,@,NYA,0
150,"Sep 22, 2022",PIT,Home,CHN,0
151,"Sep 23, 2022",PIT,Home,CHN,0
152,"Sep 24, 2022",PIT,Home,CHN,1
153,"Sep 25, 2022",PIT,Home,CHN,0
154,"Sep 26, 2022",PIT,Home,CIN,1
155,"Sep 27, 2022",PIT,Home,CIN,1
156,"Sep 28, 2022",PIT,Home,CIN,1
157,"Sep 30, 2022",PIT,@,SLN,0
158,"Oct 1, 2022",PIT,@,SLN,0
159,"Oct 2, 2022",PIT,@,SLN,1
160,"Oct 3, 2022",PIT,Home,SLN,1
161,"Oct 4, 2022",PIT,Home,SLN,0
162,"Oct 5, 2022",PIT,Home,SLN,1
1,"Apr 7, 2022",CHN,Home,MIL,1
2,"Apr 9, 2022",CHN,Home,MIL,1
3,"Apr 10, 2022",CHN,Home,MIL,0
4,"Apr 12, 2022",CHN,@,PIT,1
5,"Apr 13, 2022",CHN,@,PIT,0
6,"Apr 14, 2022",CHN,@,COL,1
7,"Apr 15, 2022",CHN,@,COL,0
8,"Apr 16, 2022",CHN,@,COL,0
9,"Apr 17, 2022",CHN,@,COL,1
10,"Apr 18, 2022",CHN,Home,TBA,1
11,"Apr 19, 2022",CHN,Home,TBA,0
12,"Apr 20, 2022",CHN,Home,TBA,0
13,"Apr 21, 2022",CHN,Home,PIT,0
14,"Apr 22, 2022",CHN,Home,PIT,0
15,"Apr 23, 2022",CHN,Home,PIT,1
16,"Apr 24, 2022",CHN,Home,PIT,0
17,"Apr 26, 2022",CHN,@,ATL,0
18,"Apr 27, 2022",CHN,@,ATL,1
19,"Apr 28, 2022",CHN,@,ATL,0
20,"Apr 29, 2022",CHN,@,MIL,0
21,"Apr 30, 2022",CHN,@,MIL,0
22,"May 1, 2022",CHN,@,MIL,1
23,"May 3, 2022",CHN,Home,CHA,0
24,"May 4, 2022",CHN,Home,CHA,0
25,"May 7, 2022",CHN,Home,LAN,0
26,"May 7, 2022",CHN,Home,LAN,0
27,"May 8, 2022",CHN,Home,LAN,0
28,"May 9, 2022",CHN,@,SDN,1
29,"May 10, 2022",CHN,@,SDN,0
30,"May 11, 2022",CHN,@,SDN,1
31,"May 13, 2022",CHN,@,ARI,0
32,"May 14, 2022",CHN,@,ARI,1
33,"May 15, 2022",CHN,@,ARI,1
34,"May 16, 2022",CHN,Home,PIT,1
35,"May 17, 2022",CHN,Home,PIT,1
36,"May 18, 2022",CHN,Home,PIT,0
37,"May 19, 2022",CHN,Home,ARI,0
38,"May 20, 2022",CHN,Home,ARI,0
39,"May 21, 2022",CHN,Home,ARI,0
40,"May 22, 2022",CHN,Home,ARI,1
41,"May 23, 2022",CHN,@,CIN,1
42,"May 24, 2022",CHN,@,CIN,1
43,"May 25, 2022",CHN,@,CIN,0
44,"May 26, 2022",CHN,@,CIN,0
45,"May 28, 2022",CHN,@,CHA,1
46,"May 29, 2022",CHN,@,CHA,0
47,"May 30, 2022",CHN,Home,MIL,0
48,"May 30, 2022",CHN,Home,MIL,0
49,"May 31, 2022",CHN,Home,MIL,1
50,"Jun 1, 2022",CHN,Home,MIL,1
51,"Jun 2, 2022",CHN,Home,SLN,1
52,"Jun 3, 2022",CHN,Home,SLN,0
53,"Jun 4, 2022",CHN,Home,SLN,1
54,"Jun 4, 2022",CHN,Home,SLN,0
55,"Jun 5, 2022",CHN,Home,SLN,0
56,"Jun 7, 2022",CHN,@,BAL,0
57,"Jun 10, 2022",CHN,@,NYA,0
58,"Jun 11, 2022",CHN,@,NYA,0
59,"Jun 12, 2022",CHN,@,NYA,0
60,"Jun 13, 2022",CHN,Home,SDN,0
61,"Jun 14, 2022",CHN,Home,SDN,0
62,"Jun 15, 2022",CHN,Home,SDN,0
63,"Jun 16, 2022",CHN,Home,SDN,0
64,"Jun 17, 2022",CHN,Home,ATL,1
65,"Jun 18, 2022",CHN,Home,ATL,1
66,"Jun 19, 2022",CHN,Home,ATL,0
67,"Jun 20, 2022",CHN,@,PIT,0
68,"Jun 21, 2022",CHN,@,PIT,0
69,"Jun 22, 2022",CHN,@,PIT,1
70,"Jun 23, 2022",CHN,@,PIT,0
71,"Jun 24, 2022",CHN,@,SLN,1
72,"Jun 25, 2022",CHN,@,SLN,0
73,"Jun 26, 2022",CHN,@,SLN,1
74,"Jun 28, 2022",CHN,Home,CIN,0
75,"Jun 29, 2022",CHN,Home,CIN,1
76,"Jun 30, 2022",CHN,Home,CIN,1
77,"Jul 1, 2022",CHN,Home,BOS,1
78,"Jul 2, 2022",CHN,Home,BOS,1
79,"Jul 3, 2022",CHN,Home,BOS,0
80,"Jul 4, 2022",CHN,@,MIL,0
81,"Jul 5, 2022",CHN,@,MIL,1
82,"Jul 6, 2022",CHN,@,MIL,1
83,"Jul 7, 2022",CHN,@,LAN,0
84,"Jul 8, 2022",CHN,@,LAN,0
85,"Jul 9, 2022",CHN,@,LAN,0
86,"Jul 10, 2022",CHN,@,LAN,0
87,"Jul 12, 2022",CHN,Home,BAL,0
88,"Jul 13, 2022",CHN,Home,BAL,0
89,"Jul 14, 2022",CHN,Home,NYN,0
90,"Jul 16, 2022",CHN,Home,NYN,0
91,"Jul 16, 2022",CHN,Home,NYN,0
92,"Jul 17, 2022",CHN,Home,NYN,1
93,"Jul 22, 2022",CHN,@,PHI,1
94,"Jul 23, 2022",CHN,@,PHI,1
95,"Jul 24, 2022",CHN,@,PHI,1
96,"Jul 25, 2022",CHN,Home,PIT,1
97,"Jul 26, 2022",CHN,Home,PIT,1
98,"Jul 28, 2022",CHN,@,SFN,0
99,"Jul 29, 2022",CHN,@,SFN,1
100,"Jul 30, 2022",CHN,@,SFN,0
101,"Jul 31, 2022",CHN,@,SFN,0
102,"Aug 2, 2022",CHN,@,SLN,0
103,"Aug 4, 2022",CHN,@,SLN,0
104,"Aug 4, 2022",CHN,@,SLN,0
105,"Aug 5, 2022",CHN,Home,MIA,1
106,"Aug 6, 2022",CHN,Home,MIA,1
107,"Aug 7, 2022",CHN,Home,MIA,0
108,"Aug 8, 2022",CHN,Home,WSN,1
109,"Aug 9, 2022",CHN,Home,WSN,0
110,"Aug 10, 2022",CHN,Home,WSN,1
111,"Aug 11, 2022",CHN,@,CIN,1
112,"Aug 13, 2022",CHN,@,CIN,1
113,"Aug 14, 2022",CHN,@,CIN,0
114,"Aug 15, 2022",CHN,@,WSN,0
115,"Aug 16, 2022",CHN,@,WSN,1
116,"Aug 17, 2022",CHN,@,WSN,1
117,"Aug 18, 2022",CHN,@,BAL,1
118,"Aug 19, 2022",CHN,Home,MIL,1
119,"Aug 20, 2022",CHN,Home,MIL,1
