,Date,Team,IP_Pitch,H_Pitch,R_Pitch,ER_Pitch,BB_Pitch,SO_Pitch,HR_Pitch,HBP_Pitch,AB_Pitch,2B_Pitch,3B_Pitch,IBB_Pitch,SB_Pitch,CS_Pitch,PO_Pitch,BF_Pitch,GB/FB_Pitch,PA_Bat,AB_Bat,R_Bat,H_Bat,2B_Bat,3B_Bat,HR_Bat,RBI_Bat,BB_Bat,IBB_Bat,SO_Bat,HBP_Bat,SH_Bat,SF_Bat,GDP_Bat,SB_Bat,CS_Bat,Games
0,2022-04-27,NYN,127.0,88.0,38.0,38.0,43.0,146.0,9.0,5.0,459.0,19.0,1.0,2.0,7.0,2.0,0.0,511.0,21.95,532,465,66,115,20,2,14,61,47,0,98,13,1,6,9,8,3,13
0,2022-04-27,MIA,106.33,90.0,44.0,38.0,36.0,108.0,9.0,7.0,395.0,24.0,3.0,0.0,10.0,1.0,2.0,443.0,23.669999999999998,469,402,53,102,21,6,9,51,55,2,115,7,0,5,8,10,1,12
0,2022-04-27,CHN,119.0,112.0,59.0,56.0,44.0,115.0,13.0,0.0,453.0,24.0,5.0,0.0,9.0,3.0,2.0,501.0,27.959999999999994,522,469,67,127,31,2,12,62,44,4,106,6,1,2,19,3,1,14
0,2022-04-27,ATL,112.0,96.0,53.0,47.0,45.0,126.0,12.0,7.0,427.0,22.0,2.0,1.0,11.0,0.0,0.0,484.0,20.29,475,428,54,103,30,1,18,50,37,0,111,6,0,4,13,3,1,13
0,2022-04-27,TOR,124.33,109.0,47.0,40.0,28.0,122.0,10.0,3.0,462.0,29.0,0.0,0.0,6.0,1.0,1.0,502.0,33.7,521,470,55,115,21,0,18,54,38,4,116,4,1,7,9,6,3,14
0,2022-04-27,HOU,115.33,100.0,59.0,53.0,50.0,104.0,11.0,10.0,427.0,20.0,1.0,1.0,5.0,4.0,0.0,495.0,20.490000000000002,479,426,41,87,17,1,11,40,44,1,109,3,2,3,7,3,5,13
0,2022-04-27,SLN,113.0,92.0,38.0,36.0,38.0,100.0,9.0,9.0,412.0,16.0,1.0,1.0,7.0,2.0,0.0,461.0,25.07,486,435,43,95,16,1,8,41,42,0,112,7,1,0,9,13,1,13
0,2022-04-27,SFN,124.33,94.0,33.0,30.0,36.0,125.0,6.0,3.0,449.0,23.0,2.0,0.0,7.0,2.0,0.0,493.0,34.22,532,475,79,116,21,1,18,75,45,1,127,8,0,4,8,9,3,13
0,2022-04-27,OAK,123.67,108.0,52.0,47.0,40.0,110.0,12.0,6.0,466.0,24.0,2.0,4.0,2.0,5.0,4.0,515.0,27.580000000000002,496,447,47,88,22,0,8,41,44,2,131,3,0,2,7,10,1,14
0,2022-04-27,NYA,116.67,88.0,38.0,36.0,48.0,126.0,9.0,4.0,425.0,16.0,1.0,2.0,2.0,2.0,0.0,481.0,27.13,484,431,57,108,23,1,17,53,41,0,111,4,3,4,9,8,3,13
0,2022-04-27,CIN,110.0,123.0,78.0,77.0,58.0,107.0,14.0,9.0,435.0,23.0,5.0,1.0,15.0,5.0,0.0,506.0,26.8,444,403,30,75,18,0,8,28,33,0,119,6,0,1,8,2,4,13
0,2022-04-27,SDN,116.0,92.0,54.0,49.0,36.0,123.0,18.0,5.0,425.0,18.0,0.0,0.0,4.0,0.0,0.0,472.0,23.52,476,412,52,89,19,3,11,52,48,1,119,9,2,5,9,9,1,13
0,2022-04-27,LAN,125.67,74.0,28.0,25.0,31.0,132.0,7.0,6.0,440.0,19.0,1.0,0.0,4.0,2.0,0.0,480.0,27.64,535,458,78,115,23,4,17,77,67,1,113,4,0,6,11,14,2,14
0,2022-04-27,BOS,125.33,105.0,60.0,55.0,52.0,125.0,16.0,7.0,460.0,17.0,0.0,2.0,7.0,4.0,0.0,525.0,27.919999999999998,512,468,53,113,31,1,7,53,29,2,112,2,3,10,9,3,2,14
0,2022-04-27,BAL,114.0,102.0,54.0,46.0,43.0,97.0,13.0,5.0,431.0,19.0,2.0,0.0,3.0,4.0,0.0,483.0,30.580000000000002,496,431,46,91,18,1,6,45,49,1,125,9,2,4,4,9,2,13
0,2022-04-27,MIL,124.0,102.0,48.0,42.0,45.0,140.0,10.0,5.0,464.0,22.0,1.0,1.0,3.0,2.0,0.0,521.0,26.39,495,449,59,96,20,3,11,54,38,2,120,3,0,5,4,9,5,14
0,2022-04-27,PHI,121.0,106.0,65.0,63.0,49.0,110.0,13.0,13.0,445.0,25.0,6.0,1.0,5.0,3.0,1.0,518.0,27.49,528,474,63,123,28,2,11,58,39,0,120,7,1,7,14,5,0,14
0,2022-04-27,COL,114.0,134.0,73.0,64.0,43.0,84.0,11.0,4.0,457.0,27.0,3.0,2.0,3.0,0.0,3.0,508.0,28.32,478,427,55,108,25,1,14,54,38,0,95,5,3,5,11,1,3,12
0,2022-04-27,CHA,112.33,109.0,66.0,55.0,59.0,120.0,11.0,4.0,440.0,22.0,0.0,1.0,7.0,1.0,5.0,509.0,28.110000000000003,446,413,31,79,13,0,11,27,29,0,109,3,0,1,5,8,1,12
0,2022-04-27,MIN,114.0,104.0,50.0,47.0,36.0,113.0,17.0,1.0,431.0,24.0,2.0,1.0,5.0,2.0,1.0,473.0,22.199999999999996,476,413,45,88,16,1,8,39,55,1,122,5,0,3,12,3,3,13
0,2022-04-27,KCR,98.0,87.0,39.0,36.0,39.0,86.0,7.0,3.0,366.0,18.0,2.0,2.0,4.0,0.0,0.0,411.0,20.25,399,364,35,79,14,3,10,33,33,0,83,1,0,1,9,7,1,11
0,2022-04-28,TEX,114.0,99.0,59.0,58.0,60.0,120.0,18.0,3.0,427.0,19.0,1.0,1.0,13.0,5.0,3.0,493.0,26.75,479,436,53,97,20,0,8,49,34,2,103,4,0,5,5,9,4,13
0,2022-04-28,BAL,112.0,101.0,54.0,49.0,42.0,101.0,15.0,5.0,426.0,15.0,2.0,0.0,4.0,2.0,0.0,478.0,29.15,489,428,44,89,17,1,6,43,44,1,119,11,2,4,4,9,3,13
0,2022-04-28,CLE,111.67,106.0,59.0,53.0,34.0,110.0,17.0,5.0,427.0,27.0,2.0,0.0,8.0,2.0,0.0,470.0,21.33,466,426,43,97,21,2,11,43,31,0,111,3,1,5,9,3,0,12
0,2022-04-28,PIT,122.0,119.0,79.0,68.0,59.0,111.0,11.0,5.0,476.0,23.0,1.0,3.0,6.0,2.0,0.0,544.0,27.180000000000003,513,454,54,101,16,4,9,50,54,1,131,0,1,4,8,7,3,14
0,2022-04-28,WSN,122.0,119.0,70.0,65.0,52.0,117.0,13.0,7.0,468.0,18.0,3.0,1.0,7.0,7.0,4.0,535.0,34.42000000000001,512,452,42,100,22,0,5,42,46,2,101,5,3,3,11,4,1,13
0,2022-04-28,BOS,125.33,105.0,58.0,53.0,53.0,127.0,16.0,7.0,461.0,15.0,0.0,2.0,8.0,4.0,0.0,527.0,28.869999999999997,517,471,55,117,32,1,7,55,29,2,115,2,3,12,8,3,2,14
0,2022-04-28,SDN,117.0,87.0,46.0,40.0,36.0,126.0,17.0,5.0,424.0,20.0,0.0,0.0,2.0,0.0,0.0,472.0,22.77,480,414,58,92,18,4,13,58,48,1,110,10,2,6,8,8,1,13
0,2022-04-28,MIA,106.0,91.0,41.0,34.0,37.0,102.0,8.0,7.0,398.0,25.0,2.0,0.0,9.0,0.0,1.0,447.0,23.33,466,400,52,101,21,6,9,51,53,2,115,8,0,5,8,10,1,12
0,2022-04-28,DET,105.33,86.0,43.0,32.0,37.0,94.0,10.0,0.0,393.0,18.0,2.0,1.0,9.0,3.0,0.0,435.0,25.39,440,392,43,92,14,1,6,43,43,1,102,3,0,2,11,2,2,11
0,2022-04-28,TOR,125.33,115.0,50.0,44.0,27.0,126.0,9.0,3.0,471.0,29.0,0.0,0.0,6.0,1.0,0.0,512.0,34.11000000000001,523,469,56,115,20,0,18,55,41,4,114,4,1,7,9,6,3,14
0,2022-04-28,CHN,120.0,114.0,61.0,58.0,48.0,120.0,12.0,1.0,458.0,23.0,5.0,0.0,8.0,3.0,2.0,511.0,31.26,533,475,71,130,34,2,11,66,48,4,107,6,1,3,17,3,1,14
0,2022-04-28,NYA,116.67,88.0,40.0,38.0,49.0,124.0,10.0,6.0,423.0,15.0,1.0,2.0,1.0,3.0,1.0,482.0,26.360000000000003,485,434,58,109,19,1,18,54,40,0,115,3,3,4,8,9,3,13
0,2022-04-28,ATL,113.0,98.0,55.0,48.0,50.0,128.0,11.0,7.0,430.0,23.0,2.0,1.0,11.0,1.0,0.0,493.0,18.810000000000002,466,424,41,92,26,1,15,39,32,0,115,6,0,4,13,3,1,13
0,2022-04-28,MIN,114.0,97.0,43.0,40.0,28.0,113.0,17.0,1.0,425.0,22.0,1.0,1.0,2.0,2.0,1.0,458.0,20.69,473,411,48,92,16,1,11,43,55,1,116,4,0,3,13,3,4,13
0,2022-04-28,PHI,121.0,115.0,66.0,64.0,48.0,109.0,13.0,11.0,452.0,26.0,6.0,1.0,4.0,2.0,1.0,522.0,27.92,534,476,70,129,27,4,12,65,42,1,117,7,0,9,14,7,0,14
0,2022-04-28,CIN,110.0,120.0,76.0,75.0,59.0,104.0,14.0,9.0,432.0,21.0,4.0,1.0,14.0,2.0,0.0,504.0,26.89,455,410,30,80,19,0,9,29,34,0,125,7,0,2,6,2,4,13
0,2022-04-28,HOU,115.33,103.0,61.0,55.0,48.0,105.0,11.0,11.0,430.0,21.0,1.0,1.0,6.0,4.0,0.0,496.0,20.050000000000004,478,426,43,86,16,1,11,42,43,1,117,3,2,3,7,3,4,13
0,2022-04-28,SEA,118.0,98.0,45.0,37.0,37.0,109.0,12.0,4.0,437.0,20.0,1.0,0.0,6.0,2.0,0.0,482.0,23.279999999999998,512,444,75,114,25,4,16,72,56,2,107,7,0,4,7,9,1,13
0,2022-04-28,MIL,124.0,96.0,45.0,40.0,46.0,138.0,9.0,5.0,457.0,20.0,1.0,1.0,3.0,2.0,0.0,514.0,25.439999999999998,493,445,57,91,17,3,11,53,39,2,121,4,0,5,3,9,3,14
0,2022-04-28,ARI,124.0,104.0,53.0,44.0,45.0,95.0,10.0,7.0,453.0,21.0,1.0,4.0,7.0,3.0,0.0,516.0,25.979999999999997,515,451,45,87,20,1,12,42,48,2,134,8,2,6,3,6,3,13
0,2022-04-28,CHA,112.33,106.0,67.0,56.0,57.0,123.0,10.0,5.0,436.0,21.0,0.0,2.0,8.0,1.0,5.0,505.0,27.44,448,414,35,82,15,0,12,30,28,0,107,4,0,2,6,6,1,12
0,2022-04-28,SLN,113.0,95.0,38.0,36.0,38.0,103.0,6.0,10.0,413.0,20.0,1.0,1.0,6.0,2.0,0.0,463.0,24.22,493,440,47,101,18,2,5,44,43,1,112,8,1,0,9,15,1,13
0,2022-04-28,TBA,111.0,80.0,48.0,35.0,31.0,111.0,10.0,4.0,411.0,15.0,3.0,0.0,7.0,0.0,1.0,449.0,26.22,473,424,52,97,20,2,11,48,42,1,116,6,0,1,5,9,2,13
0,2022-04-28,LAA,115.0,91.0,53.0,48.0,40.0,113.0,10.0,5.0,429.0,18.0,0.0,2.0,13.0,2.0,0.0,480.0,21.520000000000003,504,438,75,120,23,2,19,72,54,1,116,6,2,4,10,11,5,13
0,2022-04-28,KCR,98.0,86.0,40.0,37.0,39.0,84.0,6.0,4.0,363.0,18.0,2.0,2.0,4.0,0.0,0.0,410.0,19.94,399,360,33,75,13,3,7,31,35,1,90,2,0,2,8,7,1,11
0,2022-04-28,COL,113.0,142.0,79.0,70.0,41.0,87.0,12.0,3.0,459.0,28.0,5.0,3.0,5.0,0.0,3.0,509.0,27.839999999999996,478,432,54,113,23,1,15,53,37,0,95,3,2,4,11,1,3,12
0,2022-04-29,CHN,120.0,117.0,60.0,57.0,45.0,119.0,14.0,1.0,463.0,23.0,4.0,1.0,11.0,3.0,2.0,513.0,31.11,530,470,70,127,33,2,10,64,49,4,108,7,1,3,17,3,2,14
0,2022-04-29,SEA,118.0,95.0,41.0,33.0,38.0,108.0,9.0,4.0,432.0,19.0,1.0,0.0,8.0,3.0,0.0,479.0,21.409999999999997,511,440,72,112,23,5,15,69,57,3,105,8,0,4,8,11,1,13
0,2022-04-29,OAK,114.0,90.0,41.0,38.0,33.0,98.0,8.0,6.0,416.0,20.0,1.0,3.0,3.0,5.0,3.0,458.0,25.520000000000003,450,413,36,82,21,1,7,31,33,2,120,2,0,2,7,9,1,13
0,2022-04-29,PHI,121.0,111.0,58.0,56.0,48.0,109.0,11.0,8.0,450.0,24.0,6.0,1.0,4.0,2.0,1.0,516.0,26.55,527,470,71,124,25,4,12,66,41,1,115,7,0,9,14,10,1,14
0,2022-04-29,HOU,115.0,102.0,60.0,55.0,40.0,101.0,12.0,8.0,428.0,21.0,1.0,1.0,4.0,4.0,0.0,482.0,19.15,470,422,44,83,17,1,12,43,40,0,115,4,2,1,6,2,4,13
0,2022-04-29,LAN,115.67,70.0,29.0,26.0,31.0,113.0,8.0,5.0,405.0,16.0,1.0,0.0,4.0,2.0,0.0,445.0,26.43,480,416,65,100,18,3,13,64,56,1,104,4,0,4,11,10,3,13
0,2022-04-29,TOR,125.33,109.0,46.0,40.0,25.0,125.0,6.0,3.0,466.0,28.0,0.0,0.0,7.0,1.0,0.0,505.0,32.379999999999995,519,465,51,113,19,0,15,50,42,4,112,4,1,7,9,7,3,14
0,2022-04-29,SLN,122.0,101.0,41.0,39.0,42.0,110.0,7.0,10.0,446.0,22.0,1.0,1.0,6.0,2.0,0.0,500.0,25.05,534,475,55,116,18,2,5,52,45,1,116,9,1,3,10,17,1,14
0,2022-04-29,DET,104.33,86.0,41.0,34.0,34.0,94.0,9.0,0.0,391.0,14.0,2.0,0.0,9.0,3.0,0.0,428.0,26.610000000000003,438,390,37,92,13,1,3,37,43,1,96,3,0,2,12,2,2,11
0,2022-04-29,WSN,122.0,121.0,72.0,66.0,51.0,118.0,12.0,8.0,473.0,21.0,3.0,1.0,9.0,7.0,5.0,540.0,33.49,512,449,41,97,24,0,5,41,50,2,98,5,3,2,12,4,1,13
0,2022-04-29,MIA,115.0,95.0,43.0,36.0,41.0,108.0,8.0,7.0,428.0,28.0,2.0,0.0,9.0,0.0,2.0,481.0,25.36,502,432,55,106,24,6,9,53,55,2,124,10,0,5,8,12,2,13
0,2022-04-29,MIL,124.0,97.0,45.0,40.0,43.0,139.0,9.0,3.0,459.0,20.0,1.0,1.0,3.0,2.0,0.0,511.0,25.82,495,448,56,93,15,2,12,52,38,2,129,4,0,5,2,9,3,14
0,2022-04-29,LAA,124.0,95.0,54.0,49.0,42.0,121.0,11.0,5.0,459.0,19.0,0.0,2.0,14.0,2.0,0.0,512.0,22.830000000000002,538,467,79,126,24,2,19,75,58,1,121,6,3,4,11,12,6,14
0,2022-04-29,NYA,116.67,94.0,39.0,38.0,50.0,129.0,7.0,7.0,428.0,20.0,1.0,2.0,1.0,3.0,1.0,489.0,27.73,486,432,64,111,20,1,16,59,41,0,115,4,3,5,9,10,4,13
0,2022-04-29,BAL,111.0,106.0,60.0,52.0,42.0,105.0,16.0,6.0,427.0,16.0,1.0,0.0,5.0,3.0,0.0,481.0,27.22,498,438,47,98,23,1,6,46,44,1,121,10,3,3,4,9,3,13
0,2022-04-29,NYN,117.0,89.0,42.0,42.0,40.0,132.0,8.0,5.0,433.0,19.0,2.0,3.0,9.0,2.0,0.0,480.0,18.13,493,438,60,114,22,1,11,55,40,0,89,9,1,5,8,7,2,12
0,2022-04-29,ARI,122.0,113.0,59.0,51.0,43.0,91.0,10.0,8.0,454.0,21.0,1.0,3.0,8.0,3.0,0.0,517.0,25.18,505,451,45,87,22,1,13,42,43,2,128,5,1,5,3,4,3,13
0,2022-04-29,TEX,123.0,102.0,62.0,61.0,61.0,126.0,19.0,4.0,457.0,20.0,1.0,1.0,13.0,5.0,3.0,525.0,28.11,512,467,55,102,20,0,9,51,35,2,112,4,0,6,5,9,4,14
0,2022-04-29,ATL,113.0,94.0,53.0,47.0,54.0,129.0,11.0,8.0,424.0,22.0,2.0,1.0,11.0,2.0,1.0,491.0,19.13,472,432,45,100,27,1,17,43,31,1,115,5,0,4,11,6,0,13
0,2022-04-29,SFN,115.33,91.0,31.0,28.0,31.0,113.0,7.0,2.0,420.0,20.0,2.0,1.0,6.0,2.0,1.0,458.0,33.52,492,440,64,100,18,1,15,61,42,1,112,7,0,3,8,8,3,12
0,2022-04-29,SDN,118.0,91.0,49.0,42.0,38.0,122.0,17.0,5.0,431.0,20.0,0.0,0.0,2.0,0.0,0.0,481.0,24.57,489,417,64,98,19,3,13,64,52,1,109,11,2,7,10,8,1,13
0,2022-04-29,PIT,122.0,122.0,80.0,69.0,59.0,115.0,11.0,5.0,480.0,22.0,1.0,3.0,6.0,2.0,0.0,548.0,26.91,511,456,50,99,16,3,8,46,49,1,133,0,1,5,7,7,3,14
0,2022-04-29,BOS,124.33,100.0,52.0,46.0,53.0,120.0,13.0,6.0,454.0,15.0,0.0,2.0,9.0,4.0,0.0,519.0,30.619999999999997,503,465,46,109,27,1,6,46,24,1,115,2,2,10,8,4,2,14
0,2022-04-29,CLE,110.67,105.0,60.0,52.0,38.0,103.0,15.0,3.0,423.0,26.0,2.0,0.0,8.0,3.0,0.0,469.0,21.13,452,416,37,88,20,2,8,37,29,0,109,1,1,5,10,3,0,12
0,2022-04-29,TBA,111.0,81.0,45.0,32.0,29.0,107.0,9.0,5.0,410.0,14.0,4.0,1.0,9.0,0.0,1.0,448.0,25.800000000000004,468,415,52,96,20,2,10,48,45,1,113,6,1,1,6,11,3,13
0,2022-04-29,COL,121.0,146.0,86.0,73.0,46.0,96.0,13.0,4.0,487.0,28.0,5.0,3.0,8.0,1.0,4.0,544.0,29.489999999999995,515,463,55,118,24,2,15,54,43,0,105,3,2,4,12,1,3,13
0,2022-04-29,CHA,113.33,104.0,68.0,56.0,64.0,119.0,9.0,6.0,435.0,20.0,0.0,2.0,9.0,1.0,5.0,513.0,27.299999999999997,446,414,31,77,14,0,10,26,25,0,108,4,0,3,6,6,1,12
0,2022-04-29,KCR,108.0,91.0,42.0,39.0,40.0,91.0,7.0,4.0,395.0,18.0,2.0,2.0,4.0,0.0,0.0,444.0,22.619999999999997,443,394,38,81,14,3,7,35,43,1,98,3,0,3,9,8,1,12
0,2022-04-29,CIN,109.0,118.0,76.0,75.0,60.0,102.0,10.0,9.0,427.0,22.0,4.0,1.0,13.0,2.0,1.0,501.0,28.2,458,411,32,81,19,0,7,31,38,0,120,5,0,2,9,1,4,13
0,2022-04-29,MIN,114.0,97.0,37.0,34.0,27.0,112.0,13.0,1.0,423.0,19.0,1.0,1.0,1.0,2.0,1.0,454.0,21.000000000000004,483,418,55,103,18,1,11,49,57,1,110,4,1,3,14,3,4,13
0,2022-04-30,CIN,109.0,118.0,77.0,75.0,65.0,106.0,11.0,9.0,430.0,25.0,4.0,2.0,12.0,2.0,1.0,509.0,28.65,463,413,33,87,21,0,5,32,39,0,117,6,0,3,13,1,3,13
0,2022-04-30,KCR,107.0,92.0,50.0,42.0,40.0,93.0,11.0,4.0,399.0,20.0,2.0,2.0,4.0,0.0,0.0,447.0,24.28,439,391,38,82,17,1,7,35,42,1,97,3,0,3,9,5,2,12
0,2022-04-30,BAL,120.0,112.0,63.0,54.0,44.0,109.0,17.0,6.0,460.0,17.0,1.0,0.0,5.0,3.0,0.0,516.0,29.17,533,469,48,103,23,1,7,47,48,1,131,10,3,3,5,9,3,14
0,2022-04-30,WSN,123.0,118.0,67.0,61.0,45.0,116.0,12.0,8.0,472.0,19.0,2.0,1.0,7.0,7.0,5.0,533.0,31.75,523,464,51,111,28,0,6,51,46,2,94,6,3,1,12,4,1,13
0,2022-04-30,PIT,122.0,121.0,83.0,72.0,60.0,109.0,13.0,7.0,478.0,23.0,1.0,4.0,7.0,3.0,0.0,549.0,27.96,503,455,44,95,14,2,6,40,43,1,128,0,1,4,7,6,3,14
0,2022-04-30,TBA,111.0,75.0,40.0,29.0,26.0,103.0,9.0,6.0,404.0,13.0,4.0,1.0,9.0,0.0,1.0,440.0,24.05,469,413,55,97,20,2,11,51,48,1,118,6,1,1,6,15,3,13
0,2022-04-30,ARI,131.0,118.0,61.0,53.0,46.0,96.0,11.0,8.0,486.0,22.0,1.0,3.0,9.0,3.0,0.0,552.0,26.16,545,484,51,96,25,1,13,48,49,2,136,5,1,6,5,4,3,14
0,2022-04-30,SEA,117.0,101.0,48.0,41.0,40.0,108.0,11.0,6.0,432.0,20.0,2.0,0.0,8.0,4.0,0.0,483.0,20.699999999999996,507,441,73,115,25,5,12,70,52,3,106,7,0,5,8,9,1,13
0,2022-04-30,NYN,126.0,89.0,42.0,42.0,46.0,144.0,8.0,5.0,459.0,19.0,2.0,3.0,10.0,2.0,0.0,512.0,19.43,525,469,63,124,23,1,12,58,41,0,102,9,1,5,9,7,3,13
0,2022-04-30,LAN,115.67,70.0,27.0,24.0,29.0,114.0,6.0,5.0,404.0,15.0,1.0,0.0,4.0,1.0,0.0,442.0,26.46,475,409,61,92,17,3,14,60,57,1,105,4,0,5,9,11,3,13
0,2022-04-30,SLN,123.0,101.0,42.0,40.0,45.0,107.0,6.0,10.0,446.0,23.0,0.0,1.0,4.0,2.0,0.0,504.0,26.14,536,477,56,116,19,2,5,52,47,1,116,9,0,3,10,18,0,14
0,2022-04-30,TOR,126.33,115.0,54.0,48.0,32.0,126.0,9.0,3.0,473.0,31.0,0.0,0.0,6.0,1.0,0.0,521.0,33.04,525,474,58,121,21,0,17,57,39,4,116,4,1,7,8,7,3,14
0,2022-04-30,HOU,124.0,115.0,67.0,62.0,42.0,116.0,14.0,10.0,468.0,24.0,1.0,1.0,4.0,4.0,0.0,526.0,19.84,518,460,55,97,22,1,15,54,48,0,126,4,2,3,7,2,4,14
0,2022-04-30,SDN,118.0,95.0,51.0,44.0,40.0,120.0,16.0,5.0,435.0,19.0,0.0,0.0,3.0,0.0,0.0,487.0,24.939999999999998,483,409,59,89,17,3,13,59,54,2,108,11,2,7,9,6,2,13
0,2022-04-30,MIA,116.0,94.0,46.0,39.0,40.0,111.0,8.0,6.0,429.0,28.0,2.0,0.0,9.0,0.0,2.0,480.0,25.13,505,435,59,110,24,6,10,57,53,2,125,12,0,5,7,12,3,13
0,2022-04-30,SFN,124.33,113.0,45.0,41.0,33.0,120.0,8.0,3.0,469.0,24.0,2.0,1.0,6.0,2.0,1.0,510.0,36.59,531,476,68,111,18,1,17,65,44,1,122,7,0,4,9,8,3,13
0,2022-04-30,MIL,124.0,95.0,45.0,40.0,47.0,143.0,8.0,3.0,459.0,21.0,1.0,1.0,3.0,1.0,0.0,513.0,26.879999999999995,499,450,62,97,17,1,17,58,39,2,126,5,0,5,4,8,3,14
0,2022-04-30,PHI,121.0,115.0,57.0,55.0,44.0,114.0,11.0,8.0,452.0,24.0,5.0,1.0,4.0,3.0,2.0,514.0,25.79,520,461,68,113,22,4,12,63,45,1,121,6,0,8,13,10,1,14
0,2022-04-30,CHN,119.0,120.0,69.0,66.0,45.0,120.0,20.0,2.0,461.0,26.0,4.0,1.0,12.0,3.0,2.0,512.0,32.28,529,467,66,120,31,2,9,60,52,4,113,6,1,3,14,3,2,14
0,2022-04-30,TEX,123.0,100.0,63.0,61.0,62.0,127.0,21.0,4.0,456.0,18.0,1.0,1.0,14.0,5.0,3.0,525.0,28.1,505,461,48,95,19,0,9,45,34,1,112,4,0,6,4,9,4,14
0,2022-04-30,COL,121.0,148.0,85.0,72.0,48.0,95.0,12.0,4.0,488.0,28.0,5.0,3.0,8.0,1.0,3.0,548.0,28.98,521,465,63,122,27,2,17,62,47,1,109,3,2,4,11,1,3,13
0,2022-04-30,LAA,125.0,85.0,45.0,41.0,40.0,120.0,9.0,6.0,450.0,18.0,0.0,1.0,14.0,2.0,0.0,502.0,24.59,536,469,79,128,26,2,19,75,54,2,119,6,3,4,11,14,6,14
0,2022-04-30,CHA,113.33,110.0,68.0,56.0,60.0,121.0,8.0,5.0,438.0,25.0,0.0,3.0,8.0,1.0,6.0,511.0,27.130000000000003,445,412,31,76,15,0,10,26,25,0,105,5,0,3,7,6,1,12
0,2022-04-30,MIN,122.0,105.0,43.0,40.0,30.0,121.0,15.0,1.0,454.0,21.0,1.0,1.0,5.0,2.0,1.0,488.0,22.130000000000006,513,447,56,106,19,1,11,50,57,1,118,5,1,3,14,3,4,14
0,2022-04-30,CLE,119.67,115.0,68.0,60.0,39.0,112.0,16.0,5.0,458.0,28.0,3.0,0.0,8.0,3.0,0.0,509.0,24.46,493,452,46,99,25,2,11,46,34,0,120,1,1,5,12,3,0,13
0,2022-04-30,ATL,114.0,84.0,44.0,42.0,51.0,130.0,11.0,6.0,417.0,20.0,2.0,1.0,8.0,2.0,1.0,478.0,20.09,482,435,50,103,28,1,20,47,38,1,119,5,0,4,10,7,0,13
0,2022-04-30,DET,103.33,85.0,44.0,36.0,35.0,96.0,11.0,0.0,386.0,14.0,0.0,0.0,8.0,3.0,0.0,425.0,27.7,434,389,34,89,13,1,3,34,42,1,98,2,0,1,11,2,2,11
0,2022-04-30,OAK,114.0,94.0,47.0,44.0,38.0,105.0,10.0,6.0,419.0,23.0,1.0,3.0,3.0,5.0,3.0,466.0,26.029999999999998,452,413,38,83,21,2,8,36,31,2,117,4,0,4,6,9,1,13
0,2022-04-30,BOS,133.33,105.0,53.0,47.0,57.0,130.0,14.0,6.0,485.0,15.0,0.0,2.0,9.0,4.0,0.0,554.0,31.279999999999994,538,498,49,115,28,1,7,48,26,1,119,2,2,10,9,4,2,15
0,2022-04-30,NYA,115.67,97.0,41.0,39.0,47.0,123.0,7.0,5.0,428.0,22.0,1.0,2.0,1.0,4.0,2.0,484.0,25.430000000000003,493,437,73,113,20,1,20,67,42,0,112,5,3,5,8,9,4,13
0,2022-05-01,SDN,118.0,94.0,53.0,44.0,39.0,119.0,16.0,5.0,435.0,18.0,0.0,0.0,3.0,0.0,0.0,486.0,23.24,487,411,63,90,17,3,15,63,56,2,99,10,3,7,11,5,2,13
0,2022-05-01,ATL,113.0,82.0,45.0,43.0,55.0,120.0,12.0,5.0,410.0,18.0,2.0,1.0,8.0,3.0,1.0,474.0,18.14,474,431,46,98,28,1,19,44,34,1,118,5,0,4,9,7,0,13
0,2022-05-01,MIA,116.0,91.0,46.0,39.0,40.0,114.0,8.0,6.0,425.0,25.0,2.0,0.0,9.0,1.0,3.0,476.0,26.950000000000003,500,432,55,105,21,4,10,53,54,2,129,11,0,3,8,11,3,13
0,2022-05-01,SLN,123.0,100.0,43.0,41.0,43.0,107.0,8.0,9.0,446.0,24.0,0.0,1.0,5.0,2.0,0.0,501.0,27.37,522,467,46,104,17,2,3,42,43,1,114,9,0,3,9,19,0,14
0,2022-05-01,BOS,133.33,101.0,47.0,40.0,50.0,126.0,13.0,4.0,485.0,13.0,0.0,3.0,7.0,3.0,0.0,545.0,31.59,544,500,46,114,27,1,5,45,29,1,112,3,2,10,9,4,2,15
0,2022-05-01,WSN,122.0,124.0,74.0,66.0,48.0,113.0,13.0,10.0,474.0,19.0,2.0,1.0,9.0,7.0,6.0,541.0,33.37,517,464,47,112,30,0,6,46,41,2,97,5,3,1,13,3,1,13
0,2022-05-01,CHN,119.0,121.0,72.0,67.0,46.0,126.0,21.0,2.0,465.0,23.0,4.0,1.0,13.0,2.0,2.0,517.0,31.77,520,462,62,113,26,2,10,56,49,3,121,6,1,2,14,3,2,14
0,2022-05-01,DET,103.33,84.0,44.0,37.0,38.0,90.0,12.0,0.0,383.0,14.0,0.0,0.0,8.0,3.0,0.0,425.0,28.71,443,396,37,96,15,1,2,37,43,1,105,3,0,1,11,2,2,11
0,2022-05-01,NYN,126.0,92.0,43.0,43.0,45.0,139.0,9.0,4.0,461.0,19.0,2.0,3.0,11.0,1.0,1.0,512.0,20.37,525,468,54,116,22,1,8,49,45,0,105,8,1,3,9,5,3,13
