,Date,Team,IP_Pitch,H_Pitch,R_Pitch,ER_Pitch,BB_Pitch,SO_Pitch,HR_Pitch,HBP_Pitch,AB_Pitch,2B_Pitch,3B_Pitch,IBB_Pitch,SB_Pitch,CS_Pitch,PO_Pitch,BF_Pitch,GB/FB_Pitch,PA_Bat,AB_Bat,R_Bat,H_Bat,2B_Bat,3B_Bat,HR_Bat,RBI_Bat,BB_Bat,IBB_Bat,SO_Bat,HBP_Bat,SH_Bat,SF_Bat,GDP_Bat,SB_Bat,CS_Bat,Games
0,2022-05-06,COL,112.0,128.0,76.0,64.0,37.0,91.0,13.0,4.0,439.0,21.0,3.0,1.0,10.0,2.0,3.0,488.0,24.44,477,431,58,106,20,3,16,57,42,1,94,4,0,0,12,1,3,12
0,2022-05-06,MIL,115.0,84.0,38.0,35.0,35.0,154.0,7.0,1.0,423.0,20.0,2.0,1.0,3.0,1.0,0.0,465.0,25.54,493,438,82,112,19,1,25,80,44,1,125,6,0,5,6,10,3,13
0,2022-05-06,DET,111.33,96.0,50.0,44.0,35.0,96.0,14.0,1.0,416.0,18.0,1.0,0.0,4.0,4.0,0.0,455.0,27.55,473,437,41,107,19,1,5,39,32,2,112,3,0,1,10,3,2,11
0,2022-05-06,TBA,118.0,91.0,49.0,37.0,27.0,114.0,10.0,4.0,441.0,18.0,4.0,1.0,6.0,1.0,1.0,476.0,23.880000000000003,476,431,53,100,19,2,14,49,38,1,109,6,1,0,6,11,3,13
0,2022-05-06,ARI,125.0,110.0,57.0,51.0,37.0,92.0,10.0,10.0,468.0,20.0,1.0,2.0,9.0,3.0,0.0,521.0,24.54,510,459,58,97,22,3,20,55,41,0,127,5,2,3,5,4,3,14
0,2022-05-06,SFN,113.0,122.0,64.0,58.0,32.0,105.0,11.0,2.0,448.0,26.0,2.0,3.0,5.0,1.0,1.0,486.0,33.03,490,432,59,107,12,1,12,56,44,1,101,8,0,6,13,6,2,13
0,2022-05-06,MIA,124.0,103.0,53.0,47.0,50.0,131.0,14.0,3.0,454.0,25.0,2.0,1.0,6.0,3.0,6.0,511.0,27.48,533,467,59,110,23,2,12,56,53,1,128,10,0,3,8,13,3,14
0,2022-05-06,SDN,109.0,96.0,57.0,47.0,41.0,97.0,10.0,5.0,409.0,16.0,0.0,0.0,6.0,0.0,0.0,462.0,22.479999999999997,466,398,60,89,16,3,12,60,53,3,97,6,2,7,11,3,1,11
0,2022-05-06,WSN,113.0,118.0,72.0,65.0,43.0,99.0,15.0,11.0,448.0,18.0,2.0,0.0,8.0,5.0,4.0,507.0,28.639999999999997,496,449,61,126,29,0,10,56,36,2,89,5,3,2,21,7,1,13
0,2022-05-06,CHA,115.33,97.0,52.0,44.0,58.0,125.0,10.0,4.0,426.0,19.0,0.0,3.0,7.0,1.0,3.0,496.0,28.519999999999996,463,423,39,97,20,0,12,36,27,1,87,7,2,4,17,1,1,13
0,2022-05-06,BOS,124.33,98.0,58.0,50.0,43.0,119.0,16.0,5.0,458.0,15.0,0.0,3.0,4.0,4.0,0.0,510.0,28.23,515,472,42,107,25,1,6,41,28,0,106,5,2,8,12,4,2,14
0,2022-05-06,SLN,132.0,116.0,48.0,47.0,43.0,102.0,11.0,9.0,485.0,27.0,1.0,0.0,2.0,3.0,0.0,540.0,28.39,556,498,58,117,20,2,7,54,46,1,107,7,0,5,8,16,2,15
0,2022-05-07,SLN,133.0,116.0,45.0,45.0,41.0,106.0,9.0,9.0,487.0,27.0,1.0,0.0,1.0,4.0,1.0,540.0,29.21,559,499,61,118,22,3,8,57,48,1,107,7,0,5,8,16,2,15
0,2022-05-07,ARI,124.67,111.0,55.0,50.0,36.0,92.0,9.0,9.0,468.0,21.0,1.0,1.0,10.0,3.0,0.0,519.0,23.13,505,453,58,94,22,3,19,55,43,0,126,3,2,4,5,4,2,14
0,2022-05-07,CHN,96.0,86.0,46.0,40.0,29.0,89.0,18.0,4.0,363.0,13.0,0.0,2.0,9.0,1.0,1.0,399.0,24.470000000000002,412,370,42,83,18,0,8,37,37,2,110,4,0,1,9,3,2,11
0,2022-05-07,SEA,122.0,119.0,61.0,58.0,53.0,116.0,16.0,5.0,466.0,18.0,1.0,0.0,9.0,3.0,0.0,526.0,21.74,526,471,59,112,21,3,14,57,45,4,114,4,0,4,10,7,4,14
0,2022-05-07,CIN,101.0,124.0,92.0,89.0,61.0,100.0,19.0,10.0,416.0,25.0,3.0,1.0,8.0,2.0,3.0,491.0,24.97,429,388,42,89,22,1,9,40,30,0,105,4,0,5,16,2,2,12
0,2022-05-07,TOR,126.33,123.0,60.0,53.0,34.0,128.0,12.0,1.0,488.0,32.0,1.0,0.0,7.0,3.0,0.0,533.0,34.65,499,458,50,106,24,0,18,50,31,1,108,5,1,3,11,7,2,14
0,2022-05-07,MIL,124.0,87.0,41.0,37.0,38.0,165.0,9.0,1.0,451.0,20.0,2.0,1.0,3.0,1.0,0.0,497.0,27.29,536,477,88,123,22,1,25,85,48,1,136,6,0,5,6,10,3,14
0,2022-05-07,BOS,124.33,99.0,59.0,51.0,46.0,118.0,17.0,5.0,456.0,14.0,0.0,3.0,5.0,4.0,0.0,513.0,27.540000000000003,519,471,42,105,26,2,6,41,31,0,105,7,2,8,11,4,2,14
0,2022-05-07,TBA,127.0,102.0,56.0,44.0,33.0,118.0,13.0,4.0,477.0,21.0,4.0,1.0,6.0,1.0,1.0,519.0,26.269999999999996,519,469,61,113,21,2,15,56,42,1,119,7,1,0,6,11,4,14
0,2022-05-07,HOU,133.0,98.0,44.0,41.0,30.0,109.0,16.0,7.0,479.0,14.0,0.0,0.0,5.0,3.0,0.0,519.0,24.36,555,499,61,118,26,1,19,60,51,0,125,1,1,3,4,6,3,15
0,2022-05-07,LAA,132.67,104.0,45.0,41.0,37.0,107.0,10.0,7.0,483.0,27.0,1.0,0.0,9.0,1.0,1.0,533.0,24.71,539,479,66,110,21,2,18,64,52,3,128,4,2,2,16,6,3,15
0,2022-05-07,ATL,122.0,110.0,53.0,49.0,54.0,123.0,9.0,6.0,462.0,21.0,2.0,1.0,10.0,4.0,1.0,527.0,21.130000000000006,515,459,56,98,23,1,17,53,44,1,140,5,0,7,7,5,0,13
0,2022-05-07,CLE,111.67,109.0,66.0,62.0,42.0,110.0,15.0,5.0,427.0,26.0,3.0,2.0,8.0,2.0,0.0,483.0,20.15,474,432,49,99,23,1,10,48,39,0,102,1,0,2,13,5,2,12
0,2022-05-07,SDN,118.0,102.0,59.0,49.0,42.0,101.0,11.0,5.0,442.0,16.0,0.0,0.0,6.0,0.0,0.0,496.0,23.55,501,427,63,94,18,4,12,63,59,3,105,6,2,7,12,4,1,12
0,2022-05-07,CHA,116.33,90.0,48.0,41.0,60.0,128.0,9.0,6.0,422.0,18.0,1.0,3.0,6.0,1.0,3.0,493.0,28.130000000000003,469,423,40,99,19,0,13,39,31,1,88,7,3,5,17,3,0,13
0,2022-05-07,MIA,123.0,103.0,56.0,49.0,56.0,126.0,14.0,3.0,451.0,27.0,3.0,1.0,7.0,3.0,6.0,514.0,27.81,533,470,56,109,22,2,11,54,50,1,127,10,0,3,6,12,3,14
0,2022-05-07,OAK,107.0,97.0,58.0,54.0,38.0,93.0,12.0,4.0,407.0,23.0,2.0,1.0,5.0,4.0,2.0,451.0,24.169999999999998,414,377,27,66,15,3,5,27,28,2,116,4,1,4,6,7,2,12
0,2022-05-07,WSN,112.0,114.0,71.0,64.0,47.0,101.0,12.0,9.0,440.0,18.0,2.0,1.0,8.0,5.0,5.0,501.0,27.82,491,446,58,124,29,1,9,53,36,1,87,4,3,2,22,7,1,13
0,2022-05-07,SFN,114.0,116.0,61.0,55.0,30.0,112.0,10.0,2.0,447.0,27.0,3.0,3.0,5.0,0.0,1.0,482.0,33.45,492,433,59,110,13,1,11,56,46,1,101,7,0,6,13,6,3,13
0,2022-05-07,PIT,98.0,103.0,67.0,52.0,35.0,87.0,9.0,4.0,396.0,20.0,1.0,5.0,6.0,2.0,1.0,439.0,21.330000000000002,403,361,40,79,15,1,5,35,34,0,90,2,0,6,9,6,2,10
0,2022-05-07,DET,110.33,96.0,53.0,47.0,39.0,95.0,16.0,1.0,414.0,18.0,1.0,0.0,5.0,4.0,0.0,457.0,26.08,472,438,40,102,16,1,5,38,30,1,118,3,0,1,9,3,1,11
0,2022-05-07,LAN,97.67,64.0,25.0,22.0,26.0,97.0,6.0,5.0,346.0,10.0,1.0,0.0,3.0,0.0,0.0,382.0,23.619999999999997,397,350,50,78,15,1,12,46,39,2,84,3,0,5,9,5,2,11
0,2022-05-07,MIN,124.0,101.0,40.0,38.0,30.0,132.0,15.0,4.0,458.0,20.0,2.0,0.0,6.0,1.0,0.0,495.0,23.04,525,466,71,126,30,0,17,67,49,0,119,6,1,3,11,0,4,14
0,2022-05-07,COL,120.0,134.0,80.0,68.0,41.0,98.0,15.0,4.0,468.0,22.0,3.0,1.0,10.0,2.0,3.0,522.0,26.15,513,463,59,113,22,3,16,58,45,1,102,4,1,0,12,2,3,13
0,2022-05-08,TEX,99.0,68.0,31.0,28.0,36.0,95.0,10.0,2.0,354.0,16.0,0.0,1.0,5.0,3.0,1.0,393.0,21.28,389,353,35,72,9,1,8,35,30,0,87,4,1,1,6,8,3,11
0,2022-05-08,MIN,124.0,98.0,39.0,37.0,30.0,136.0,14.0,5.0,454.0,19.0,2.0,0.0,7.0,1.0,0.0,492.0,22.35,526,467,70,126,30,0,18,67,48,0,119,7,1,3,11,0,3,14
0,2022-05-08,NYN,115.0,96.0,54.0,52.0,39.0,125.0,12.0,6.0,432.0,20.0,2.0,1.0,7.0,0.0,1.0,480.0,17.42,485,440,55,115,24,1,8,50,34,1,99,10,0,1,11,2,2,12
0,2022-05-08,SLN,132.0,116.0,56.0,55.0,46.0,102.0,12.0,10.0,485.0,27.0,1.0,0.0,1.0,4.0,1.0,546.0,29.200000000000003,559,503,64,122,23,3,9,61,45,1,110,6,0,5,8,18,2,15
0,2022-05-08,KCR,98.0,89.0,60.0,52.0,48.0,73.0,15.0,4.0,366.0,19.0,1.0,4.0,5.0,3.0,0.0,425.0,22.410000000000004,429,376,38,85,19,0,4,33,43,1,82,5,1,4,8,6,2,11
0,2022-05-08,NYA,97.0,83.0,32.0,30.0,26.0,90.0,7.0,5.0,362.0,24.0,1.0,0.0,1.0,3.0,3.0,396.0,22.17,420,373,76,104,20,1,22,72,37,2,89,4,0,6,7,7,5,11
0,2022-05-08,CLE,121.67,116.0,72.0,68.0,50.0,117.0,13.0,5.0,459.0,30.0,3.0,2.0,8.0,4.0,1.0,523.0,23.769999999999996,514,461,59,107,23,1,10,58,47,0,96,1,1,4,13,8,3,12
0,2022-05-08,BAL,105.0,104.0,63.0,59.0,43.0,80.0,17.0,10.0,397.0,19.0,1.0,0.0,3.0,4.0,0.0,455.0,23.529999999999998,452,403,55,98,22,2,14,54,32,2,109,11,1,5,5,6,3,12
0,2022-05-08,PIT,106.0,111.0,79.0,60.0,42.0,98.0,10.0,7.0,427.0,26.0,1.0,5.0,6.0,2.0,2.0,481.0,22.539999999999996,449,401,46,92,20,1,7,41,39,0,108,3,0,6,8,4,1,10
0,2022-05-08,LAN,106.67,71.0,26.0,23.0,27.0,103.0,7.0,6.0,377.0,10.0,3.0,0.0,3.0,1.0,1.0,415.0,25.939999999999998,436,384,57,84,21,1,11,52,45,2,95,3,0,4,10,3,2,11
0,2022-05-08,ARI,123.67,110.0,53.0,48.0,37.0,93.0,8.0,9.0,466.0,20.0,1.0,1.0,10.0,3.0,0.0,517.0,22.14,502,448,54,92,20,3,17,51,46,1,121,3,2,3,6,7,2,14
0,2022-05-08,WSN,112.0,109.0,67.0,60.0,45.0,99.0,13.0,9.0,437.0,16.0,2.0,1.0,9.0,5.0,5.0,496.0,27.209999999999997,500,453,64,128,28,1,11,59,38,1,92,4,3,2,20,8,1,13
0,2022-05-08,LAA,132.67,106.0,47.0,43.0,39.0,111.0,13.0,7.0,485.0,27.0,1.0,0.0,8.0,1.0,1.0,537.0,23.530000000000005,544,483,66,109,21,2,19,64,54,3,126,4,2,1,12,7,3,15
0,2022-05-08,DET,118.33,100.0,56.0,50.0,45.0,104.0,17.0,1.0,442.0,18.0,2.0,1.0,5.0,4.0,0.0,491.0,26.96,510,474,42,113,19,1,5,40,32,1,128,3,0,1,11,3,1,12
0,2022-05-08,MIA,124.0,102.0,53.0,49.0,55.0,125.0,14.0,3.0,453.0,24.0,3.0,1.0,7.0,3.0,5.0,515.0,26.369999999999997,538,475,64,114,27,2,13,62,51,1,122,9,0,3,6,12,3,14
0,2022-05-08,MIL,124.0,85.0,40.0,35.0,38.0,162.0,10.0,1.0,449.0,20.0,2.0,1.0,5.0,2.0,0.0,495.0,26.26,532,479,88,125,23,1,26,85,44,1,136,6,0,3,6,9,5,14
0,2022-05-08,ATL,122.0,112.0,55.0,51.0,52.0,118.0,10.0,5.0,462.0,23.0,2.0,1.0,10.0,6.0,1.0,524.0,21.250000000000007,517,461,56,100,21,1,18,53,44,1,142,5,0,7,6,7,1,13
0,2022-05-08,TOR,134.33,133.0,68.0,61.0,40.0,127.0,13.0,1.0,518.0,34.0,1.0,0.0,10.0,4.0,0.0,572.0,34.279999999999994,540,488,56,113,27,0,16,56,42,1,117,5,1,3,12,6,3,14
0,2022-05-08,BOS,125.33,104.0,59.0,51.0,42.0,122.0,15.0,6.0,463.0,16.0,0.0,3.0,7.0,4.0,0.0,518.0,28.07,522,472,39,101,27,2,5,38,33,0,108,7,2,8,9,3,2,14
0,2022-05-08,CIN,110.0,135.0,98.0,95.0,62.0,119.0,23.0,10.0,453.0,30.0,3.0,1.0,8.0,2.0,3.0,529.0,25.740000000000002,470,418,54,95,28,1,10,52,38,0,116,6,0,6,15,2,2,12
0,2022-05-08,SEA,122.0,121.0,68.0,64.0,58.0,115.0,18.0,5.0,469.0,18.0,1.0,0.0,10.0,3.0,0.0,534.0,23.05,525,470,57,110,20,3,15,55,45,4,113,4,0,4,10,8,5,14
0,2022-05-08,SDN,118.0,104.0,61.0,51.0,39.0,106.0,10.0,5.0,447.0,21.0,0.0,0.0,4.0,0.0,0.0,497.0,21.700000000000003,500,427,62,95,17,4,12,62,58,3,100,6,2,7,12,4,1,12
0,2022-05-08,PHI,107.0,96.0,45.0,39.0,31.0,104.0,11.0,4.0,403.0,17.0,1.0,1.0,4.0,3.0,2.0,439.0,17.81,437,393,57,91,19,3,13,53,36,1,106,3,0,5,13,12,1,12
0,2022-05-08,HOU,133.0,102.0,42.0,39.0,31.0,112.0,14.0,7.0,482.0,16.0,0.0,0.0,4.0,2.0,0.0,523.0,25.9,553,493,61,115,25,2,20,60,55,1,124,1,1,3,4,6,3,15
0,2022-05-08,CHN,105.0,92.0,55.0,48.0,40.0,98.0,18.0,4.0,396.0,19.0,0.0,2.0,7.0,0.0,1.0,443.0,28.5,443,400,42,87,18,2,9,37,37,2,116,5,0,1,9,3,3,11
0,2022-05-08,TBA,127.0,97.0,54.0,42.0,34.0,119.0,13.0,4.0,473.0,20.0,5.0,1.0,6.0,2.0,1.0,516.0,26.0,522,471,66,117,22,2,16,60,43,1,117,7,1,0,9,12,4,14
0,2022-05-08,CHA,118.33,92.0,47.0,41.0,60.0,129.0,9.0,6.0,432.0,18.0,1.0,3.0,6.0,0.0,3.0,503.0,28.770000000000003,476,430,42,104,19,0,12,41,29,1,88,8,3,6,17,5,0,13
0,2022-05-08,COL,129.0,140.0,81.0,69.0,47.0,104.0,15.0,4.0,499.0,23.0,3.0,2.0,13.0,2.0,4.0,559.0,28.299999999999997,551,499,63,121,22,3,16,61,47,1,110,4,1,0,12,2,3,14
0,2022-05-08,SFN,114.0,124.0,67.0,61.0,32.0,116.0,10.0,2.0,457.0,26.0,3.0,3.0,7.0,0.0,1.0,494.0,33.709999999999994,494,428,65,107,12,1,13,63,49,1,98,9,0,8,14,6,3,13
0,2022-05-08,OAK,106.0,93.0,51.0,47.0,35.0,93.0,11.0,5.0,401.0,24.0,2.0,1.0,5.0,3.0,3.0,442.0,21.889999999999997,415,377,26,67,14,3,5,26,28,2,121,5,1,4,7,7,2,12
0,2022-05-09,SFN,114.0,123.0,68.0,62.0,36.0,117.0,10.0,3.0,457.0,28.0,3.0,3.0,7.0,0.0,1.0,498.0,33.940000000000005,494,424,64,104,12,1,15,62,54,1,94,8,0,8,14,5,2,13
0,2022-05-09,ARI,123.67,108.0,51.0,46.0,34.0,93.0,8.0,10.0,466.0,20.0,0.0,1.0,10.0,3.0,0.0,515.0,20.66,498,443,53,89,21,2,17,49,47,1,123,3,3,2,6,6,3,14
0,2022-05-09,TEX,107.0,73.0,35.0,32.0,43.0,99.0,12.0,3.0,382.0,14.0,0.0,1.0,8.0,3.0,1.0,431.0,22.37,426,389,38,80,12,1,11,37,31,0,101,4,1,1,5,7,3,11
0,2022-05-09,OAK,105.0,97.0,53.0,49.0,35.0,89.0,11.0,4.0,402.0,27.0,2.0,1.0,5.0,2.0,2.0,443.0,24.259999999999998,419,381,29,72,13,3,5,29,28,2,123,5,1,4,8,8,2,12
0,2022-05-09,PHI,116.0,101.0,48.0,42.0,38.0,114.0,12.0,5.0,433.0,19.0,1.0,1.0,2.0,2.0,2.0,477.0,20.240000000000002,474,430,58,101,18,2,15,54,37,1,118,3,0,4,11,12,2,12
0,2022-05-09,LAA,132.67,111.0,46.0,45.0,37.0,112.0,13.0,5.0,487.0,26.0,1.0,0.0,4.0,1.0,1.0,534.0,23.67,545,481,67,111,21,2,16,65,56,3,130,4,3,1,13,6,3,15
0,2022-05-09,SEA,123.0,116.0,62.0,59.0,55.0,120.0,18.0,4.0,465.0,15.0,1.0,1.0,10.0,5.0,1.0,526.0,23.21,515,464,46,102,14,3,14,44,40,5,109,4,1,4,10,7,6,14
0,2022-05-09,MIL,123.0,88.0,46.0,41.0,42.0,164.0,12.0,2.0,451.0,20.0,1.0,1.0,7.0,2.0,0.0,501.0,26.450000000000003,530,473,85,120,22,1,25,82,47,1,134,7,0,3,8,7,4,14
0,2022-05-09,CHA,119.33,87.0,40.0,34.0,57.0,128.0,7.0,5.0,428.0,18.0,1.0,3.0,6.0,1.0,2.0,495.0,28.36,476,427,43,103,18,0,11,42,28,1,87,11,4,6,18,6,0,13
0,2022-05-09,SDN,117.0,104.0,61.0,51.0,37.0,103.0,11.0,5.0,445.0,22.0,0.0,0.0,5.0,0.0,0.0,494.0,20.7,499,431,62,98,16,4,12,62,56,3,100,6,1,5,11,3,1,12
0,2022-05-09,CIN,110.0,128.0,96.0,93.0,60.0,121.0,25.0,9.0,447.0,28.0,3.0,1.0,4.0,2.0,3.0,520.0,23.47,476,423,61,98,28,1,12,59,38,0,119,7,0,6,13,3,1,12
0,2022-05-09,BAL,113.0,116.0,67.0,59.0,41.0,88.0,14.0,10.0,431.0,21.0,2.0,0.0,2.0,4.0,1.0,490.0,23.67,489,442,58,115,26,2,14,56,33,2,114,9,1,4,7,5,3,12
0,2022-05-09,MIA,123.67,101.0,49.0,45.0,56.0,124.0,12.0,1.0,452.0,22.0,2.0,1.0,6.0,3.0,5.0,512.0,25.229999999999997,524,466,57,105,27,2,13,55,45,0,120,10,0,3,5,9,3,14
0,2022-05-09,LAN,106.0,70.0,24.0,22.0,26.0,101.0,6.0,6.0,377.0,10.0,3.0,0.0,3.0,1.0,1.0,411.0,23.59,439,385,62,89,21,1,11,53,46,2,90,2,0,6,11,3,2,11
0,2022-05-09,DET,108.33,95.0,58.0,52.0,46.0,95.0,17.0,1.0,408.0,18.0,2.0,1.0,5.0,4.0,0.0,458.0,24.580000000000002,460,427,27,88,19,0,4,25,29,1,121,3,0,1,10,2,1,12
0,2022-05-09,NYA,106.0,92.0,33.0,31.0,26.0,104.0,8.0,6.0,398.0,27.0,1.0,0.0,1.0,4.0,4.0,433.0,23.3,454,400,75,103,19,1,23,71,42,2,95,5,1,6,8,9,4,11
0,2022-05-09,TBA,127.33,103.0,54.0,42.0,32.0,119.0,14.0,4.0,475.0,20.0,4.0,2.0,6.0,3.0,2.0,516.0,25.16,523,472,64,119,21,2,16,59,43,2,117,7,1,0,8,12,6,14
0,2022-05-09,COL,120.0,122.0,70.0,57.0,45.0,95.0,14.0,4.0,453.0,25.0,2.0,2.0,12.0,3.0,7.0,512.0,26.42,517,469,60,116,23,3,14,58,42,1,99,5,1,0,10,2,3,14
0,2022-05-09,CLE,122.0,111.0,70.0,66.0,49.0,121.0,12.0,5.0,459.0,31.0,3.0,2.0,7.0,3.0,1.0,522.0,25.59,517,461,59,112,25,2,9,58,47,0,92,3,1,5,13,8,3,12
0,2022-05-09,PIT,106.0,94.0,65.0,51.0,42.0,104.0,11.0,8.0,410.0,23.0,1.0,5.0,5.0,2.0,2.0,465.0,20.69,452,401,49,92,19,1,9,44,42,0,114,3,0,6,8,4,1,10
0,2022-05-09,CHN,105.0,99.0,62.0,53.0,44.0,100.0,18.0,4.0,400.0,19.0,0.0,2.0,7.0,0.0,1.0,453.0,28.75,423,382,22,68,15,2,8,19,36,2,120,4,0,1,9,2,3,11
0,2022-05-09,KCR,107.0,96.0,55.0,46.0,46.0,76.0,13.0,4.0,398.0,18.0,1.0,4.0,6.0,3.0,0.0,456.0,23.81,460,407,39,93,19,1,3,34,41,1,88,4,1,7,11,5,2,11
0,2022-05-10,CLE,125.0,105.0,69.0,62.0,53.0,121.0,11.0,5.0,466.0,27.0,3.0,3.0,6.0,3.0,1.0,533.0,26.27,533,476,69,118,27,1,12,67,48,0,93,3,1,5,12,9,3,12
0,2022-05-10,WSN,103.67,92.0,55.0,48.0,46.0,98.0,11.0,6.0,395.0,14.0,1.0,1.0,8.0,4.0,4.0,450.0,23.080000000000002,469,422,63,125,25,1,9,58,39,1,85,3,2,3,19,7,1,12
0,2022-05-10,SEA,120.0,124.0,67.0,65.0,53.0,117.0,19.0,4.0,466.0,15.0,1.0,1.0,9.0,5.0,1.0,525.0,22.270000000000003,501,453,41,96,13,3,13,39,37,3,111,5,1,3,10,6,6,14
0,2022-05-10,TOR,124.0,123.0,62.0,59.0,36.0,112.0,11.0,3.0,476.0,31.0,2.0,0.0,10.0,4.0,0.0,528.0,32.02,497,448,49,99,26,0,12,49,40,1,112,5,1,2,10,6,3,13
0,2022-05-10,BOS,116.67,98.0,54.0,49.0,37.0,115.0,13.0,6.0,432.0,14.0,0.0,3.0,7.0,3.0,0.0,483.0,25.0,485,441,37,102,27,1,5,36,28,0,103,7,2,7,10,2,3,13
0,2022-05-10,NYN,115.0,96.0,51.0,49.0,37.0,128.0,13.0,6.0,433.0,17.0,1.0,1.0,7.0,1.0,1.0,478.0,17.61,483,436,55,112,24,0,9,50,37,1,102,9,0,1,12,1,2,11
0,2022-05-10,CHA,121.0,90.0,46.0,35.0,52.0,125.0,8.0,5.0,439.0,20.0,1.0,3.0,7.0,1.0,1.0,500.0,28.659999999999997,487,432,48,101,19,0,11,46,32,2,89,12,5,6,16,5,0,13
0,2022-05-10,MIN,114.0,90.0,36.0,35.0,27.0,128.0,11.0,5.0,417.0,18.0,2.0,0.0,7.0,1.0,0.0,452.0,21.249999999999996,470,424,59,112,31,0,14,56,36,0,99,6,1,3,13,1,3,13
0,2022-05-10,CIN,110.0,128.0,100.0,97.0,62.0,121.0,26.0,9.0,447.0,26.0,3.0,1.0,6.0,2.0,3.0,522.0,23.270000000000003,484,433,67,104,28,1,15,64,37,0,125,7,0,5,11,4,1,12
0,2022-05-10,MIA,122.67,101.0,49.0,44.0,51.0,119.0,12.0,1.0,450.0,20.0,2.0,1.0,7.0,3.0,5.0,504.0,25.229999999999997,515,463,55,103,21,1,14,53,39,0,114,10,0,2,6,8,4,14
0,2022-05-10,COL,119.0,126.0,76.0,62.0,47.0,92.0,15.0,4.0,451.0,24.0,3.0,2.0,14.0,3.0,7.0,515.0,25.2,516,468,59,116,24,3,13,56,42,1,110,5,1,0,12,1,2,14
0,2022-05-10,SDN,117.0,107.0,57.0,48.0,34.0,102.0,8.0,5.0,446.0,24.0,0.0,0.0,6.0,1.0,0.0,490.0,21.18,494,426,60,93,15,3,12,60,56,3,101,5,1,5,10,3,2,12
0,2022-05-10,TBA,126.33,108.0,63.0,51.0,34.0,118.0,18.0,4.0,477.0,20.0,4.0,2.0,6.0,3.0,2.0,520.0,24.939999999999998,526,480,62,120,21,2,16,57,41,2,127,4,1,0,8,15,5,14
0,2022-05-10,SLN,123.0,112.0,56.0,55.0,45.0,92.0,14.0,9.0,462.0,25.0,1.0,0.0,1.0,2.0,1.0,521.0,28.34,521,466,61,111,21,3,10,58,44,1,101,6,0,5,7,13,2,14
0,2022-05-10,NYA,106.0,88.0,31.0,29.0,27.0,105.0,8.0,6.0,394.0,27.0,0.0,0.0,2.0,4.0,4.0,430.0,23.699999999999996,445,392,66,95,15,1,20,62,43,2,95,4,1,5,8,8,4,11
0,2022-05-10,CHN,104.67,96.0,58.0,50.0,38.0,98.0,18.0,4.0,396.0,17.0,0.0,2.0,5.0,1.0,1.0,443.0,26.52,420,381,25,69,13,2,7,20,33,0,118,5,0,1,8,3,4,11
0,2022-05-10,ATL,113.0,91.0,43.0,40.0,42.0,102.0,9.0,6.0,415.0,15.0,1.0,0.0,5.0,6.0,1.0,466.0,19.68,475,426,54,94,17,0,16,50,40,1,127,4,0,5,6,9,1,12
0,2022-05-10,OAK,105.0,97.0,53.0,49.0,35.0,90.0,11.0,4.0,399.0,27.0,2.0,1.0,5.0,2.0,2.0,441.0,24.870000000000005,420,386,29,73,13,4,5,29,24,1,120,5,1,4,8,8,1,12
0,2022-05-10,LAN,105.0,77.0,27.0,25.0,25.0,99.0,8.0,5.0,379.0,13.0,3.0,0.0,4.0,1.0,1.0,413.0,21.96,434,381,53,85,22,1,9,44,47,2,87,2,0,4,11,3,2,11
0,2022-05-10,MIL,122.0,97.0,56.0,50.0,43.0,159.0,15.0,2.0,456.0,20.0,1.0,1.0,8.0,3.0,0.0,507.0,26.46,537,479,89,124,22,1,26,86,49,1,134,7,0,2,9,10,4,14
0,2022-05-10,TEX,107.0,73.0,34.0,31.0,41.0,99.0,11.0,3.0,382.0,14.0,0.0,0.0,8.0,2.0,1.0,429.0,22.89,424,385,38,78,11,1,11,37,33,0,105,4,1,1,6,8,3,11
0,2022-05-10,PHI,116.0,102.0,47.0,41.0,40.0,116.0,12.0,6.0,435.0,19.0,1.0,1.0,2.0,2.0,1.0,481.0,20.85,486,442,67,113,19,2,17,63,37,1,112,3,0,4,11,13,2,12
0,2022-05-10,HOU,123.0,85.0,32.0,30.0,29.0,108.0,10.0,7.0,439.0,14.0,0.0,0.0,4.0,2.0,0.0,476.0,22.79,508,449,56,101,20,2,19,56,55,1,116,1,0,3,4,6,3,14
0,2022-05-10,ARI,123.67,107.0,48.0,45.0,33.0,93.0,8.0,8.0,462.0,18.0,0.0,1.0,9.0,4.0,0.0,509.0,21.369999999999997,498,441,55,90,21,2,17,51,49,1,123,3,3,2,7,7,3,14
0,2022-05-10,SFN,114.0,127.0,70.0,63.0,37.0,126.0,9.0,2.0,460.0,30.0,3.0,3.0,6.0,0.0,1.0,501.0,32.8,485,415,60,100,10,1,14,57,55,1,90,6,0,9,16,7,2,13
0,2022-05-10,PIT,106.0,88.0,63.0,50.0,43.0,100.0,11.0,9.0,404.0,20.0,1.0,3.0,5.0,2.0,2.0,461.0,19.379999999999995,449,404,50,101,21,2,11,46,35,0,109,3,0,7,8,3,1,10
0,2022-05-10,DET,108.33,90.0,54.0,48.0,46.0,96.0,17.0,1.0,403.0,16.0,3.0,1.0,4.0,3.0,0.0,453.0,23.150000000000002,456,423,25,85,19,0,4,23,28,1,123,3,1,1,9,2,1,12
