,Visitor,Home,Date,IP_Pitch_Visitor,H_Pitch_Visitor,R_Pitch_Visitor,ER_Pitch_Visitor,BB_Pitch_Visitor,SO_Pitch_Visitor,HR_Pitch_Visitor,HBP_Pitch_Visitor,AB_Pitch_Visitor,2B_Pitch_Visitor,3B_Pitch_Visitor,IBB_Pitch_Visitor,SB_Pitch_Visitor,CS_Pitch_Visitor,PO_Pitch_Visitor,BF_Pitch_Visitor,GB/FB_Pitch_Visitor,PA_Bat_Visitor,AB_Bat_Visitor,R_Bat_Visitor,H_Bat_Visitor,2B_Bat_Visitor,3B_Bat_Visitor,HR_Bat_Visitor,RBI_Bat_Visitor,BB_Bat_Visitor,IBB_Bat_Visitor,SO_Bat_Visitor,HBP_Bat_Visitor,SH_Bat_Visitor,SF_Bat_Visitor,GDP_Bat_Visitor,SB_Bat_Visitor,CS_Bat_Visitor,Games_Visitor,IP_Pitch_Home,H_Pitch_Home,R_Pitch_Home,ER_Pitch_Home,BB_Pitch_Home,SO_Pitch_Home,HR_Pitch_Home,HBP_Pitch_Home,AB_Pitch_Home,2B_Pitch_Home,3B_Pitch_Home,IBB_Pitch_Home,SB_Pitch_Home,CS_Pitch_Home,PO_Pitch_Home,BF_Pitch_Home,GB/FB_Pitch_Home,PA_Bat_Home,AB_Bat_Home,R_Bat_Home,H_Bat_Home,2B_Bat_Home,3B_Bat_Home,HR_Bat_Home,RBI_Bat_Home,BB_Bat_Home,IBB_Bat_Home,SO_Bat_Home,HBP_Bat_Home,SH_Bat_Home,SF_Bat_Home,GDP_Bat_Home,SB_Bat_Home,CS_Bat_Home,Games_Home,Home_Win
0,TEX,SEA,2023-05-10,71.33,65.0,38.0,36.0,27.0,54.0,11.0,3.0,270.0,6.0,0.0,1.0,2.0,1.0,0.0,304.0,11.27,333,296,60,84,17,0,12,56,31,0,84,1,1,4,1,7,1,8,83.0,64.0,28.0,25.0,18.0,91.0,4.0,0.0,299.0,16.0,1.0,0.0,6.0,2.0,0.0,323.0,20.36,340,297,44,69,15,0,11,42,36,0,83,6,0,1,8,1,3,9,0
0,SDN,MIN,2023-05-10,74.0,50.0,20.0,16.0,22.0,70.0,8.0,4.0,270.0,8.0,1.0,0.0,3.0,1.0,0.0,296.0,10.86,312,274,36,74,17,1,6,35,35,1,75,1,2,0,6,4,1,8,72.67,60.0,28.0,24.0,29.0,73.0,5.0,0.0,268.0,10.0,0.0,6.0,5.0,0.0,2.0,301.0,14.88,303,262,27,41,8,0,8,26,37,0,84,2,1,1,2,7,2,8,1
0,COL,PIT,2023-05-10,79.0,65.0,25.0,25.0,32.0,65.0,7.0,3.0,284.0,15.0,1.0,0.0,1.0,4.0,0.0,322.0,15.72,349,303,59,89,22,1,11,56,36,0,64,3,1,6,8,3,1,9,77.0,88.0,54.0,46.0,36.0,67.0,12.0,1.0,307.0,24.0,1.0,0.0,8.0,2.0,0.0,345.0,15.95,316,279,12,50,15,1,3,12,31,0,82,3,2,1,3,9,4,9,0
0,LAN,MIL,2023-05-10,80.0,66.0,33.0,29.0,28.0,77.0,8.0,2.0,299.0,11.0,1.0,1.0,5.0,1.0,0.0,332.0,20.95,362,308,60,77,25,2,14,56,45,2,77,5,0,4,1,9,1,9,76.0,73.0,44.0,36.0,31.0,75.0,15.0,3.0,291.0,16.0,0.0,0.0,5.0,2.0,2.0,328.0,13.239999999999998,325,292,32,67,9,1,9,30,27,0,67,3,0,3,12,9,3,9,0
0,HOU,LAA,2023-05-10,78.0,69.0,33.0,31.0,29.0,81.0,8.0,5.0,286.0,12.0,1.0,0.0,2.0,3.0,0.0,324.0,15.46,311,289,32,63,15,1,6,30,18,1,65,1,1,1,6,3,3,9,82.0,78.0,49.0,44.0,30.0,84.0,8.0,2.0,322.0,18.0,1.0,0.0,7.0,1.0,0.0,357.0,17.32,342,311,46,84,8,1,12,45,23,1,68,3,0,4,10,1,3,9,0
0,NYN,CIN,2023-05-10,77.0,77.0,53.0,53.0,31.0,68.0,14.0,7.0,295.0,16.0,1.0,0.0,5.0,1.0,1.0,338.0,14.23,325,290,34,64,12,1,13,31,28,0,67,5,2,0,4,3,2,7,69.0,81.0,52.0,49.0,28.0,60.0,14.0,6.0,279.0,16.0,1.0,0.0,1.0,1.0,3.0,318.0,18.02,299,276,30,70,12,2,9,29,16,1,69,6,0,1,4,6,2,8,0
0,SLN,CHN,2023-05-10,81.0,88.0,50.0,45.0,36.0,70.0,10.0,5.0,319.0,20.0,0.0,1.0,6.0,1.0,0.0,364.0,17.18,344,317,45,78,17,1,13,45,22,0,75,3,0,2,7,4,0,9,91.0,75.0,32.0,28.0,16.0,63.0,8.0,2.0,325.0,11.0,3.0,0.0,6.0,3.0,1.0,349.0,20.84,390,345,30,82,17,1,7,30,36,4,95,5,2,2,8,10,2,10,1
0,TBA,BAL,2023-05-10,80.67,75.0,34.0,31.0,32.0,75.0,7.0,5.0,307.0,18.0,3.0,0.0,5.0,1.0,0.0,349.0,17.77,334,291,44,75,16,0,18,38,34,0,79,5,1,3,10,14,4,9,81.33,82.0,43.0,41.0,33.0,70.0,17.0,3.0,311.0,17.0,2.0,3.0,6.0,3.0,1.0,349.0,18.68,361,320,48,79,21,1,10,46,36,0,86,3,1,1,7,8,2,9,1
0,BOS,ATL,2023-05-10,79.0,76.0,42.0,39.0,25.0,69.0,9.0,5.0,309.0,16.0,1.0,1.0,3.0,2.0,0.0,340.0,19.3,350,317,55,98,24,0,13,55,25,1,71,5,1,2,6,13,1,9,83.0,77.0,40.0,35.0,27.0,92.0,10.0,5.0,318.0,17.0,1.0,1.0,7.0,3.0,1.0,353.0,16.880000000000003,366,319,59,90,20,0,18,57,37,3,72,7,0,3,12,6,1,8,0
0,MIA,ARI,2023-05-10,82.67,101.0,48.0,44.0,29.0,88.0,13.0,6.0,336.0,19.0,1.0,4.0,10.0,0.0,0.0,377.0,18.14,332,309,29,75,14,1,6,26,16,1,62,2,2,3,9,5,5,9,69.0,87.0,50.0,48.0,18.0,61.0,12.0,0.0,282.0,21.0,0.0,0.0,4.0,3.0,0.0,304.0,16.1,323,280,46,82,12,2,15,44,37,1,58,0,3,3,4,5,2,8,0
0,DET,CLE,2023-05-10,80.0,73.0,36.0,30.0,20.0,59.0,13.0,2.0,305.0,15.0,1.0,1.0,5.0,2.0,0.0,330.0,14.21,342,313,42,83,19,0,11,42,22,0,75,5,0,2,4,8,1,8,79.33,66.0,28.0,27.0,28.0,65.0,11.0,1.0,293.0,10.0,0.0,0.0,11.0,2.0,1.0,323.0,12.85,310,286,19,54,7,1,2,18,21,2,70,2,0,1,3,3,0,9,0
0,NYN,CIN,2023-05-11,86.0,79.0,54.0,54.0,33.0,78.0,14.0,7.0,323.0,17.0,1.0,0.0,5.0,2.0,1.0,368.0,15.5,365,325,36,74,13,1,14,33,32,0,74,6,2,0,5,3,3,8,70.0,82.0,49.0,46.0,30.0,57.0,13.0,5.0,284.0,17.0,1.0,0.0,1.0,1.0,2.0,321.0,17.32,288,266,27,60,11,2,8,27,16,0,66,5,0,1,4,5,2,8,1
0,SFN,ARI,2023-05-11,80.0,76.0,38.0,32.0,27.0,64.0,5.0,4.0,305.0,8.0,1.0,1.0,7.0,2.0,0.0,338.0,14.019999999999998,324,287,33,67,9,0,12,33,33,0,70,2,2,0,10,5,2,9,70.0,78.0,43.0,41.0,16.0,67.0,12.0,0.0,277.0,18.0,0.0,0.0,4.0,3.0,0.0,297.0,16.26,324,278,46,80,10,2,14,43,39,1,66,0,4,3,3,6,2,8,0
0,CHA,KCR,2023-05-11,82.0,75.0,49.0,47.0,32.0,89.0,15.0,3.0,315.0,18.0,2.0,1.0,7.0,2.0,0.0,352.0,16.79,355,314,47,77,14,1,12,47,32,6,74,4,3,2,9,3,0,9,81.0,81.0,52.0,48.0,38.0,70.0,10.0,5.0,313.0,20.0,1.0,1.0,9.0,2.0,2.0,358.0,17.92,360,315,63,95,22,4,17,63,34,2,65,5,0,6,4,6,2,9,1
0,SDN,MIN,2023-05-11,75.0,50.0,20.0,14.0,26.0,67.0,6.0,3.0,270.0,10.0,1.0,2.0,3.0,0.0,0.0,299.0,12.93,319,273,33,68,15,0,6,32,41,2,73,1,3,1,5,7,2,8,74.67,54.0,27.0,23.0,33.0,74.0,6.0,1.0,263.0,6.0,0.0,7.0,7.0,1.0,2.0,303.0,15.48,306,267,23,43,10,0,8,22,37,2,78,1,0,1,4,6,2,8,1
0,TBA,NYA,2023-05-11,80.0,63.0,24.0,22.0,36.0,72.0,5.0,2.0,296.0,19.0,3.0,1.0,6.0,1.0,0.0,337.0,16.09,323,284,36,68,16,0,14,32,33,0,74,3,1,2,10,12,4,9,81.0,74.0,33.0,29.0,32.0,80.0,10.0,6.0,309.0,16.0,0.0,1.0,7.0,1.0,1.0,349.0,22.72,341,303,52,79,13,3,17,52,31,0,52,2,1,4,4,6,3,9,0
0,KCR,MIL,2023-05-12,90.0,89.0,55.0,51.0,40.0,75.0,10.0,5.0,347.0,23.0,1.0,1.0,9.0,2.0,2.0,394.0,19.29,395,346,67,101,23,4,18,67,37,2,70,6,0,6,4,8,2,10,76.0,77.0,49.0,41.0,32.0,71.0,16.0,4.0,295.0,17.0,0.0,0.0,5.0,1.0,1.0,335.0,12.92,323,294,33,69,8,1,10,31,23,0,68,3,0,3,12,9,3,9,1
0,CHN,MIN,2023-05-12,83.0,71.0,31.0,28.0,18.0,59.0,7.0,1.0,300.0,7.0,4.0,0.0,5.0,2.0,1.0,325.0,19.31,355,311,32,77,18,0,6,31,37,3,84,4,2,1,10,9,1,9,83.67,60.0,30.0,26.0,35.0,84.0,8.0,2.0,296.0,9.0,0.0,7.0,7.0,1.0,2.0,339.0,16.7,341,297,28,49,12,0,9,27,40,2,87,3,0,1,4,6,2,9,0
0,ATL,TOR,2023-05-12,75.0,66.0,32.0,27.0,25.0,84.0,7.0,3.0,282.0,16.0,0.0,1.0,5.0,4.0,1.0,312.0,15.55,325,285,49,83,17,0,15,47,31,3,66,6,0,3,11,7,1,8,68.67,78.0,39.0,34.0,26.0,61.0,8.0,2.0,277.0,19.0,0.0,2.0,13.0,1.0,2.0,307.0,14.82,313,282,41,72,21,0,10,36,26,0,69,3,1,1,8,6,0,8,1
0,TEX,OAK,2023-05-12,79.0,67.0,39.0,37.0,27.0,72.0,11.0,4.0,298.0,7.0,1.0,1.0,3.0,3.0,0.0,333.0,11.1,364,333,53,93,18,1,10,48,24,0,95,2,1,4,1,8,2,9,87.0,83.0,63.0,60.0,48.0,69.0,18.0,5.0,332.0,17.0,4.0,0.0,3.0,4.0,2.0,392.0,14.86,378,337,34,78,20,2,10,32,32,1,94,5,3,1,6,10,3,10,1
0,CIN,MIA,2023-05-12,71.0,72.0,41.0,38.0,29.0,57.0,12.0,5.0,279.0,14.0,1.0,0.0,1.0,1.0,2.0,315.0,17.310000000000002,285,262,29,62,13,2,8,29,17,0,64,5,0,1,6,5,3,8,82.67,97.0,49.0,45.0,33.0,97.0,12.0,5.0,333.0,19.0,0.0,3.0,11.0,0.0,0.0,377.0,20.51,335,314,30,74,16,1,7,28,15,1,68,1,3,2,8,4,4,9,0
0,TBA,NYA,2023-05-12,89.0,67.0,26.0,24.0,38.0,81.0,5.0,3.0,326.0,20.0,3.0,1.0,6.0,1.0,0.0,370.0,18.22,367,322,44,79,21,0,15,40,38,0,78,4,1,2,11,13,4,10,81.33,80.0,38.0,33.0,34.0,77.0,11.0,7.0,315.0,21.0,0.0,1.0,8.0,1.0,1.0,358.0,23.16,342,302,52,77,14,3,16,52,32,0,58,3,1,4,5,6,3,9,1
0,SEA,DET,2023-05-12,82.0,63.0,24.0,24.0,14.0,97.0,4.0,1.0,294.0,16.0,1.0,0.0,7.0,3.0,0.0,315.0,19.05,333,293,37,69,15,1,7,34,33,0,83,6,0,1,8,2,2,9,80.0,68.0,31.0,26.0,20.0,63.0,11.0,2.0,302.0,11.0,1.0,1.0,4.0,2.0,0.0,326.0,13.23,340,314,44,84,20,0,10,43,19,0,69,5,0,2,4,8,1,8,0
0,SDN,LAN,2023-05-12,74.0,48.0,22.0,16.0,29.0,65.0,6.0,5.0,265.0,11.0,1.0,2.0,3.0,0.0,0.0,299.0,13.91,313,268,28,58,14,0,7,27,39,2,74,2,3,1,4,7,2,8,71.0,52.0,27.0,23.0,25.0,77.0,8.0,2.0,260.0,10.0,0.0,1.0,5.0,1.0,0.0,289.0,16.05,316,274,49,64,19,2,13,46,33,1,65,5,0,4,1,6,1,8,1
0,LAA,CLE,2023-05-12,82.0,83.0,54.0,49.0,29.0,84.0,9.0,3.0,327.0,16.0,1.0,0.0,7.0,1.0,1.0,363.0,17.96,343,313,47,87,8,1,12,46,22,1,72,3,0,4,12,0,2,9,71.33,59.0,24.0,22.0,21.0,58.0,8.0,2.0,264.0,9.0,0.0,0.0,11.0,2.0,0.0,288.0,11.91,276,253,15,49,6,1,2,14,21,2,66,1,0,1,3,3,0,8,0
0,HOU,CHA,2023-05-12,69.0,67.0,31.0,30.0,25.0,78.0,6.0,4.0,254.0,12.0,1.0,0.0,2.0,3.0,0.0,287.0,12.7,277,257,26,52,12,1,6,25,15,0,61,1,1,2,6,2,3,8,90.33,81.0,53.0,51.0,35.0,94.0,16.0,4.0,346.0,19.0,2.0,1.0,9.0,2.0,0.0,387.0,18.57,391,348,50,85,17,1,12,50,34,6,79,4,3,2,10,3,0,10,0
0,SLN,BOS,2023-05-12,80.0,95.0,54.0,49.0,34.0,68.0,12.0,4.0,325.0,21.0,0.0,0.0,3.0,1.0,0.0,366.0,15.78,349,318,46,78,15,2,13,46,26,0,75,3,1,1,6,4,0,9,70.0,71.0,38.0,36.0,20.0,62.0,9.0,4.0,273.0,13.0,1.0,1.0,2.0,2.0,0.0,298.0,16.81,312,281,47,83,20,0,9,47,22,1,66,6,1,2,4,11,2,8,0
0,PIT,BAL,2023-05-12,78.0,81.0,51.0,41.0,36.0,73.0,12.0,1.0,303.0,23.0,1.0,0.0,11.0,2.0,0.0,341.0,16.22,316,276,13,50,15,1,5,13,34,0,86,3,2,1,3,7,6,9,81.33,81.0,41.0,39.0,32.0,66.0,16.0,2.0,309.0,16.0,2.0,3.0,8.0,3.0,1.0,345.0,18.47,358,315,45,76,20,1,8,43,39,1,83,3,1,0,6,8,2,9,1
0,SFN,ARI,2023-05-12,81.0,75.0,33.0,27.0,27.0,62.0,5.0,3.0,303.0,8.0,1.0,0.0,6.0,2.0,1.0,335.0,14.57,327,288,36,70,10,0,11,36,33,0,64,3,2,1,11,6,3,9,79.0,86.0,49.0,46.0,19.0,70.0,13.0,1.0,310.0,19.0,0.0,0.0,5.0,4.0,0.0,335.0,18.120000000000005,359,310,48,89,11,2,14,45,42,1,71,0,4,3,6,6,2,9,1
0,PHI,COL,2023-05-12,62.33,62.0,41.0,36.0,18.0,64.0,6.0,6.0,242.0,18.0,1.0,2.0,7.0,2.0,1.0,271.0,15.98,263,234,30,55,11,1,5,29,22,3,63,3,1,2,3,3,2,7,79.0,64.0,24.0,24.0,34.0,71.0,8.0,3.0,281.0,14.0,1.0,0.0,1.0,6.0,0.0,321.0,15.59,345,299,51,81,17,1,10,48,37,0,71,3,1,5,8,6,1,9,0
0,ATL,TOR,2023-05-13,74.0,68.0,35.0,29.0,26.0,89.0,8.0,4.0,281.0,17.0,0.0,1.0,6.0,4.0,1.0,313.0,16.34,312,280,43,76,15,0,14,42,24,3,64,6,0,2,10,5,2,8,69.67,66.0,32.0,27.0,27.0,65.0,4.0,3.0,268.0,16.0,0.0,2.0,13.0,2.0,2.0,300.0,12.5,309,277,38,70,22,0,10,33,26,0,77,4,1,1,7,6,0,8,1
0,CIN,MIA,2023-05-13,70.0,73.0,44.0,40.0,29.0,57.0,14.0,5.0,278.0,13.0,2.0,0.0,1.0,2.0,1.0,313.0,17.35,286,263,34,67,16,2,11,34,18,0,72,4,0,1,6,7,3,8,82.67,99.0,50.0,46.0,28.0,101.0,14.0,3.0,338.0,19.0,0.0,3.0,12.0,0.0,0.0,374.0,23.85,340,318,34,77,16,2,9,31,16,1,67,1,3,2,7,4,5,9,0
0,TEX,OAK,2023-05-13,79.0,72.0,44.0,41.0,30.0,75.0,13.0,4.0,303.0,8.0,2.0,2.0,3.0,3.0,0.0,341.0,13.13,378,340,54,95,20,1,10,50,30,1,97,2,1,5,1,9,2,9,88.0,92.0,68.0,63.0,51.0,71.0,18.0,5.0,342.0,19.0,4.0,1.0,4.0,3.0,2.0,407.0,16.91,394,348,42,89,20,3,14,40,37,2,85,5,3,1,6,9,3,10,0
0,TBA,NYA,2023-05-13,88.0,71.0,31.0,29.0,34.0,77.0,8.0,2.0,326.0,17.0,3.0,1.0,5.0,1.0,0.0,363.0,16.53,376,335,45,86,20,0,17,42,34,0,83,4,1,2,9,9,4,10,81.33,87.0,41.0,36.0,32.0,76.0,14.0,6.0,322.0,20.0,0.0,1.0,7.0,1.0,1.0,362.0,23.06,341,300,54,77,13,3,17,54,33,0,56,3,1,4,7,4,2,9,1
0,CHN,MIN,2023-05-13,84.0,67.0,29.0,26.0,20.0,61.0,7.0,1.0,298.0,7.0,4.0,0.0,5.0,2.0,1.0,325.0,17.430000000000003,357,311,37,80,19,0,6,36,37,2,88,4,2,3,10,9,2,9,83.0,66.0,33.0,30.0,34.0,88.0,8.0,2.0,299.0,12.0,0.0,6.0,6.0,2.0,2.0,342.0,15.73,337,296,28,51,13,0,8,27,37,2,81,3,0,1,6,5,1,9,1
0,KCR,MIL,2023-05-13,89.0,85.0,49.0,44.0,39.0,70.0,9.0,5.0,337.0,21.0,1.0,2.0,12.0,1.0,2.0,384.0,20.01,391,342,61,97,22,4,15,61,38,2,70,5,0,6,4,8,2,10,77.0,71.0,47.0,39.0,33.0,69.0,15.0,3.0,295.0,15.0,0.0,0.0,5.0,1.0,1.0,335.0,12.5,328,292,36,72,5,1,11,34,29,1,72,3,0,3,13,11,3,9,1
0,SDN,LAN,2023-05-13,72.0,48.0,24.0,19.0,30.0,65.0,8.0,4.0,259.0,13.0,1.0,2.0,2.0,0.0,0.0,293.0,13.330000000000002,308,266,29,60,15,0,7,28,37,2,73,2,2,1,6,8,2,8,71.0,58.0,28.0,24.0,24.0,70.0,7.0,2.0,264.0,13.0,0.0,1.0,6.0,1.0,0.0,291.0,16.28,304,264,40,53,15,2,14,37,32,1,61,5,0,3,2,6,1,8,1
0,SFN,ARI,2023-05-13,80.0,84.0,40.0,33.0,32.0,65.0,7.0,3.0,308.0,9.0,1.0,0.0,7.0,2.0,1.0,345.0,15.54,328,296,39,74,13,0,13,39,26,0,64,4,1,1,9,5,1,9,81.0,87.0,48.0,45.0,19.0,68.0,14.0,2.0,315.0,21.0,0.0,0.0,5.0,4.0,0.0,340.0,18.399999999999995,359,310,51,92,14,2,14,47,43,1,74,0,4,2,7,7,2,9,1
0,PHI,COL,2023-05-13,63.33,55.0,31.0,26.0,13.0,62.0,5.0,6.0,235.0,14.0,1.0,2.0,7.0,3.0,1.0,260.0,15.85,265,238,35,60,15,1,6,33,21,3,60,3,1,2,3,4,2,7,78.0,63.0,28.0,27.0,34.0,77.0,10.0,3.0,281.0,14.0,1.0,0.0,1.0,6.0,0.0,321.0,14.339999999999998,346,302,51,82,17,1,8,48,34,0,67,2,1,7,7,6,2,9,0
0,LAA,CLE,2023-05-13,82.0,90.0,57.0,52.0,31.0,78.0,10.0,3.0,332.0,18.0,3.0,2.0,8.0,1.0,1.0,372.0,15.65,348,315,47,91,12,1,11,46,23,1,73,3,0,5,13,0,2,9,72.33,62.0,25.0,22.0,24.0,61.0,6.0,2.0,269.0,12.0,0.0,0.0,9.0,1.0,0.0,298.0,12.81,279,255,17,54,8,3,3,16,21,4,58,0,0,3,4,3,0,8,1
0,HOU,CHA,2023-05-13,69.0,63.0,30.0,29.0,17.0,78.0,7.0,4.0,255.0,11.0,1.0,0.0,1.0,1.0,0.0,279.0,11.95,291,261,31,57,13,1,7,30,23,0,63,2,1,3,6,5,3,8,89.33,86.0,56.0,54.0,38.0,89.0,16.0,5.0,349.0,21.0,2.0,1.0,11.0,1.0,0.0,394.0,18.56,384,346,48,83,17,1,12,48,30,5,78,4,2,2,9,2,0,10,1
0,SLN,BOS,2023-05-13,80.0,96.0,55.0,50.0,35.0,68.0,13.0,4.0,323.0,25.0,0.0,0.0,3.0,1.0,0.0,365.0,15.93,356,326,53,88,16,2,16,52,25,0,76,3,1,1,7,6,0,9,70.0,77.0,40.0,38.0,19.0,66.0,11.0,4.0,277.0,14.0,1.0,1.0,3.0,2.0,0.0,301.0,17.37,311,278,46,78,20,0,7,46,25,1,70,5,1,2,6,11,2,8,0
0,PIT,BAL,2023-05-13,78.0,84.0,53.0,43.0,36.0,73.0,12.0,1.0,307.0,24.0,3.0,0.0,7.0,3.0,0.0,345.0,16.490000000000002,312,279,15,52,12,1,6,14,30,0,90,2,1,0,4,7,7,9,81.33,81.0,37.0,34.0,31.0,68.0,13.0,1.0,308.0,15.0,2.0,3.0,9.0,4.0,1.0,342.0,18.5,347,305,40,70,19,3,7,37,38,1,74,3,1,0,7,8,2,9,1
0,SEA,DET,2023-05-13,82.0,67.0,25.0,25.0,14.0,85.0,5.0,1.0,299.0,16.0,1.0,0.0,6.0,3.0,0.0,319.0,19.31,341,301,44,77,14,1,7,40,33,0,78,6,0,1,9,2,2,9,89.0,79.0,40.0,34.0,25.0,67.0,12.0,2.0,339.0,12.0,1.0,1.0,4.0,3.0,1.0,368.0,15.31,376,348,46,91,21,0,11,45,21,0,73,5,0,2,5,8,1,9,0
0,ATL,TOR,2023-05-14,73.0,65.0,34.0,29.0,27.0,85.0,7.0,4.0,275.0,18.0,0.0,1.0,11.0,3.0,1.0,309.0,16.51,305,270,31,65,14,0,9,30,28,3,64,5,0,2,9,7,2,8,70.67,58.0,26.0,25.0,29.0,65.0,5.0,2.0,261.0,13.0,0.0,2.0,14.0,2.0,1.0,294.0,13.8,310,276,40,72,24,0,8,36,27,0,76,4,1,2,6,11,0,8,1
0,TEX,OAK,2023-05-14,79.0,67.0,32.0,29.0,25.0,72.0,9.0,4.0,297.0,8.0,2.0,2.0,3.0,3.0,0.0,329.0,12.67,372,334,52,92,20,1,8,48,28,1,97,3,2,5,2,13,2,9,87.0,90.0,66.0,62.0,46.0,71.0,18.0,6.0,335.0,19.0,4.0,1.0,8.0,3.0,1.0,398.0,15.91,390,346,40,88,18,3,14,38,37,2,79,5,1,1,5,7,3,10,0
0,CHN,MIN,2023-05-14,84.0,72.0,38.0,35.0,20.0,63.0,12.0,2.0,305.0,10.0,3.0,0.0,2.0,2.0,0.0,333.0,17.5,362,315,37,80,20,0,6,36,39,2,94,3,2,3,6,7,2,9,84.0,60.0,28.0,25.0,38.0,94.0,7.0,2.0,299.0,13.0,0.0,6.0,6.0,2.0,1.0,345.0,14.8,338,299,35,56,14,0,12,34,34,2,78,4,0,1,6,4,1,9,1
0,KCR,MIL,2023-05-14,88.67,86.0,53.0,48.0,41.0,75.0,11.0,6.0,337.0,21.0,1.0,2.0,13.0,1.0,2.0,388.0,20.24,394,343,58,93,22,3,15,58,39,2,79,6,0,6,3,7,2,10,78.0,70.0,43.0,39.0,29.0,70.0,14.0,4.0,297.0,16.0,0.0,0.0,5.0,0.0,1.0,335.0,12.21,329,294,39,74,5,1,13,37,28,1,77,3,0,3,13,12,2,9,1
0,CIN,MIA,2023-05-14,71.0,72.0,42.0,38.0,31.0,60.0,15.0,5.0,279.0,12.0,2.0,0.0,3.0,2.0,1.0,316.0,17.1,288,264,39,67,18,2,11,39,18,0,78,5,0,1,6,9,3,8,82.67,89.0,42.0,38.0,28.0,106.0,9.0,3.0,329.0,19.0,0.0,3.0,14.0,0.0,0.0,365.0,23.29,343,314,33,74,14,2,10,31,23,1,64,1,3,2,8,6,4,9,1
0,SDN,LAN,2023-05-14,71.0,48.0,27.0,22.0,33.0,67.0,8.0,4.0,257.0,15.0,1.0,3.0,2.0,0.0,1.0,294.0,11.56,301,266,24,55,13,0,8,23,30,2,74,2,2,1,6,8,2,8,71.0,53.0,24.0,21.0,20.0,69.0,9.0,1.0,261.0,10.0,0.0,1.0,6.0,1.0,0.0,282.0,15.490000000000002,300,260,34,50,14,1,13,33,34,1,61,4,0,2,2,3,0,8,1
0,SEA,DET,2023-05-14,81.0,64.0,23.0,23.0,12.0,80.0,5.0,1.0,297.0,14.0,1.0,0.0,3.0,3.0,0.0,313.0,17.779999999999998,332,295,42,72,12,1,7,37,30,0,81,6,0,1,8,3,1,9,80.0,70.0,39.0,33.0,24.0,73.0,11.0,2.0,306.0,8.0,1.0,1.0,5.0,3.0,1.0,334.0,16.05,337,313,32,75,19,0,7,31,19,0,68,4,0,1,4,7,1,9,1
0,TBA,NYA,2023-05-14,87.0,74.0,39.0,37.0,39.0,73.0,10.0,2.0,326.0,17.0,2.0,1.0,5.0,1.0,0.0,368.0,17.56,379,336,45,88,18,0,16,43,35,0,79,5,1,2,11,9,4,10,80.33,90.0,46.0,43.0,32.0,76.0,15.0,7.0,322.0,20.0,0.0,0.0,6.0,1.0,0.0,363.0,22.69,346,301,59,79,14,3,18,58,38,0,59,3,0,4,5,4,2,9,0
0,LAA,CLE,2023-05-14,81.0,95.0,61.0,56.0,34.0,68.0,10.0,2.0,330.0,19.0,3.0,2.0,11.0,1.0,2.0,372.0,15.12,349,313,47,88,13,1,10,46,25,1,71,3,0,6,12,3,2,9,72.0,64.0,27.0,23.0,26.0,63.0,6.0,3.0,272.0,14.0,0.0,0.0,10.0,1.0,0.0,304.0,12.9,275,250,22,57,10,3,5,20,22,3,56,0,0,3,3,5,0,8,1
0,HOU,CHA,2023-05-14,68.0,69.0,29.0,28.0,16.0,71.0,7.0,3.0,260.0,13.0,1.0,0.0,1.0,1.0,0.0,281.0,12.39,293,264,30,60,13,1,6,29,22,0,65,2,1,3,4,5,4,8,89.33,86.0,53.0,51.0,34.0,86.0,15.0,5.0,350.0,19.0,2.0,1.0,10.0,1.0,0.0,391.0,17.68,383,348,45,84,20,1,12,45,28,5,75,4,1,2,10,3,0,10,0
0,SLN,BOS,2023-05-14,80.0,93.0,52.0,47.0,34.0,66.0,10.0,4.0,319.0,27.0,0.0,0.0,4.0,1.0,0.0,360.0,16.150000000000002,355,323,53,85,16,2,15,51,28,1,68,2,1,1,7,7,0,9,70.0,74.0,41.0,38.0,21.0,67.0,10.0,4.0,275.0,14.0,1.0,2.0,4.0,2.0,0.0,301.0,15.55,302,272,41,73,19,0,7,41,22,1,70,5,1,2,8,11,2,8,0
0,PIT,BAL,2023-05-14,78.0,79.0,47.0,41.0,35.0,62.0,12.0,1.0,300.0,21.0,3.0,0.0,7.0,3.0,0.0,337.0,15.92,308,275,14,48,12,0,5,13,30,0,90,2,1,0,4,5,7,9,82.33,71.0,31.0,28.0,33.0,79.0,12.0,1.0,304.0,12.0,1.0,3.0,8.0,4.0,1.0,339.0,18.71,345,303,42,69,18,3,9,39,38,1,70,3,1,0,5,8,2,9,0
0,SFN,ARI,2023-05-14,79.0,88.0,45.0,38.0,31.0,62.0,7.0,3.0,308.0,11.0,2.0,1.0,7.0,2.0,1.0,345.0,15.85,329,298,37,74,14,0,12,37,26,0,59,3,0,2,6,4,2,9,81.0,82.0,43.0,40.0,18.0,65.0,10.0,2.0,309.0,21.0,0.0,0.0,5.0,4.0,0.0,333.0,17.68,349,305,46,91,15,3,11,40,38,2,70,0,5,1,7,6,2,9,1
